"Figure","Major_cell_type","Cell_subtype","Cancer_type","Observed_cell_count","Expected_cell_count","Ro_e","Ro_e_display","Ro_e_symbol","N_samples","N_datasets","Chi_square_statistic","Chi_square_df","Chi_square_p_value"
"Supplementary Fig. 6e","Epithelial","Epi_Basal","BRCA",17485,8324.30128688264,2.10047659225798,2.1,"++",51,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Basal","COCA",4,1037.27440623384,0.00385626019109377,0,"±",3,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Basal","HNCA",335,1050.14300218633,0.319004173053147,0.32,"+",16,3,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Basal","KICA",23,1051.16757192777,0.0218804314499729,0.02,"±",8,3,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Basal","LICA",10,1358.25161483216,0.00736240611886604,0.01,"±",3,1,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Basal","LUCA",68,1904.2243386507,0.0357100781771246,0.04,"±",22,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Basal","OVCA",1373,2013.73035261581,0.681819191043374,0.68,"+",44,7,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Basal","PACA",100,3645.91093351937,0.0274279876342099,0.03,"±",14,3,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Basal","PRCA",943,1312.84268389154,0.718288650704705,0.72,"+",44,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Basal","SKCA",4978,1123.78907520104,4.42965687231786,4.43,"+++",20,1,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Basal","STCA",162,1296.03974013193,0.124996167157274,0.12,"±",16,1,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Basal","THCA",135,1821.93089701824,0.0740972120407749,0.07,"±",15,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Basal","UECA",702,378.394096908616,1.85520864552371,1.86,"++",5,1,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Ciliated","BRCA",187,1640.63191637131,0.113980471874276,0.11,"±",18,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Ciliated","COCA",0,204.435836504862,0,0,"−",0,0,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Ciliated","HNCA",46,206.97210093246,0.222252176949254,0.22,"+",7,3,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Ciliated","KICA",1,207.174032813639,0.00482685974887374,0,"±",1,1,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Ciliated","LICA",0,267.697056240384,0,0,"−",0,0,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Ciliated","LUCA",2032,375.302517082651,5.41429888559075,5.41,"+++",47,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Ciliated","OVCA",1530,396.884996542982,3.85502100942811,3.86,"+++",32,7,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Ciliated","PACA",127,718.570560535184,0.176739776126386,0.18,"±",7,3,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Ciliated","PRCA",21,258.747435266564,0.0811602247510805,0.08,"±",10,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Ciliated","SKCA",0,221.486964551553,0,0,"−",0,0,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Ciliated","STCA",28,255.435752415241,0.109616605096387,0.11,"±",13,1,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Ciliated","THCA",5,359.083348386414,0.013924343811731,0.01,"±",1,1,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Ciliated","UECA",1210,74.5774823567518,16.2247364990386,16.22,"+++",5,1,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Cycle","BRCA",19297,22264.1373806395,0.866730189007025,0.87,"+",86,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Cycle","COCA",5698,2774.2892869823,2.05385935300133,2.05,"++",60,3,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Cycle","HNCA",8619,2808.70757367185,3.06867118556322,3.07,"+++",38,3,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Cycle","KICA",372,2811.44788312166,0.132316164291459,0.13,"±",20,3,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Cycle","LICA",5008,3632.77343141713,1.37856106210466,1.38,"++",41,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Cycle","LUCA",3056,5093.02953102907,0.600035790364349,0.6,"+",58,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Cycle","OVCA",6809,5385.9138050242,1.26422372256464,1.26,"++",62,7,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Cycle","PACA",11161,9751.33637094112,1.1445610709584,1.14,"++",35,4,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Cycle","PRCA",279,3511.32291660178,0.0794572321106864,0.08,"±",30,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Cycle","SKCA",4663,3005.68101692382,1.5513954986389,1.55,"++",19,1,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Cycle","STCA",4713,3466.38184162499,1.35963093950164,1.36,"++",59,4,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Cycle","THCA",374,4872.92787602075,0.0767505716307481,0.08,"±",24,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Cycle","UECA",341,1012.05108600188,0.336939512951984,0.34,"+",6,1,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_ER-Stress","BRCA",3765,10997.6425163352,0.342346097757561,0.34,"+",78,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_ER-Stress","COCA",137,1370.39406887874,0.099971244119652,0.1,"±",31,3,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_ER-Stress","HNCA",93,1387.39540185496,0.0670320803108173,0.07,"±",11,3,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_ER-Stress","KICA",1093,1388.74901116835,0.787039264265949,0.79,"+",16,3,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_ER-Stress","LICA",267,1794.4527945784,0.148791877282417,0.15,"±",22,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_ER-Stress","LUCA",2950,2515.76412549909,1.17260595701307,1.17,"++",59,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_ER-Stress","OVCA",2821,2660.4378889145,1.06035176079642,1.06,"++",51,7,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_ER-Stress","PACA",1815,4816.79166952156,0.376806830049239,0.38,"+",35,4,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_ER-Stress","PRCA",1086,1734.46082980884,0.62613117652227,0.63,"+",42,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_ER-Stress","SKCA",52,1484.69283930162,0.0350240794752268,0.04,"±",9,1,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_ER-Stress","STCA",894,1712.2616370692,0.522116469028776,0.52,"+",45,3,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_ER-Stress","THCA",19653,2407.04222544739,8.16479237141225,8.16,"+++",32,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_ER-Stress","UECA",144,499.914991622182,0.288048973151879,0.29,"+",6,1,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Glandular","BRCA",23057,37469.7935880107,0.615348999610652,0.62,"+",83,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Glandular","COCA",14050,4669.03546090456,3.00918682619687,3.01,"+++",61,3,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Glandular","HNCA",2051,4726.96027855465,0.433894062809245,0.43,"+",27,3,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Glandular","KICA",12,4731.57212709368,0.00253615493490763,0,"±",3,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Glandular","LICA",688,6113.83537120896,0.112531652919525,0.11,"±",18,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Glandular","LUCA",18065,8571.39722068231,2.10759104203107,2.11,"++",56,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Glandular","OVCA",639,9064.31159253284,0.0704962526361524,0.07,"±",32,7,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Glandular","PACA",47274,16411.1707891344,2.88059886813801,2.88,"++",36,4,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Glandular","PRCA",268,5909.43824395956,0.0453511804229346,0.05,"±",35,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Glandular","SKCA",14,5058.45995153946,0.00276764077093055,0,"±",9,1,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Glandular","STCA",11990,5833.80392791962,2.05526276648035,2.06,"++",60,3,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Glandular","THCA",154,8200.97354602817,0.0187782583538005,0.02,"±",15,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Glandular","UECA",202,1703.24790243112,0.118596946288133,0.12,"±",6,1,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Hormonal","BRCA",32330,19652.1577458999,1.64511197284406,1.65,"++",80,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Hormonal","COCA",337,2448.81576898401,0.137617539166623,0.14,"±",38,3,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Hormonal","HNCA",5,2479.19617797101,0.00201678271547354,0,"±",2,1,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Hormonal","KICA",61,2481.61500034259,0.0245807669568321,0.02,"±",9,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Hormonal","LICA",27,3206.58444155148,0.00842017432946074,0.01,"±",8,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Hormonal","LUCA",3210,4495.52650691715,0.714043170485338,0.71,"+",44,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Hormonal","OVCA",2765,4754.05024199124,0.581609335041835,0.58,"+",27,7,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Hormonal","PACA",602,8607.33103280741,0.0699403796258605,0.07,"±",29,4,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Hormonal","PRCA",17541,3099.38223404322,5.65951492117749,5.66,"+++",50,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Hormonal","SKCA",26,2653.06113003993,0.0098000003488833,0.01,"±",7,1,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Hormonal","STCA",2975,3059.71354714936,0.972313242450985,0.97,"+",44,3,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Hormonal","THCA",1855,4301.24669403213,0.431270311134157,0.43,"+",19,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Hormonal","UECA",398,893.319478270619,0.445529297951154,0.45,"+",6,1,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Hypox-Adapt","BRCA",351,4672.02121394268,0.0751280835267856,0.08,"±",46,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Hypox-Adapt","COCA",0,582.171147293871,0,0,"−",0,0,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Hypox-Adapt","HNCA",3,589.39365777393,0.00508997672511551,0.01,"±",2,1,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Hypox-Adapt","KICA",14179,589.968698417247,24.0334784507027,24.03,"+++",23,3,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Hypox-Adapt","LICA",1,762.319880032141,0.0013117852835713,0,"±",1,1,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Hypox-Adapt","LUCA",4,1068.74753804277,0.00374269868010675,0,"±",3,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Hypox-Adapt","OVCA",46,1130.20788200046,0.0407004770826587,0.04,"±",7,5,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Hypox-Adapt","PACA",110,2046.27062842977,0.0537563304050403,0.05,"±",5,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Hypox-Adapt","PRCA",0,736.834078720343,0,0,"−",0,0,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Hypox-Adapt","SKCA",0,630.727579215537,0,0,"−",0,0,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Hypox-Adapt","STCA",76,727.403412169948,0.104481225587437,0.1,"±",18,1,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Hypox-Adapt","THCA",1,1022.56027357157,0.000977937463292243,0,"±",1,1,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Hypox-Adapt","UECA",0,212.37401038974,0,0,"−",0,0,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Hypox-Stress","BRCA",6478,3621.59927558349,1.78871252920612,1.79,"++",29,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Hypox-Stress","COCA",35,451.28018661667,0.0775571386424062,0.08,"±",9,3,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Hypox-Stress","HNCA",0,456.878842428508,0,0,"−",0,0,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Hypox-Stress","KICA",3689,457.324595279769,8.06648065307585,8.07,"+++",13,3,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Hypox-Stress","LICA",229,590.925639859726,0.387527608472633,0.39,"+",12,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Hypox-Stress","LUCA",207,828.458419239705,0.249861664982497,0.25,"+",18,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Hypox-Stress","OVCA",202,876.100483982484,0.230567159467565,0.23,"+",14,7,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Hypox-Stress","PACA",58,1586.20260615536,0.036565316293724,0.04,"±",11,3,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Hypox-Stress","PRCA",4,571.169873491837,0.0070031704850714,0.01,"±",2,1,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Hypox-Stress","SKCA",1,488.919557377151,0.0020453262400968,0,"±",1,1,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Hypox-Stress","STCA",56,563.859526731156,0.0993155162681154,0.1,"±",14,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Hypox-Stress","THCA",21,792.655550226419,0.026493222679134,0.03,"±",5,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Hypox-Stress","UECA",470,164.625443027725,2.85496574135778,2.85,"++",1,1,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Interferon","BRCA",1711,5514.63610216577,0.310265259266706,0.31,"+",65,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Interferon","COCA",3,687.167690276125,0.00436574658915425,0,"±",2,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Interferon","HNCA",4646,695.692805042886,6.67823494266783,6.68,"+++",34,3,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Interferon","KICA",35,696.371556218583,0.0502605249847596,0.05,"±",4,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Interferon","LICA",28,899.806858598631,0.0311177890370913,0.03,"±",8,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Interferon","LUCA",506,1261.4997851043,0.401109858261421,0.4,"+",33,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Interferon","OVCA",743,1334.04471076285,0.556952847236379,0.56,"+",44,7,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Interferon","PACA",7073,2415.32248369596,2.92838742973021,2.93,"++",27,4,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Interferon","PRCA",16,869.724606491719,0.0183966279447244,0.02,"±",8,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Interferon","SKCA",1423,744.48143955202,1.91139755056388,1.91,"++",15,1,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Interferon","STCA",379,858.59308721028,0.441419813000635,0.44,"+",20,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Interferon","THCA",844,1206.98249067228,0.699264493497249,0.7,"+",21,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Interferon","UECA",28,250.676384208592,0.111697797494561,0.11,"±",2,1,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Luminal","BRCA",39996,28619.4905897485,1.39750915113515,1.4,"++",91,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Luminal","COCA",4903,3566.21704154027,1.37484621459898,1.37,"++",61,3,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Luminal","HNCA",108,3610.46011348984,0.0299130849268981,0.03,"±",23,3,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Luminal","KICA",161,3613.98265106545,0.0445491900611463,0.04,"±",18,3,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Luminal","LICA",8332,4669.75761322512,1.78424678325983,1.78,"++",51,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Luminal","LUCA",4314,6546.84743651234,0.6589431083945,0.66,"+",59,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Luminal","OVCA",2130,6923.33625259276,0.307655142302575,0.31,"+",54,7,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Luminal","PACA",10104,12534.879512031,0.806070771585968,0.81,"+",34,3,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Luminal","PRCA",8766,4513.6387478744,1.94211377774266,1.94,"++",49,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Luminal","SKCA",15,3863.66011442417,0.00388232907547965,0,"±",4,1,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Luminal","STCA",5606,4455.86913163452,1.25811594424982,1.26,"++",58,3,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Luminal","THCA",5776,6263.91721843992,0.922106694353563,0.92,"+",32,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Luminal","UECA",272,1300.94357742162,0.209079013664131,0.21,"+",6,1,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_MHCII","BRCA",2284,6909.18904592539,0.330574251886618,0.33,"+",71,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_MHCII","COCA",113,860.940121961095,0.131251868878642,0.13,"±",41,3,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_MHCII","HNCA",3819,871.621085939592,4.38149106487389,4.38,"+++",31,3,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_MHCII","KICA",319,872.471481160811,0.365627996889452,0.37,"+",17,3,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_MHCII","LICA",774,1127.35193686427,0.686564660679861,0.69,"+",39,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_MHCII","LUCA",1200,1580.51054234691,0.759248336438245,0.76,"+",62,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_MHCII","OVCA",800,1671.40078359069,0.478640436126487,0.48,"+",56,7,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_MHCII","PACA",5641,3026.1143867998,1.8641066658308,1.86,"++",34,4,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_MHCII","PRCA",2225,1089.66242065989,2.04191679717886,2.04,"++",40,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_MHCII","SKCA",157,932.747494440742,0.168319937534793,0.17,"±",12,1,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_MHCII","STCA",1555,1075.71593903191,1.44554890708361,1.45,"++",48,3,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_MHCII","THCA",2928,1512.20679817868,1.93624311405458,1.94,"++",26,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_MHCII","UECA",29,314.067963100229,0.0923367022657616,0.09,"±",6,1,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Oxphos-Ion","BRCA",104,913.465389334945,0.11385215161323,0.11,"±",21,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Oxphos-Ion","COCA",0,113.825081130912,0,0,"−",0,0,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Oxphos-Ion","HNCA",0,115.237213705985,0,0,"−",0,0,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Oxphos-Ion","KICA",2678,115.349644643491,23.2163697450204,23.22,"+++",10,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Oxphos-Ion","LICA",1,149.047445232741,0.00670927299987245,0.01,"±",1,1,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Oxphos-Ion","LUCA",0,208.959643210853,0,0,"−",0,0,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Oxphos-Ion","OVCA",0,220.976261811477,0,0,"−",0,0,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Oxphos-Ion","PACA",24,400.08324249578,0.0599875162235848,0.06,"±",4,3,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Oxphos-Ion","PRCA",0,144.064506082483,0,0,"−",0,0,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Oxphos-Ion","SKCA",0,123.318749493905,0,0,"−",0,0,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Oxphos-Ion","STCA",81,142.220638707387,0.569537591282052,0.57,"+",11,1,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Oxphos-Ion","THCA",0,199.929190310384,0,0,"−",0,0,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Oxphos-Ion","UECA",0,41.5229938396567,0,0,"−",0,0,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Oxphos-Metal","BRCA",80,781.25329351015,0.102399568314857,0.1,"±",13,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Oxphos-Metal","COCA",0,97.3503983356484,0,0,"−",0,0,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Oxphos-Metal","HNCA",0,98.5581433011717,0,0,"−",0,0,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Oxphos-Metal","KICA",2319,98.654301339828,23.5063242910402,23.51,"+++",11,3,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Oxphos-Metal","LICA",2,127.474788685897,0.0156893768612402,0.02,"±",2,1,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Oxphos-Metal","LUCA",0,178.715484325072,0,0,"−",0,0,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Oxphos-Metal","OVCA",1,188.992855496658,0.00529120530705819,0.01,"±",1,1,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Oxphos-Metal","PACA",18,342.176457397706,0.052604437303759,0.05,"±",2,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Oxphos-Metal","PRCA",0,123.21306441265,0,0,"−",0,0,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Oxphos-Metal","SKCA",0,105.469983119787,0,0,"−",0,0,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Oxphos-Metal","STCA",50,121.636072578686,0.411062269111452,0.41,"+",6,1,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Oxphos-Metal","THCA",0,170.992070660197,0,0,"−",0,0,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Oxphos-Metal","UECA",0,35.5130868365485,0,0,"−",0,0,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Squamous","BRCA",5617,8538.43427461802,0.657848947399819,0.66,"+",20,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Squamous","COCA",1,1063.95708626349,0.000939887532035616,0,"±",1,1,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Squamous","HNCA",4965,1077.15671190896,4.609357157698,4.61,"+++",27,3,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Squamous","KICA",0,1078.20763751767,0,0,"−",0,0,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Squamous","LICA",0,1393.19106096186,0,0,"−",0,0,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Squamous","LUCA",30,1953.20829933414,0.0153593449353186,0.02,"±",6,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Squamous","OVCA",82,2065.53122839364,0.0396992303349349,0.04,"±",15,6,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Squamous","PACA",119,3739.69776010166,0.0318207533425817,0.03,"±",13,3,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Squamous","PRCA",70,1346.61403798359,0.0519822295219923,0.05,"±",17,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Squamous","SKCA",16026,1152.69724466342,13.9030435564886,13.9,"+++",20,1,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Squamous","STCA",13,1329.37885800066,0.00977900311996202,0.01,"±",7,1,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Squamous","THCA",47,1868.79795444211,0.0251498562957443,0.03,"±",9,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Squamous","UECA",25,388.12784581078,0.0644117660452222,0.06,"±",1,1,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_TNF","BRCA",36288,20669.3685118629,1.75564144493205,1.76,"++",78,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_TNF","COCA",7,2575.56835240403,0.00271784672049811,0,"±",4,1,1468203.37786152,192,0
