"Feat_pair","cancer_type","Region","median_J_comp","mean_J_comp","n"
"Epithelial-Myeloid","HNCA","Malignant",0,0.19245408,26
"Epithelial-Myeloid","HNCA","Normal",0.041264,0.06641709,26
"Epithelial-Myeloid","KICA","Boundary",0.31081081,0.32552812,23
"Epithelial-Myeloid","KICA","Malignant",0.1431127,0.20517436,23
"Epithelial-Myeloid","KICA","Normal",0.11578947,0.12035594,23
"Epithelial-Myeloid","LICA","Boundary",0.28391661,0.22823597,12
"Epithelial-Myeloid","LICA","Malignant",0.19083946,0.18788345,12
"Epithelial-Myeloid","LICA","Normal",0.01023251,0.07934481,12
"Epithelial-Myeloid","LUCA","Boundary",0.22603587,0.20981218,22
"Epithelial-Myeloid","LUCA","Malignant",0.22165776,0.21442649,22
"Epithelial-Myeloid","LUCA","Normal",0.1288124,0.13938257,22
"Epithelial-Myeloid","OVCA","Boundary",0.394003,0.44387539,24
"Epithelial-Myeloid","OVCA","Malignant",0.16911455,0.22906765,24
"Epithelial-Myeloid","OVCA","Normal",0.17842759,0.16436301,24
"Epithelial-Myeloid","PDAC","Boundary",0.26257064,0.27097563,14
"Epithelial-Myeloid","PDAC","Malignant",0.11332101,0.24008721,14
"Epithelial-Myeloid","PDAC","Normal",0.14980322,0.16532562,14
"Epithelial-Myeloid","PRCA","Boundary",0.28030462,0.28088824,8
"Epithelial-Myeloid","PRCA","Malignant",0.18891522,0.24940827,8
"Epithelial-Myeloid","PRCA","Normal",0.07965804,0.06951744,8
"Epithelial-Myeloid","SKCA","Boundary",0,0.18666635,16
"Epithelial-Myeloid","SKCA","Malignant",0,0.09726413,16
"Epithelial-Myeloid","SKCA","Normal",0.0651904,0.08088658,16
"Epithelial-Myeloid","STCA","Boundary",0.34126984,0.46814671,11
"Epithelial-Myeloid","STCA","Malignant",0.15763547,0.19848088,11
"Epithelial-Myeloid","STCA","Normal",0.05737705,0.07087107,11
"Epithelial-Myeloid","THCA","Boundary",0.19863014,0.21170729,5
"Epithelial-Myeloid","THCA","Malignant",0.38782051,0.31898134,5
"Epithelial-Myeloid","THCA","Normal",0.04046535,0.1170706,5
"Epithelial-Myeloid","UCEC","Boundary",0.25882353,0.33438579,5
"Epithelial-Myeloid","UCEC","Malignant",0.14393939,0.17793646,5
"Epithelial-Myeloid","UCEC","Normal",0.19959058,0.39318955,5
"Epithelial-T cell","BRCA","Boundary",0.24390244,0.29179833,75
"Epithelial-T cell","BRCA","Malignant",0.09173273,0.19256944,75
"Epithelial-T cell","BRCA","Normal",0.085,0.13005701,75
"Epithelial-T cell","COCA","Boundary",0.1970339,0.23468018,27
"Epithelial-T cell","COCA","Malignant",0.13148372,0.21289448,27
"Epithelial-T cell","COCA","Normal",0.0192926,0.11290442,27
"Epithelial-T cell","HNCA","Boundary",0,0.17730471,26
"Epithelial-T cell","HNCA","Malignant",0.04861111,0.22329717,26
"Epithelial-T cell","HNCA","Normal",0.06553097,0.07647486,26
"Epithelial-T cell","KICA","Boundary",0.19398907,0.26833749,23
"Epithelial-T cell","KICA","Malignant",0.12911392,0.23643038,23
"Epithelial-T cell","KICA","Normal",0.07944732,0.10617289,23
"Epithelial-T cell","LICA","Boundary",0.29887809,0.21860181,12
"Epithelial-T cell","LICA","Malignant",0.25993835,0.23927844,12
"Epithelial-T cell","LICA","Normal",0.0211553,0.07875757,12
"Epithelial-T cell","LUCA","Boundary",0.26948737,0.24638986,22
"Epithelial-T cell","LUCA","Malignant",0.16915088,0.17518051,22
"Epithelial-T cell","LUCA","Normal",0.11894319,0.13849418,22
"Epithelial-T cell","OVCA","Boundary",0.40938309,0.44741969,24
"Epithelial-T cell","OVCA","Malignant",0.18914306,0.22148729,24
"Epithelial-T cell","OVCA","Normal",0.15765562,0.17813071,24
"Epithelial-T cell","PDAC","Boundary",0.05797101,0.16867187,14
"Epithelial-T cell","PDAC","Malignant",0,0.12077518,14
"Epithelial-T cell","PDAC","Normal",0.0971419,0.11226603,14
"Epithelial-T cell","PRCA","Boundary",0.26193519,0.29202834,8
"Epithelial-T cell","PRCA","Malignant",0.27002425,0.28264868,8
"Epithelial-T cell","PRCA","Normal",0.05835687,0.05441114,8
"Epithelial-T cell","SKCA","Boundary",0.29531294,0.35820191,16
"Epithelial-T cell","SKCA","Malignant",0,0.15065394,16
"Epithelial-T cell","SKCA","Normal",0.09696322,0.11872355,16
"Epithelial-T cell","STCA","Boundary",0.29041916,0.33256366,11
"Epithelial-T cell","STCA","Malignant",0.0787037,0.10525906,11
"Epithelial-T cell","STCA","Normal",0.02050265,0.03489568,11
"Epithelial-T cell","THCA","Boundary",0.35034014,0.3261364,5
"Epithelial-T cell","THCA","Malignant",0.35164835,0.3269528,5
"Epithelial-T cell","THCA","Normal",0.08292683,0.08721512,5
"Epithelial-T cell","UCEC","Boundary",0,0.0917849,5
"Epithelial-T cell","UCEC","Malignant",0.20493827,0.1462702,5
"Epithelial-T cell","UCEC","Normal",0.10714286,0.1746779,5
"Fibroblast-Mural","BRCA","Boundary",0.40229885,0.42258318,75
"Fibroblast-Mural","BRCA","Malignant",0.40522876,0.39884365,75
"Fibroblast-Mural","BRCA","Normal",0.32603939,0.34397796,75
"Fibroblast-Mural","COCA","Boundary",0.45512821,0.45391556,27
"Fibroblast-Mural","COCA","Malignant",0.6,0.5571938,27
"Fibroblast-Mural","COCA","Normal",0.32707775,0.34076898,27
"Fibroblast-Mural","HNCA","Boundary",0.45920072,0.47409071,26
"Fibroblast-Mural","HNCA","Malignant",0.60447567,0.51567011,26
"Fibroblast-Mural","HNCA","Normal",0.37014412,0.36654251,26
"Fibroblast-Mural","KICA","Boundary",0.50555556,0.51788899,23
"Fibroblast-Mural","KICA","Malignant",0.47619048,0.47710063,23
"Fibroblast-Mural","KICA","Normal",0.5844504,0.5049979,23
"Fibroblast-Mural","LICA","Boundary",0.97726213,0.91070896,12
"Fibroblast-Mural","LICA","Malignant",0.85474762,0.8478998,12
"Fibroblast-Mural","LICA","Normal",0.82461385,0.75756951,12
"Fibroblast-Mural","LUCA","Boundary",0.8724937,0.76210238,22
"Fibroblast-Mural","LUCA","Malignant",0.74260295,0.67598703,22
"Fibroblast-Mural","LUCA","Normal",0.71957891,0.67563471,22
"Fibroblast-Mural","OVCA","Boundary",0.95333254,0.78845535,24
"Fibroblast-Mural","OVCA","Malignant",0.96944444,0.78352879,24
"Fibroblast-Mural","OVCA","Normal",0.81012038,0.72057735,24
"Fibroblast-Mural","PDAC","Boundary",0.42740923,0.43182881,14
"Fibroblast-Mural","PDAC","Malignant",0.06801093,0.30304283,14
"Fibroblast-Mural","PDAC","Normal",0.16893706,0.16823903,14
"Fibroblast-Mural","PRCA","Boundary",0.65635739,0.68183557,8
"Fibroblast-Mural","PRCA","Malignant",0.4859553,0.49152243,8
"Fibroblast-Mural","PRCA","Normal",0.30307992,0.35808249,8
"Fibroblast-Mural","SKCA","Boundary",0.7177896,0.56959961,16
"Fibroblast-Mural","SKCA","Malignant",0.55763596,0.51081732,16
"Fibroblast-Mural","SKCA","Normal",0.32032804,0.31208461,16
"Fibroblast-Mural","STCA","Boundary",0.6490566,0.58637693,11
"Fibroblast-Mural","STCA","Malignant",0.44171779,0.45387395,11
"Fibroblast-Mural","STCA","Normal",0.43478261,0.4220577,11
"Fibroblast-Mural","THCA","Boundary",0.33472803,0.3720989,5
"Fibroblast-Mural","THCA","Malignant",0.46859903,0.37833686,5
"Fibroblast-Mural","THCA","Normal",0.19966015,0.22818828,5
"Fibroblast-Mural","UCEC","Boundary",0.95555556,0.94410114,5
"Fibroblast-Mural","UCEC","Malignant",0.73170732,0.59552284,5
"Fibroblast-Mural","UCEC","Normal",0.44855967,0.47906567,5
"Myeloid-Endothelial","BRCA","Boundary",0.25874126,0.30388411,75
"Myeloid-Endothelial","BRCA","Malignant",0.3826087,0.36612216,75
"Myeloid-Endothelial","BRCA","Normal",0.21066667,0.24071006,75
"Myeloid-Endothelial","COCA","Boundary",0.45689655,0.45379444,27
"Myeloid-Endothelial","COCA","Malignant",0.54146341,0.49667977,27
"Myeloid-Endothelial","COCA","Normal",0.34299517,0.39173642,27
"Myeloid-Endothelial","HNCA","Boundary",0.42087669,0.44484529,26
"Myeloid-Endothelial","HNCA","Malignant",0,0.24562751,26
"Myeloid-Endothelial","HNCA","Normal",0.24448285,0.23868365,26
"Myeloid-Endothelial","KICA","Boundary",0.41258741,0.42707001,23
"Myeloid-Endothelial","KICA","Malignant",0.25750395,0.32603097,23
"Myeloid-Endothelial","KICA","Normal",0.15640599,0.16826059,23
"Myeloid-Endothelial","LICA","Boundary",0.96982703,0.82187787,12
"Myeloid-Endothelial","LICA","Malignant",0.67821324,0.60146483,12
"Myeloid-Endothelial","LICA","Normal",0.70249713,0.68226867,12
"Myeloid-Endothelial","LUCA","Boundary",0.40617938,0.36431708,22
"Myeloid-Endothelial","LUCA","Malignant",0.42928107,0.41307147,22
"Myeloid-Endothelial","LUCA","Normal",0.23630997,0.29315658,22
"Myeloid-Endothelial","OVCA","Boundary",0.32103948,0.3078928,24
"Myeloid-Endothelial","OVCA","Malignant",0.32038085,0.41210155,24
"Myeloid-Endothelial","OVCA","Normal",0.15243854,0.18769299,24
"Myeloid-Endothelial","PDAC","Boundary",0.38005579,0.39258871,14
"Myeloid-Endothelial","PDAC","Malignant",0.37096774,0.32370562,14
"Myeloid-Endothelial","PDAC","Normal",0.18038041,0.19967118,14
"Myeloid-Endothelial","PRCA","Boundary",0.41729823,0.4584357,8
"Myeloid-Endothelial","PRCA","Malignant",0.41222222,0.47563994,8
"Myeloid-Endothelial","PRCA","Normal",0.41272844,0.40867671,8
"Myeloid-Endothelial","SKCA","Boundary",0.47339357,0.48177118,16
"Myeloid-Endothelial","SKCA","Malignant",0.41657069,0.47880616,16
"Myeloid-Endothelial","SKCA","Normal",0.20817939,0.23763469,16
"Myeloid-Endothelial","STCA","Boundary",0.38403042,0.49081178,11
"Myeloid-Endothelial","STCA","Malignant",0.24691358,0.27713678,11
"Myeloid-Endothelial","STCA","Normal",0.22914669,0.26739764,11
"Myeloid-Endothelial","THCA","Boundary",0.72674419,0.74449816,5
"Myeloid-Endothelial","THCA","Malignant",0.31044776,0.37001079,5
"Myeloid-Endothelial","THCA","Normal",0.32687225,0.33838021,5
"Myeloid-Endothelial","UCEC","Boundary",0.4375,0.44541302,5
"Myeloid-Endothelial","UCEC","Malignant",0.30625,0.32861111,5
"Myeloid-Endothelial","UCEC","Normal",0.50076104,0.40735108,5
"Myeloid-Fibroblast","BRCA","Boundary",0.35606061,0.40512521,75
"Myeloid-Fibroblast","BRCA","Malignant",0.37096774,0.36563993,75
"Myeloid-Fibroblast","BRCA","Normal",0.24573003,0.28711863,75
"Myeloid-Fibroblast","COCA","Boundary",0.49320388,0.47045139,27
"Myeloid-Fibroblast","COCA","Malignant",0.46606335,0.47583939,27
"Myeloid-Fibroblast","COCA","Normal",0.32978723,0.36814874,27
"Myeloid-Fibroblast","HNCA","Boundary",0.42944866,0.42154728,26
"Myeloid-Fibroblast","HNCA","Malignant",0,0.22387967,26
"Myeloid-Fibroblast","HNCA","Normal",0.20459737,0.20674518,26
"Myeloid-Fibroblast","KICA","Boundary",0.47317073,0.50761266,23
"Myeloid-Fibroblast","KICA","Malignant",0.35149254,0.42909938,23
"Myeloid-Fibroblast","KICA","Normal",0.18096515,0.1971298,23
"Myeloid-Fibroblast","LICA","Boundary",0.92103609,0.82807751,12
"Myeloid-Fibroblast","LICA","Malignant",0.7395664,0.70021305,12
"Myeloid-Fibroblast","LICA","Normal",0.65514779,0.64756004,12
"Myeloid-Fibroblast","LUCA","Boundary",0.40699281,0.44987032,22
"Myeloid-Fibroblast","LUCA","Malignant",0.34476619,0.34925513,22
"Myeloid-Fibroblast","LUCA","Normal",0.16680559,0.1938306,22
"Myeloid-Fibroblast","OVCA","Boundary",0.29492416,0.28103592,24
"Myeloid-Fibroblast","OVCA","Malignant",0.22136864,0.30613616,24
"Myeloid-Fibroblast","OVCA","Normal",0.10761021,0.15956144,24
"Myeloid-Fibroblast","PDAC","Boundary",0.28940415,0.34983679,14
"Myeloid-Fibroblast","PDAC","Malignant",0.31697342,0.34309638,14
"Myeloid-Fibroblast","PDAC","Normal",0.17198991,0.21524342,14
"Myeloid-Fibroblast","PRCA","Boundary",0.4951244,0.48512185,8
"Myeloid-Fibroblast","PRCA","Malignant",0.44417167,0.45464347,8
"Myeloid-Fibroblast","PRCA","Normal",0.23183055,0.23841714,8
"Myeloid-Fibroblast","SKCA","Boundary",0.40491174,0.46741217,16
"Myeloid-Fibroblast","SKCA","Malignant",0,0.25050216,16
"Myeloid-Fibroblast","SKCA","Normal",0.26714154,0.2456278,16
"Myeloid-Fibroblast","STCA","Boundary",0.36220472,0.30738422,11
"Myeloid-Fibroblast","STCA","Malignant",0.37346101,0.37478753,11
"Myeloid-Fibroblast","STCA","Normal",0.25102319,0.2554842,11
"Myeloid-Fibroblast","THCA","Boundary",0.51446945,0.43467292,5
"Myeloid-Fibroblast","THCA","Malignant",0.15727003,0.17936453,5
"Myeloid-Fibroblast","THCA","Normal",0.16316527,0.23703062,5
"Myeloid-Fibroblast","UCEC","Boundary",0.40384615,0.45886323,5
"Myeloid-Fibroblast","UCEC","Malignant",0.25242718,0.24043415,5
"Myeloid-Fibroblast","UCEC","Normal",0.35119048,0.29091121,5
"Myeloid-Mural","BRCA","Boundary",0.32343234,0.31118266,75
"Myeloid-Mural","BRCA","Malignant",0.30909091,0.31023146,75
"Myeloid-Mural","BRCA","Normal",0.21079173,0.23912688,75
"Myeloid-Mural","COCA","Boundary",0.42424242,0.3843851,27
"Myeloid-Mural","COCA","Malignant",0.34337349,0.4092384,27
"Myeloid-Mural","COCA","Normal",0.22385862,0.25236718,27
"Myeloid-Mural","HNCA","Boundary",0.28743009,0.36052058,26
"Myeloid-Mural","HNCA","Malignant",0,0.20410891,26
"Myeloid-Mural","HNCA","Normal",0.19689674,0.21901914,26
"Myeloid-Mural","KICA","Boundary",0.38064516,0.3936049,23
"Myeloid-Mural","KICA","Malignant",0.22921914,0.3159654,23
"Myeloid-Mural","KICA","Normal",0.12690355,0.14470052,23
"Myeloid-Mural","LICA","Boundary",0.95916932,0.86676918,12
"Myeloid-Mural","LICA","Malignant",0.66891871,0.64194,12
"Myeloid-Mural","LICA","Normal",0.70824314,0.65382241,12
"Myeloid-Mural","LUCA","Boundary",0.42908311,0.43339478,22
"Myeloid-Mural","LUCA","Malignant",0.3573501,0.3846381,22
"Myeloid-Mural","LUCA","Normal",0.15049895,0.18026484,22
"Myeloid-Mural","OVCA","Boundary",0.28922045,0.26360474,24
"Myeloid-Mural","OVCA","Malignant",0.20969647,0.2956208,24
"Myeloid-Mural","OVCA","Normal",0.09890031,0.14101663,24
"Myeloid-Mural","PDAC","Boundary",0.33362235,0.40398466,14
"Myeloid-Mural","PDAC","Malignant",0.19497759,0.21753149,14
"Myeloid-Mural","PDAC","Normal",0.1486615,0.15133506,14
"Myeloid-Mural","PRCA","Boundary",0.33414733,0.34907283,8
"Myeloid-Mural","PRCA","Malignant",0.29203602,0.27719785,8
"Myeloid-Mural","PRCA","Normal",0.0928525,0.13298478,8
"Myeloid-Mural","SKCA","Boundary",0.43664384,0.48331734,16
"Myeloid-Mural","SKCA","Malignant",0.14285714,0.32466969,16
"Myeloid-Mural","SKCA","Normal",0.17897163,0.20131185,16
"Myeloid-Mural","STCA","Boundary",0.36129032,0.4535452,11
"Myeloid-Mural","STCA","Malignant",0.25369458,0.23277047,11
"Myeloid-Mural","STCA","Normal",0.21513353,0.18495194,11
"Myeloid-Mural","THCA","Boundary",0.42342342,0.47794146,5
"Myeloid-Mural","THCA","Malignant",0.25675676,0.29497556,5
"Myeloid-Mural","THCA","Normal",0.23909884,0.26346727,5
"Myeloid-Mural","UCEC","Boundary",0.40384615,0.43840865,5
"Myeloid-Mural","UCEC","Malignant",0.20555556,0.15763758,5
"Myeloid-Mural","UCEC","Normal",0.37587007,0.28604929,5
"T cell-B cell","BRCA","Boundary",1,0.80145541,75
"T cell-B cell","BRCA","Malignant",0.81886792,0.67647086,75
"T cell-B cell","BRCA","Normal",0.79104478,0.77060243,75
"T cell-B cell","COCA","Boundary",0.72222222,0.59819291,27
"T cell-B cell","COCA","Malignant",0.70801034,0.65917971,27
"T cell-B cell","COCA","Normal",0.53391473,0.54664157,27
"T cell-B cell","HNCA","Boundary",0.4140313,0.4639625,26
"T cell-B cell","HNCA","Malignant",0.54980325,0.47558288,26
"T cell-B cell","HNCA","Normal",0.37099089,0.36286936,26
"T cell-B cell","KICA","Boundary",0.97368421,0.82630165,23
"T cell-B cell","KICA","Malignant",0.76821192,0.71032629,23
"T cell-B cell","KICA","Normal",0.77470356,0.77319551,23
"T cell-B cell","LICA","Boundary",1,0.95799968,12
"T cell-B cell","LICA","Malignant",0.90283579,0.85508515,12
"T cell-B cell","LICA","Normal",0.89204389,0.84011811,12
"T cell-B cell","LUCA","Boundary",0.57014763,0.55581525,22
"T cell-B cell","LUCA","Malignant",0.55140244,0.54363017,22
"T cell-B cell","LUCA","Normal",0.48813528,0.48875404,22
"T cell-B cell","OVCA","Boundary",0.90314027,0.76330602,24
"T cell-B cell","OVCA","Malignant",0.93600733,0.76329786,24
"T cell-B cell","OVCA","Normal",0.70863091,0.66781948,24
"T cell-B cell","PDAC","Boundary",0.64996693,0.53718215,14
"T cell-B cell","PDAC","Malignant",0.8,0.69904528,14
"T cell-B cell","PDAC","Normal",0.53990565,0.58628945,14
"T cell-B cell","PRCA","Boundary",0.55678887,0.60377084,8
"T cell-B cell","PRCA","Malignant",0.54088431,0.53732332,8
"T cell-B cell","PRCA","Normal",0.53345021,0.50983772,8
"T cell-B cell","SKCA","Boundary",0.4686246,0.47354712,16
"T cell-B cell","SKCA","Malignant",0.36015469,0.42191146,16
"T cell-B cell","SKCA","Normal",0.31639194,0.32573587,16
"T cell-B cell","STCA","Boundary",0.62755102,0.57039615,11
"T cell-B cell","STCA","Malignant",0.51950355,0.52503308,11
"T cell-B cell","STCA","Normal",0.55221932,0.51535595,11
"T cell-B cell","THCA","Boundary",0.49673203,0.48428688,5
"T cell-B cell","THCA","Malignant",0.59065934,0.54211663,5
"T cell-B cell","THCA","Normal",0.53477444,0.44913689,5
"T cell-B cell","UCEC","Boundary",0.48051948,0.64597184,5
"T cell-B cell","UCEC","Malignant",0.32022472,0.27012055,5
"T cell-B cell","UCEC","Normal",0.41386139,0.39663288,5
"T cell-Endothelial","BRCA","Boundary",0.31707317,0.37739435,75
"T cell-Endothelial","BRCA","Malignant",0.38681948,0.37289855,75
"T cell-Endothelial","BRCA","Normal",0.25815217,0.2772777,75
"T cell-Endothelial","COCA","Boundary",0.59580052,0.50256496,27
"T cell-Endothelial","COCA","Malignant",0.52396166,0.5490323,27
"T cell-Endothelial","COCA","Normal",0.45155039,0.45110508,27
"T cell-Endothelial","HNCA","Boundary",0.37405102,0.41994523,26
"T cell-Endothelial","HNCA","Malignant",0,0.21795779,26
"T cell-Endothelial","HNCA","Normal",0.16147303,0.1751735,26
"T cell-Endothelial","KICA","Boundary",0.29816514,0.35835684,23
"T cell-Endothelial","KICA","Malignant",0.19148936,0.20783442,23
"T cell-Endothelial","KICA","Normal",0.08498024,0.08734263,23
"T cell-Endothelial","LICA","Boundary",0.99176955,0.9157113,12
"T cell-Endothelial","LICA","Malignant",0.61488702,0.61692588,12
"T cell-Endothelial","LICA","Normal",0.6890972,0.66049049,12
"T cell-Endothelial","LUCA","Boundary",0.44641851,0.38505585,22
"T cell-Endothelial","LUCA","Malignant",0.41065232,0.39594907,22
"T cell-Endothelial","LUCA","Normal",0.33273122,0.3572731,22
"T cell-Endothelial","OVCA","Boundary",0.33750871,0.33350784,24
"T cell-Endothelial","OVCA","Malignant",0.36168217,0.42778475,24
"T cell-Endothelial","OVCA","Normal",0.1468347,0.16928681,24
"T cell-Endothelial","PDAC","Boundary",0.37785251,0.33975534,14
"T cell-Endothelial","PDAC","Malignant",0.31862796,0.38421667,14
"T cell-Endothelial","PDAC","Normal",0.15842206,0.20494845,14
"T cell-Endothelial","PRCA","Boundary",0.46100971,0.46501851,8
"T cell-Endothelial","PRCA","Malignant",0.47249198,0.52225327,8
"T cell-Endothelial","PRCA","Normal",0.51830937,0.47740806,8
"T cell-Endothelial","SKCA","Boundary",0.4309572,0.4528869,16
"T cell-Endothelial","SKCA","Malignant",0.40117521,0.4263379,16
"T cell-Endothelial","SKCA","Normal",0.25926953,0.28587406,16
"T cell-Endothelial","STCA","Boundary",0.26446281,0.34077805,11
"T cell-Endothelial","STCA","Malignant",0.26368159,0.36175453,11
"T cell-Endothelial","STCA","Normal",0.1789194,0.1864059,11
"T cell-Endothelial","THCA","Boundary",0.55,0.58174835,5
"T cell-Endothelial","THCA","Malignant",0.56117021,0.49594061,5
"T cell-Endothelial","THCA","Normal",0.37291462,0.38371809,5
"T cell-Endothelial","UCEC","Boundary",0.79365079,0.7400492,5
"T cell-Endothelial","UCEC","Malignant",0.63265306,0.72310547,5
"T cell-Endothelial","UCEC","Normal",0.496139,0.59247783,5
"T cell-Fibroblast","BRCA","Boundary",0.30656934,0.37258203,75
"T cell-Fibroblast","BRCA","Malignant",0.29323308,0.32433167,75
"T cell-Fibroblast","BRCA","Normal",0.1628866,0.22793045,75
"T cell-Fibroblast","COCA","Boundary",0.3442623,0.42947793,27
"T cell-Fibroblast","COCA","Malignant",0.42222222,0.48081875,27
"T cell-Fibroblast","COCA","Normal",0.22695035,0.23184949,27
"T cell-Fibroblast","HNCA","Boundary",0.27317269,0.35604076,26
"T cell-Fibroblast","HNCA","Malignant",0,0.25293472,26
"T cell-Fibroblast","HNCA","Normal",0.14857124,0.17745804,26
"T cell-Fibroblast","KICA","Boundary",0.4025,0.45772044,23
"T cell-Fibroblast","KICA","Malignant",0.36206897,0.36538611,23
"T cell-Fibroblast","KICA","Normal",0.0689433,0.11389988,23
"T cell-Fibroblast","LICA","Boundary",1,0.94060803,12
"T cell-Fibroblast","LICA","Malignant",0.85243902,0.79733519,12
"T cell-Fibroblast","LICA","Normal",0.82044216,0.74462386,12
"T cell-Fibroblast","LUCA","Boundary",0.36998124,0.38482455,22
"T cell-Fibroblast","LUCA","Malignant",0.35068218,0.34951069,22
"T cell-Fibroblast","LUCA","Normal",0.15070501,0.17686838,22
"T cell-Fibroblast","OVCA","Boundary",0.26003187,0.25345546,24
"T cell-Fibroblast","OVCA","Malignant",0.17256264,0.30131009,24
"T cell-Fibroblast","OVCA","Normal",0.09273354,0.13328559,24
"T cell-Fibroblast","PDAC","Boundary",0.06060606,0.13289111,14
"T cell-Fibroblast","PDAC","Malignant",0.08733731,0.23040656,14
"T cell-Fibroblast","PDAC","Normal",0.10831893,0.13035254,14
"T cell-Fibroblast","PRCA","Boundary",0.32162765,0.40140913,8
"T cell-Fibroblast","PRCA","Malignant",0.47089871,0.486956,8
"T cell-Fibroblast","PRCA","Normal",0.18234202,0.21996257,8
"T cell-Fibroblast","SKCA","Boundary",0.10655738,0.32592314,16
"T cell-Fibroblast","SKCA","Malignant",0.36698718,0.40261211,16
"T cell-Fibroblast","SKCA","Normal",0.27795042,0.26519766,16
"T cell-Fibroblast","STCA","Boundary",0.34016393,0.36961047,11
"T cell-Fibroblast","STCA","Malignant",0.29985653,0.27896406,11
"T cell-Fibroblast","STCA","Normal",0.14285714,0.15909502,11
"T cell-Fibroblast","THCA","Boundary",0.54632588,0.49731811,5
"T cell-Fibroblast","THCA","Malignant",0.17230769,0.25972431,5
"T cell-Fibroblast","THCA","Normal",0.18208955,0.22371903,5
"T cell-Fibroblast","UCEC","Boundary",0.87719298,0.88474092,5
"T cell-Fibroblast","UCEC","Malignant",0.15909091,0.34219412,5
"T cell-Fibroblast","UCEC","Normal",0.28028028,0.41703803,5
"T cell-Mural","BRCA","Boundary",0.30434783,0.34701307,75
"T cell-Mural","BRCA","Malignant",0.31360947,0.31725368,75
"T cell-Mural","BRCA","Normal",0.20539419,0.23440559,75
"T cell-Mural","COCA","Boundary",0.3495935,0.37261867,27
"T cell-Mural","COCA","Malignant",0.46376812,0.50049949,27
"T cell-Mural","COCA","Normal",0.34037162,0.31398082,27
"T cell-Mural","HNCA","Boundary",0.28383981,0.38539983,26
"T cell-Mural","HNCA","Malignant",0.0625,0.20416469,26
"T cell-Mural","HNCA","Normal",0.14619893,0.16545244,26
"T cell-Mural","KICA","Boundary",0.31018519,0.33426529,23
"T cell-Mural","KICA","Malignant",0.15142857,0.22994603,23
"T cell-Mural","KICA","Normal",0.06310014,0.08794181,23
"T cell-Mural","LICA","Boundary",0.9809594,0.90390701,12
"T cell-Mural","LICA","Malignant",0.79070622,0.74037381,12
"T cell-Mural","LICA","Normal",0.76577781,0.73025485,12
"T cell-Mural","LUCA","Boundary",0.36452708,0.37666428,22
"T cell-Mural","LUCA","Malignant",0.36404482,0.37238076,22
"T cell-Mural","LUCA","Normal",0.13231492,0.1744919,22
"T cell-Mural","OVCA","Boundary",0.26786993,0.24822677,24
"T cell-Mural","OVCA","Malignant",0.10810567,0.28265144,24
"T cell-Mural","OVCA","Normal",0.08561576,0.11903427,24
"T cell-Mural","PDAC","Boundary",0.22688088,0.28603179,14
"T cell-Mural","PDAC","Malignant",0.09690162,0.20901303,14
"T cell-Mural","PDAC","Normal",0.16560646,0.16667556,14
"T cell-Mural","PRCA","Boundary",0.27368273,0.33350042,8
"T cell-Mural","PRCA","Malignant",0.32669547,0.30708626,8
"T cell-Mural","PRCA","Normal",0.10102042,0.12177436,8
"T cell-Mural","SKCA","Boundary",0.36981678,0.44299262,16
"T cell-Mural","SKCA","Malignant",0.37980769,0.41188172,16
"T cell-Mural","SKCA","Normal",0.27220818,0.28019843,16
"T cell-Mural","STCA","Boundary",0.5158371,0.54413701,11
"T cell-Mural","STCA","Malignant",0.23209169,0.30970832,11
"T cell-Mural","STCA","Normal",0.18115502,0.16914473,11
"T cell-Mural","THCA","Boundary",0.53548387,0.51597918,5
"T cell-Mural","THCA","Malignant",0.44772118,0.44064205,5
"T cell-Mural","THCA","Normal",0.40743243,0.34888585,5
"T cell-Mural","UCEC","Boundary",0.97368421,0.88235589,5
"T cell-Mural","UCEC","Malignant",0.61797753,0.52319406,5
"T cell-Mural","UCEC","Normal",0.41144414,0.46405985,5
"T cell-Myeloid","BRCA","Boundary",0.52941176,0.50225125,75
"T cell-Myeloid","BRCA","Malignant",0.47838617,0.45480708,75
"T cell-Myeloid","BRCA","Normal",0.29979466,0.31771771,75
"T cell-Myeloid","COCA","Boundary",0.47887324,0.45143317,27
"T cell-Myeloid","COCA","Malignant",0.5,0.46429832,27
"T cell-Myeloid","COCA","Normal",0.46952909,0.41327179,27
"T cell-Myeloid","HNCA","Boundary",0.63297917,0.60971475,26
"T cell-Myeloid","HNCA","Malignant",0.47214467,0.46691554,26
"T cell-Myeloid","HNCA","Normal",0.48125082,0.45629186,26
"T cell-Myeloid","KICA","Boundary",0.5915493,0.52679249,23
"T cell-Myeloid","KICA","Malignant",0.36206897,0.41073834,23
"T cell-Myeloid","KICA","Normal",0.26007005,0.25171054,23
"T cell-Myeloid","LICA","Boundary",0.95838117,0.85737198,12
"T cell-Myeloid","LICA","Malignant",0.81708876,0.79419357,12
"T cell-Myeloid","LICA","Normal",0.74821665,0.75800462,12
"T cell-Myeloid","LUCA","Boundary",0.69439233,0.63362289,22
"T cell-Myeloid","LUCA","Malignant",0.7145686,0.65777499,22
"T cell-Myeloid","LUCA","Normal",0.58440207,0.57577731,22
"T cell-Myeloid","OVCA","Boundary",0.81102502,0.72792916,24
"T cell-Myeloid","OVCA","Malignant",0.79331023,0.68868409,24
"T cell-Myeloid","OVCA","Normal",0.65623139,0.6244393,24
