category,sample_id,Malignant,Boundary,Normal
Epi-Epi,E_MTAB_13530_P15_T2,0.476562770263258,0.425323212366989,0.344874757992871
Epi-Epi,E_MTAB_13530_P16_T1,0.516646341463414,0.826295297993411,0.354682767510458
Epi-Epi,E_MTAB_13530_P16_T2,0.0,0.565573770491803,0.367703361882459
Epi-Epi,E_MTAB_13530_P17_T1,0.424994563126286,0.686567164179104,0.484662320002789
Epi-Epi,E_MTAB_13530_P17_T2,0.547915295150318,0.504630098595353,0.368511171167717
Epi-Epi,E_MTAB_13530_P19_T1,0.453317348099075,0.456581735744911,0.382066195932659
Epi-Epi,E_MTAB_13530_P19_T2,0.44677164960068,0.513736263736263,0.502993430086401
Epi-Epi,E_MTAB_13530_P24_T1,0.0,1.0,0.367536455924059
Epi-Epi,E_MTAB_13530_P24_T2,0.392203691709844,0.697039897039897,0.312535010488659
Epi-Epi,E_MTAB_13530_P25_T1,0.51131221719457,0.607333333333333,0.482990280160091
Epi-Epi,E_MTAB_13530_P25_T2,0.400853192115328,1.0,0.331330624799155
Epi-Epi,GSE144239_GSM4565823,0.877551020408163,0.0,0.330200323586809
Epi-Epi,GSE144239_GSM4565825,0.231275538425851,0.459748843357567,0.169220349089683
Epi-Epi,GSE144239_GSM4565826,0.851851851851851,0.0,0.182524264713983
Epi-Epi,GSE251950_20_00331_LI_SING,0.36920425861351,0.640181710965994,0.297904238495623
Epi-Epi,GSE251950_21_00731_LI_SING,0.385919641805113,0.389898145332927,0.141183607279794
Epi-Epi,GSE251950_21_00732_LI_SING,0.155550762151279,0.355072463768115,0.113582211342309
Epi-Epi,GSE251950_21_00733_LI_SING,0.0,0.502347417840375,0.168676962813304
Epi-Epi,GSE251950_21_00734_LI_SING,0.247576502121956,0.294520547945205,0.161067732540125
Epi-Epi,GSE251950_21_01251_LI_SING,0.570957095709571,0.491522620130675,0.224623265290431
Epi-Epi,GSE251950_21_01253_LI_SING,0.262867215041128,0.621621621621621,0.266550376192677
Epi-Epi,GSE251950_21_01254_LI_SING,0.357933579335793,0.499960493046776,0.197971663161361
Epi-Epi,GSE251950_21_01675_LI_SING,0.422195121951219,0.393756236088725,0.151521980885659
Epi-Epi,GSM5494475_HNSCC201125T04,0.329411764705882,0.333333333333333,0.247334392014519
Epi-Epi,GSM5494476_HNSCC201125T05,0.359077040427154,0.617021276595744,0.208097723647962
Epi-Epi,GSM5494477_HNSCC201125T07,0.0,0.0,0.276040761970933
Epi-Epi,GSM5494478_HNSCC201125T10,1.0,0.441649484536082,0.138008112474907
Epi-Epi,GSM5494480_P210325T3,0.0,0.846153846153846,0.151666603140722
Epi-Epi,GSM5494481_P210325T5,0.0,0.526315789473684,0.192874269577109
Epi-Epi,GSM5494482_P210325T6,0.0,0.0,0.20078375352303
Epi-Epi,GSM5924030_ffpe_c_2,0.312047101449275,0.769736842105263,0.290772915772915
Epi-Epi,GSM5924031_ffpe_c_3,0.367001147729135,0.579784858015406,0.360233918128654
Epi-Epi,GSM5924032_ffpe_c_4,0.386630111847387,0.756097560975609,0.460862014190405
Epi-Epi,GSM5924033_ffpe_c_7,0.257108636137381,0.51706504519616,0.389508698326273
Epi-Epi,GSM5924034_ffpe_c_10,1.0,1.0,0.314714775990528
Epi-Epi,GSM5924035_ffpe_c_20,0.464037122969837,0.600955414012738,0.450345792821427
Epi-Epi,GSM5924036_ffpe_c_21,0.461028450026376,0.722906896426364,0.318293547989143
Epi-Epi,GSM5924037_ffpe_c_34,0.442868736767819,0.453416149068323,0.339451661767037
Epi-Epi,GSM5924038_ffpe_c_36,0.495780515596068,0.357774140752864,0.252232123799359
Epi-Epi,GSM5924039_ffpe_c_39,0.342987897585598,0.528609950745059,0.328946667486221
Epi-Epi,GSM5924040_ffpe_c_45,0.553356005228252,0.5183468765871,0.413656440795925
Epi-Epi,GSM5924041_ffpe_c_51,0.303088803088803,0.412003968253968,0.294060655606629
