"category","sample_id","Region","value"
"Epi-Epi","GSM6433615_395C","Malignant",0.678787878787878
"Epi-Epi","GSM6433615_395C","Boundary",0.235955056179775
"Epi-Epi","GSM6433615_395C","Normal",0.233786499667327
"Epi-Epi","GSM6433616_395D","Malignant",0.188679245283018
"Epi-Epi","GSM6433616_395D","Boundary",0.857520325203251
"Epi-Epi","GSM6433616_395D","Normal",0.371424373040752
"Epi-Epi","GSM6433617_396A","Malignant",0
"Epi-Epi","GSM6433617_396A","Boundary",0
"Epi-Epi","GSM6433617_396A","Normal",0.36949175452825
"Epi-Epi","GSM6433618_396C","Malignant",0
"Epi-Epi","GSM6433618_396C","Boundary",0.470588235294117
"Epi-Epi","GSM6433618_396C","Normal",0.197879913233295
"Epi-Epi","GSM6433619_396D","Malignant",0.430895390070921
"Epi-Epi","GSM6433619_396D","Boundary",1
"Epi-Epi","GSM6433619_396D","Normal",0.325031419233739
"Epi-Epi","GSM6433620_397A","Malignant",0.61
"Epi-Epi","GSM6433620_397A","Boundary",0.714285714285714
"Epi-Epi","GSM6433620_397A","Normal",0.295173597149883
"Epi-Epi","GSM6433621_397B","Malignant",0.284552845528455
"Epi-Epi","GSM6433621_397B","Boundary",0
"Epi-Epi","GSM6433621_397B","Normal",0.346539291392232
"Epi-Epi","GSM6433622_397C","Malignant",0.449377997601918
"Epi-Epi","GSM6433622_397C","Boundary",0.581221318314559
"Epi-Epi","GSM6433622_397C","Normal",0.243933588761174
"Epi-Epi","GSM6433623_397D","Malignant",0.527272727272727
"Epi-Epi","GSM6433623_397D","Boundary",0
"Epi-Epi","GSM6433623_397D","Normal",0.313812134766611
"Epi-Epi","GSM6433624_398A","Malignant",0.290190648631377
"Epi-Epi","GSM6433624_398A","Boundary",0.916666666666666
"Epi-Epi","GSM6433624_398A","Normal",0.607238260380541
"Epi-Epi","GSM6433625_398B","Malignant",0
"Epi-Epi","GSM6433625_398B","Boundary",0.967741935483871
"Epi-Epi","GSM6433625_398B","Normal",0.304418511947099
"Epi-Epi","GSM6433627_398D","Malignant",0
"Epi-Epi","GSM6433627_398D","Boundary",0.755349393984737
"Epi-Epi","GSM6433627_398D","Normal",0.403133685053464
"Epi-Epi","GSM6505133_DonorA","Malignant",0
"Epi-Epi","GSM6505133_DonorA","Boundary",0.448018528049408
"Epi-Epi","GSM6505133_DonorA","Normal",0.239557563423446
"Epi-Epi","GSM6505134_DonorB","Malignant",0.360819785773384
"Epi-Epi","GSM6505134_DonorB","Boundary",0.447674418604651
"Epi-Epi","GSM6505134_DonorB","Normal",0.234640522875816
"Epi-Epi","GSM6505135_DonorC","Malignant",0.380209915086432
"Epi-Epi","GSM6505135_DonorC","Boundary",0.326241134751773
"Epi-Epi","GSM6505135_DonorC","Normal",0.445884652981427
"Epi-Epi","GSM6506110_SP1","Malignant",0.665147443847319
"Epi-Epi","GSM6506110_SP1","Boundary",0.800995024875621
"Epi-Epi","GSM6506110_SP1","Normal",0.739428231089934
"Epi-Epi","GSM6506111_SP2","Malignant",0
"Epi-Epi","GSM6506111_SP2","Boundary",0
"Epi-Epi","GSM6506111_SP2","Normal",0.651316112898227
"Epi-Epi","GSM6506112_SP3","Malignant",0
"Epi-Epi","GSM6506112_SP3","Boundary",0.672131147540983
"Epi-Epi","GSM6506112_SP3","Normal",0.71407145264577
"Epi-Epi","GSM6506113_SP4","Malignant",0.450777202072538
"Epi-Epi","GSM6506113_SP4","Boundary",0.642105263157894
"Epi-Epi","GSM6506113_SP4","Normal",0.457202422839404
"Epi-Epi","GSM6506114_SP5","Malignant",0
"Epi-Epi","GSM6506114_SP5","Boundary",0
"Epi-Epi","GSM6506114_SP5","Normal",0.487168451636675
"Epi-Epi","GSM6506115_SP6","Malignant",0
"Epi-Epi","GSM6506115_SP6","Boundary",0.765306122448979
"Epi-Epi","GSM6506115_SP6","Normal",0.492290980685019
"Epi-Epi","GSM6506116_SP7","Malignant",0.869975849577367
"Epi-Epi","GSM6506116_SP7","Boundary",0.876836911301506
"Epi-Epi","GSM6506116_SP7","Normal",0.670131384858152
"Epi-Epi","GSM6506117_SP8","Malignant",0.297385620915032
"Epi-Epi","GSM6506117_SP8","Boundary",0.736263736263736
"Epi-Epi","GSM6506117_SP8","Normal",0.688784067085953
"Epi-Epi","GSM6833484_Patient1","Malignant",0.285973929714763
"Epi-Epi","GSM6833484_Patient1","Boundary",0.398116693485905
"Epi-Epi","GSM6833484_Patient1","Normal",0.10424152159299
"Epi-Epi","GSM6833485_Patient2","Malignant",0.304347826086956
"Epi-Epi","GSM6833485_Patient2","Boundary",0.386977091633466
"Epi-Epi","GSM6833485_Patient2","Normal",0.132894661173061
"Epi-Epi","GSM6833486_Patient3","Malignant",0
"Epi-Epi","GSM6833486_Patient3","Boundary",0.661016949152542
"Epi-Epi","GSM6833486_Patient3","Normal",0.128189708908965
"Epi-Epi","GSM6833487_Patient4","Malignant",0.345938219895287
"Epi-Epi","GSM6833487_Patient4","Boundary",0.441999260901699
"Epi-Epi","GSM6833487_Patient4","Normal",0.11275366019254
"Epi-Epi","GSM7019835_OCCR2v","Malignant",0.936
"Epi-Epi","GSM7019835_OCCR2v","Boundary",0.675135247607157
"Epi-Epi","GSM7019835_OCCR2v","Normal",0.684351026332158
"Epi-Epi","GSM7019836_OCCS3v","Malignant",1
"Epi-Epi","GSM7019836_OCCS3v","Boundary",0.991452991452991
"Epi-Epi","GSM7019836_OCCS3v","Normal",0.702267716535433
"Epi-Epi","GSM7058756","Malignant",0.499259381171823
"Epi-Epi","GSM7058756","Boundary",0.449237532628108
"Epi-Epi","GSM7058756","Normal",0.204620863739555
"Epi-Epi","GSM7058757","Malignant",0.527210884353741
"Epi-Epi","GSM7058757","Boundary",0.381944444444444
"Epi-Epi","GSM7058757","Normal",0.349131176959775
"Epi-Epi","GSM7058758","Malignant",0
"Epi-Epi","GSM7058758","Boundary",1
"Epi-Epi","GSM7058758","Normal",0.198352565325195
"Epi-Epi","GSM7058759","Malignant",0.724358974358974
"Epi-Epi","GSM7058759","Boundary",0.287878787878787
"Epi-Epi","GSM7058759","Normal",0.293157491484794
"Epi-Epi","GSM7090086_NextSeq2000","Malignant",0.500429999672545
"Epi-Epi","GSM7090086_NextSeq2000","Boundary",0.436619718309859
"Epi-Epi","GSM7090086_NextSeq2000","Normal",0.89272030651341
"Epi-Epi","GSM7090087_NextSeq2000","Malignant",1
"Epi-Epi","GSM7090087_NextSeq2000","Boundary",0.985714285714285
"Epi-Epi","GSM7090087_NextSeq2000","Normal",0.551445724087233
"Epi-Epi","GSM7090088_NextSeq2000","Malignant",0.606060606060606
"Epi-Epi","GSM7090088_NextSeq2000","Boundary",1
"Epi-Epi","GSM7090088_NextSeq2000","Normal",0.596477398849762
"Epi-Epi","GSM7211257_EHU-W3","Malignant",0.352070652822532
"Epi-Epi","GSM7211257_EHU-W3","Boundary",0.555214295686165
"Epi-Epi","GSM7211257_EHU-W3","Normal",0.157850215875837
"Epi-Epi","GSM7421790_PDAC_1","Malignant",0
"Epi-Epi","GSM7421790_PDAC_1","Boundary",1
"Epi-Epi","GSM7421790_PDAC_1","Normal",0.453542047607827
"Epi-Epi","GSM7421791_PDAC_2","Malignant",0.647887323943662
"Epi-Epi","GSM7421791_PDAC_2","Boundary",0
"Epi-Epi","GSM7421791_PDAC_2","Normal",0.295794163995
"Epi-Epi","GSM7421792_PDAC_3","Malignant",0.611111111111111
"Epi-Epi","GSM7421792_PDAC_3","Boundary",0
"Epi-Epi","GSM7421792_PDAC_3","Normal",0.298773006134969
"Epi-Epi","GSM7498811_SS1905133","Malignant",0.601656626506024
"Epi-Epi","GSM7498811_SS1905133","Boundary",0.420265780730897
"Epi-Epi","GSM7498811_SS1905133","Normal",0.203048043117877
"Epi-Epi","GSM7498812_SS1923404","Malignant",0.353577082921036
"Epi-Epi","GSM7498812_SS1923404","Boundary",0
"Epi-Epi","GSM7498812_SS1923404","Normal",0.377566252519142
"Epi-Epi","GSM7498813_SS1945070","Malignant",0
"Epi-Epi","GSM7498813_SS1945070","Boundary",0
"Epi-Epi","GSM7498813_SS1945070","Normal",0.162922885282544
"Epi-Epi","GSM7498814_SS1960050","Malignant",0
"Epi-Epi","GSM7498814_SS1960050","Boundary",0.505376344086021
"Epi-Epi","GSM7498814_SS1960050","Normal",0.388492590779463
"Epi-Epi","GSM7498815_SS2002154","Malignant",0.324585463643568
"Epi-Epi","GSM7498815_SS2002154","Boundary",0.394495412844036
"Epi-Epi","GSM7498815_SS2002154","Normal",0.390130288046464
"Epi-Epi","GSM7498816_SS2005094","Malignant",0
"Epi-Epi","GSM7498816_SS2005094","Boundary",0.391304347826087
"Epi-Epi","GSM7498816_SS2005094","Normal",0.350205780636276
"Epi-Epi","GSM7498817_SS2021309","Malignant",0.347368421052631
"Epi-Epi","GSM7498817_SS2021309","Boundary",0
"Epi-Epi","GSM7498817_SS2021309","Normal",0.468254457121918
"Epi-Epi","GSM7757970_R1-S1","Malignant",0.357627561007438
"Epi-Epi","GSM7757970_R1-S1","Boundary",0
"Epi-Epi","GSM7757970_R1-S1","Normal",0.329295983746035
"Epi-Epi","GSM7757973_R1-S4","Malignant",0.228868602972829
"Epi-Epi","GSM7757973_R1-S4","Boundary",0.479650474934928
"Epi-Epi","GSM7757973_R1-S4","Normal",0.503823448519733
"Epi-Epi","GSM7757974_R1-S5","Malignant",0.431900519342786
"Epi-Epi","GSM7757974_R1-S5","Boundary",1
"Epi-Epi","GSM7757974_R1-S5","Normal",0.327136783622318
"Epi-Epi","GSM7757975_R1-S6","Malignant",0.219411750590888
"Epi-Epi","GSM7757975_R1-S6","Boundary",0.415584415584415
"Epi-Epi","GSM7757975_R1-S6","Normal",0.26700074750177
"Epi-Epi","GSM7757976_R2-S1","Malignant",0.404075700414373
"Epi-Epi","GSM7757976_R2-S1","Boundary",0.489927702924745
"Epi-Epi","GSM7757976_R2-S1","Normal",0.32127799793998
"Epi-Epi","GSM7757977_R2-S2","Malignant",0.336206896551724
"Epi-Epi","GSM7757977_R2-S2","Boundary",0.390143692996041
"Epi-Epi","GSM7757977_R2-S2","Normal",0.371990265086929
"Epi-Epi","GSM7757978_R2-S3","Malignant",0.631496892301083
"Epi-Epi","GSM7757978_R2-S3","Boundary",0.440137998729718
"Epi-Epi","GSM7757978_R2-S3","Normal",0.607113413316568
"Epi-Epi","GSM7757979_R2-S4","Malignant",0.365873015873015
"Epi-Epi","GSM7757979_R2-S4","Boundary",1
"Epi-Epi","GSM7757979_R2-S4","Normal",0.362484088016002
"Epi-Epi","GSM7757980_R2-S5","Malignant",0.251798561151079
"Epi-Epi","GSM7757980_R2-S5","Boundary",1
"Epi-Epi","GSM7757980_R2-S5","Normal",0.297684676280234
"Epi-Epi","GSM7757982_R3-S2","Malignant",0.458404802744425
"Epi-Epi","GSM7757982_R3-S2","Boundary",1
"Epi-Epi","GSM7757982_R3-S2","Normal",0.293933419521654
"Epi-Epi","GSM7757983_R3-S3","Malignant",0.512032770097286
"Epi-Epi","GSM7757983_R3-S3","Boundary",0
"Epi-Epi","GSM7757983_R3-S3","Normal",0.273334072104018
"Epi-Epi","GSM7757984_R3-S4","Malignant",0.474255777516647
"Epi-Epi","GSM7757984_R3-S4","Boundary",0.409322439491316
"Epi-Epi","GSM7757984_R3-S4","Normal",0.436067072129019
"Epi-Epi","GSM7757985_R3-S5","Malignant",0.281520953757225
"Epi-Epi","GSM7757985_R3-S5","Boundary",0.428523035230352
"Epi-Epi","GSM7757985_R3-S5","Normal",0.281772215448612
"Epi-Epi","GSM7777521_B1","Malignant",1
"Epi-Epi","GSM7777521_B1","Boundary",0
"Epi-Epi","GSM7777521_B1","Normal",0.299257617907743
"Epi-Epi","GSM7777522_C1","Malignant",0.292291883325905
"Epi-Epi","GSM7777522_C1","Boundary",0.720930232558139
"Epi-Epi","GSM7777522_C1","Normal",0.666666666666666
"Epi-Epi","GSM7777523_D1","Malignant",0
"Epi-Epi","GSM7777523_D1","Boundary",0
"Epi-Epi","GSM7777523_D1","Normal",0.198495559449906
"Epi-Epi","GSM7850822_CHC20","Malignant",0
"Epi-Epi","GSM7850822_CHC20","Boundary",0
"Epi-Epi","GSM7850822_CHC20","Normal",0.571767413461086
"Epi-Epi","HCC1R","Malignant",0.778444373222226
"Epi-Epi","HCC1R","Boundary",0.324324324324324
"Epi-Epi","HCC1R","Normal",0.376497478889496
"Epi-Epi","HCC3R","Malignant",0.492277877161598
"Epi-Epi","HCC3R","Boundary",0.545454545454545
"Epi-Epi","HCC3R","Normal",0.650174273243495
"Epi-Epi","HCC4R","Malignant",0.822923976608187
"Epi-Epi","HCC4R","Boundary",1
"Epi-Epi","HCC4R","Normal",0.509408113788138
"Epi-Epi","HCC6NR","Malignant",1
"Epi-Epi","HCC6NR","Boundary",0.792700825736241
"Epi-Epi","HCC6NR","Normal",0.711688679828384
"Epi-Epi","HCC7NR","Malignant",0.718600027423556
"Epi-Epi","HCC7NR","Boundary",0.705775415696002
"Epi-Epi","HCC7NR","Normal",0.525382327952421
"Epi-Epi","HRA000437_HCC-1T","Malignant",0.463576158940397
"Epi-Epi","HRA000437_HCC-1T","Boundary",1
"Epi-Epi","HRA000437_HCC-1T","Normal",0.404230317273795
"Epi-Epi","HRA000437_HCC-2T","Malignant",0.517119273224577
"Epi-Epi","HRA000437_HCC-2T","Boundary",0.760090497737556
"Epi-Epi","HRA000437_HCC-2T","Normal",0.689855187357962
"Epi-Epi","HRA000437_HCC-3T","Malignant",1
"Epi-Epi","HRA000437_HCC-3T","Boundary",0.832762557077625
"Epi-Epi","HRA000437_HCC-3T","Normal",0.48440008192934
"Epi-Epi","HRA000437_HCC-4T","Malignant",0.572130559540889
"Epi-Epi","HRA000437_HCC-4T","Boundary",0.503164556962025
"Epi-Epi","HRA000437_HCC-4T","Normal",0.497639034627492
"Epi-Epi","Parent_Visium_Human_BreastCancer_201027","Malignant",0.43513782324524
"Epi-Epi","Parent_Visium_Human_BreastCancer_201027","Boundary",0.500021992135612
"Epi-Epi","Parent_Visium_Human_BreastCancer_201027","Normal",0.259546020269068
"Epi-Epi","Parent_Visium_Human_ColorectalCancer_201027","Malignant",0.505084745762711
"Epi-Epi","Parent_Visium_Human_ColorectalCancer_201027","Boundary",0.506493506493506
"Epi-Epi","Parent_Visium_Human_ColorectalCancer_201027","Normal",0.22111355822948
"Epi-Epi","Parent_Visium_Human_OvarianCancer_201027","Malignant",0.579787283322678
"Epi-Epi","Parent_Visium_Human_OvarianCancer_201027","Boundary",0.767673437611712
"Epi-Epi","Parent_Visium_Human_OvarianCancer_201027","Normal",0.650340544871794
"Epi-Epi","S16_43398","Malignant",0.371490917669261
"Epi-Epi","S16_43398","Boundary",0.429278507519512
"Epi-Epi","S16_43398","Normal",0.232603225851572
"Epi-Epi","S20_47598","Malignant",0.347394540942928
"Epi-Epi","S20_47598","Boundary",0.551724419078679
"Epi-Epi","S20_47598","Normal",0.118835159121258
"Epi-Epi","S20_61122","Malignant",0.438877755511022
"Epi-Epi","S20_61122","Boundary",0.619756864849046
"Epi-Epi","S20_61122","Normal",0.237413210559536
"Epi-Epi","S20_63981","Malignant",0.447438531167747
"Epi-Epi","S20_63981","Boundary",0.441897929375375
"Epi-Epi","S20_63981","Normal",0.173225234837947
"Epi-Epi","S21_10267","Malignant",0.179082967761071
"Epi-Epi","S21_10267","Boundary",0.473634117018434
"Epi-Epi","S21_10267","Normal",0.192773538595114
"Epi-Epi","SN048_A121573_Rep1","Malignant",0.31624076010282
"Epi-Epi","SN048_A121573_Rep1","Boundary",0.395
"Epi-Epi","SN048_A121573_Rep1","Normal",0.256001661359545
"Epi-Epi","SN048_A121573_Rep2","Malignant",0.49063670411985
"Epi-Epi","SN048_A121573_Rep2","Boundary",0.535353535353535
"Epi-Epi","SN048_A121573_Rep2","Normal",0.136741956569104
"Epi-Epi","SN048_A416371_Rep1","Malignant",0.52127659574468
"Epi-Epi","SN048_A416371_Rep1","Boundary",0
"Epi-Epi","SN048_A416371_Rep1","Normal",0.234550301929319
"Epi-Epi","SN048_A416371_Rep2","Malignant",0.571428571428571
"Epi-Epi","SN048_A416371_Rep2","Boundary",0
"Epi-Epi","SN048_A416371_Rep2","Normal",0.227356209606174
"Epi-Epi","SN123_A551763_Rep1","Malignant",0
"Epi-Epi","SN123_A551763_Rep1","Boundary",0.764705882352941
"Epi-Epi","SN123_A551763_Rep1","Normal",0.198939929328621
"Epi-Epi","SN123_A595688_Rep1","Malignant",0.398009950248756
"Epi-Epi","SN123_A595688_Rep1","Boundary",0.48728722258134
"Epi-Epi","SN123_A595688_Rep1","Normal",0.381787215978006
"Epi-Epi","SN123_A938797_Rep1_X","Malignant",0
"Epi-Epi","SN123_A938797_Rep1_X","Boundary",0.471264367816091
"Epi-Epi","SN123_A938797_Rep1_X","Normal",0.372112062490611
"Epi-Epi","SN124_A595688_Rep2","Malignant",0.297709923664122
"Epi-Epi","SN124_A595688_Rep2","Boundary",0
"Epi-Epi","SN124_A595688_Rep2","Normal",0.78235294117647
"Epi-Epi","SN124_A938797_Rep2","Malignant",0.569892473118279
"Epi-Epi","SN124_A938797_Rep2","Boundary",0.494259906759906
"Epi-Epi","SN124_A938797_Rep2","Normal",0.36552080441689
"Epi-Epi","SN84_A120838_Rep1","Malignant",0.651162790697674
"Epi-Epi","SN84_A120838_Rep1","Boundary",1
"Epi-Epi","SN84_A120838_Rep1","Normal",0.402843601895734
"Epi-Epi","SN84_A120838_Rep2","Malignant",0.45679012345679
"Epi-Epi","SN84_A120838_Rep2","Boundary",0.36231884057971
"Epi-Epi","SN84_A120838_Rep2","Normal",0.472977680680207
"Epi-Epi","V10F24-015_A1","Malignant",0
"Epi-Epi","V10F24-015_A1","Boundary",0
"Epi-Epi","V10F24-015_A1","Normal",0.0890446757974789
"Epi-Epi","V10F24-015_B1","Malignant",0.598301963993453
"Epi-Epi","V10F24-015_B1","Boundary",0.478835868293498
"Epi-Epi","V10F24-015_B1","Normal",0.195521528897075
"Epi-Epi","V10F24-015_C1","Malignant",0.345084005888025
"Epi-Epi","V10F24-015_C1","Boundary",0.420814479638009
"Epi-Epi","V10F24-015_C1","Normal",0.170142246782817
"Epi-Epi","V10F24-015_D1","Malignant",0
"Epi-Epi","V10F24-015_D1","Boundary",0.565656565656565
"Epi-Epi","V10F24-015_D1","Normal",0.16352373177959
"Epi-Epi","V11A20-405_C1","Malignant",0.180001024668903
"Epi-Epi","V11A20-405_C1","Boundary",0.5
"Epi-Epi","V11A20-405_C1","Normal",0.0744595040960345
"Epi-Epi","V11A20-405_D1","Malignant",0.352829908436429
"Epi-Epi","V11A20-405_D1","Boundary",0.36210407239819
"Epi-Epi","V11A20-405_D1","Normal",0.0765465690473937
"Epi-Epi","V11M22-349_C1","Malignant",0.263126681340181
"Epi-Epi","V11M22-349_C1","Boundary",0.478269910584321
"Epi-Epi","V11M22-349_C1","Normal",0.065697052255715
"Epi-Epi","V11M22-349_D1","Malignant",0.545454545454545
"Epi-Epi","V11M22-349_D1","Boundary",0.458052241875771
"Epi-Epi","V11M22-349_D1","Normal",0.247294871172788
"Epi-Epi","V1_Breast_Cancer_Block_A_Section_2_200623","Malignant",0.597222222222222
"Epi-Epi","V1_Breast_Cancer_Block_A_Section_2_200623","Boundary",0.537453183520599
"Epi-Epi","V1_Breast_Cancer_Block_A_Section_2_200623","Normal",0.24430925271488
"Epi-Epi","V1_Human_Invasive_Ductal_Carcinoma_210511","Malignant",0.464934393381164
"Epi-Epi","V1_Human_Invasive_Ductal_Carcinoma_210511","Boundary",0.4921875
"Epi-Epi","V1_Human_Invasive_Ductal_Carcinoma_210511","Normal",0.236191891044769
"Epi-Epi","Visium_FFPE_Human_Breast_Cancer_210609","Malignant",0.537394334074167
"Epi-Epi","Visium_FFPE_Human_Breast_Cancer_210609","Boundary",0.601488375964045
"Epi-Epi","Visium_FFPE_Human_Breast_Cancer_210609","Normal",0.476024772767777
"Epi-Epi","Visium_FFPE_Human_Intestinal_Cancer_220329","Malignant",0.401304665483769
"Epi-Epi","Visium_FFPE_Human_Intestinal_Cancer_220329","Boundary",0.474227606675424
"Epi-Epi","Visium_FFPE_Human_Intestinal_Cancer_220329","Normal",0.271812072395555
"Epi-Epi","Visium_FFPE_Human_Ovarian_Cancer_220329","Malignant",0.673710872523816
"Epi-Epi","Visium_FFPE_Human_Ovarian_Cancer_220329","Boundary",0.418336567760517
"Epi-Epi","Visium_FFPE_Human_Ovarian_Cancer_220329","Normal",0.234023151897827
"Epi-Epi","Visium_FFPE_Human_Prostate_Acinar_Cell_Carcinoma_211009","Malignant",0.288018433179723
"Epi-Epi","Visium_FFPE_Human_Prostate_Acinar_Cell_Carcinoma_211009","Boundary",0.492125496031746
"Epi-Epi","Visium_FFPE_Human_Prostate_Acinar_Cell_Carcinoma_211009","Normal",0.0885432467050931
"Epi-Epi","Visium_FFPE_Human_Prostate_Cancer_210609","Malignant",0.284376430205949
"Epi-Epi","Visium_FFPE_Human_Prostate_Cancer_210609","Boundary",0.481686878321297
"Epi-Epi","Visium_FFPE_Human_Prostate_Cancer_210609","Normal",0.0694680479571644
"Epi-Epi","Visium_FFPE_Human_Prostate_IF_220713","Malignant",0.5
"Epi-Epi","Visium_FFPE_Human_Prostate_IF_220713","Boundary",0
"Epi-Epi","Visium_FFPE_Human_Prostate_IF_220713","Normal",0.178689698657297
"Epi-Epi","Visium_Human_Breast_Cancer_220702","Malignant",0.473301051484898
"Epi-Epi","Visium_Human_Breast_Cancer_220702","Boundary",0.427127614398805
"Epi-Epi","Visium_Human_Breast_Cancer_220702","Normal",0.241964191679831
"Epi-Epi","WSSKNKCLsp12140270","Malignant",0.43103448275862
"Epi-Epi","WSSKNKCLsp12140270","Boundary",0
"Epi-Epi","WSSKNKCLsp12140270","Normal",0.196776871723133
"Epi-Epi","WSSKNKCLsp12140271","Malignant",0.331804281345565
"Epi-Epi","WSSKNKCLsp12140271","Boundary",0.503497187576424
"Epi-Epi","WSSKNKCLsp12140271","Normal",0.258426680443682
"Epi-Epi","WSSKNKCLsp12140272","Malignant",0
"Epi-Epi","WSSKNKCLsp12140272","Boundary",0.488372093023255
"Epi-Epi","WSSKNKCLsp12140272","Normal",0.181626354845677
"Epi-Epi","WSSKNKCLsp12140273","Malignant",0
"Epi-Epi","WSSKNKCLsp12140273","Boundary",0.906976744186046
"Epi-Epi","WSSKNKCLsp12140273","Normal",0.261492960433958
"Epi-Epi","WSSKNKCLsp12887267","Malignant",0.375
"Epi-Epi","WSSKNKCLsp12887267","Boundary",0.0714285714285714
"Epi-Epi","WSSKNKCLsp12887267","Normal",0.217383864860929
"Epi-Epi","WSSKNKCLsp12887268","Malignant",0
"Epi-Epi","WSSKNKCLsp12887268","Boundary",0
"Epi-Epi","WSSKNKCLsp12887268","Normal",0.230092233149298
"Epi-Epi","WSSKNKCLsp12887269","Malignant",0.525773195876288
"Epi-Epi","WSSKNKCLsp12887269","Boundary",0.461538461538461
"Epi-Epi","WSSKNKCLsp12887269","Normal",0.20856641355363
"Epi-Epi","Zenodo10119273_Tumor2","Malignant",0.421348314606741
"Epi-Epi","Zenodo10119273_Tumor2","Boundary",0.654440789473684
"Epi-Epi","Zenodo10119273_Tumor2","Normal",0.41897829469631
"Epi-Epi","scCRLM_Atlas_ST-colon1","Malignant",0.305084745762711
"Epi-Epi","scCRLM_Atlas_ST-colon1","Boundary",0.471969696969697
"Epi-Epi","scCRLM_Atlas_ST-colon1","Normal",0.293053294995693
"Epi-Epi","scCRLM_Atlas_ST-colon2","Malignant",0
"Epi-Epi","scCRLM_Atlas_ST-colon2","Boundary",0.712765957446808
"Epi-Epi","scCRLM_Atlas_ST-colon2","Normal",0.334071211605896
"Epi-Epi","scCRLM_Atlas_ST-colon3","Malignant",0.572115384615384
"Epi-Epi","scCRLM_Atlas_ST-colon3","Boundary",0.47457627118644
"Epi-Epi","scCRLM_Atlas_ST-colon3","Normal",0.312160237050544
"Epi-Epi","scCRLM_Atlas_ST-colon4","Malignant",0.315434587279247
"Epi-Epi","scCRLM_Atlas_ST-colon4","Boundary",0.435647058823529
"Epi-Epi","scCRLM_Atlas_ST-colon4","Normal",0.206785890965388
"Epi-TME","01_034_C1d1","Malignant",0
"Epi-TME","01_034_C1d1","Boundary",0.261904761904761
"Epi-TME","01_034_C1d1","Normal",0.298011695906432
"Epi-TME","01_034_C3d1","Malignant",0.382710936047199
"Epi-TME","01_034_C3d1","Boundary",0.373134328358209
"Epi-TME","01_034_C3d1","Normal",0
"Epi-TME","01_039_C1d1","Malignant",0.287128712871287
"Epi-TME","01_039_C1d1","Boundary",0.35064935064935
"Epi-TME","01_039_C1d1","Normal",0.189964157706093
"Epi-TME","01_039_C3d1","Malignant",0.4
"Epi-TME","01_039_C3d1","Boundary",0.0864905284147557
"Epi-TME","01_039_C3d1","Normal",0.134120110002829
"Epi-TME","1142243F","Malignant",0.455
"Epi-TME","1142243F","Boundary",0.36734693877551
"Epi-TME","1142243F","Normal",0.0568708574144325
"Epi-TME","1160920F","Malignant",0.178267528246712
"Epi-TME","1160920F","Boundary",0.376755138549158
"Epi-TME","1160920F","Normal",0.190393766612363
"Epi-TME","A_955_OvarianTumor","Malignant",0.274647887323943
"Epi-TME","A_955_OvarianTumor","Boundary",0.403725787115906
"Epi-TME","A_955_OvarianTumor","Normal",0.216580650033987
"Epi-TME","A_GTFB1154_OvarianCancerTumor","Malignant",0
"Epi-TME","A_GTFB1154_OvarianCancerTumor","Boundary",0.356005417016904
"Epi-TME","A_GTFB1154_OvarianCancerTumor","Normal",0.278793745783097
"Epi-TME","Ajou_Visium_P1","Malignant",0.449213060365754
"Epi-TME","Ajou_Visium_P1","Boundary",0.369074008958737
"Epi-TME","Ajou_Visium_P1","Normal",0.1680903352649
"Epi-TME","Ajou_Visium_P2","Malignant",0.227781403519751
"Epi-TME","Ajou_Visium_P2","Boundary",0.478260869565217
"Epi-TME","Ajou_Visium_P2","Normal",0.107711806571122
"Epi-TME","Ajou_Visium_P4","Malignant",0.58718461265103
"Epi-TME","Ajou_Visium_P4","Boundary",0.406171665005587
"Epi-TME","Ajou_Visium_P4","Normal",0.142140370013004
"Epi-TME","B_GTFB1191_OvarianCancerTumor","Malignant",0.378354375690077
"Epi-TME","B_GTFB1191_OvarianCancerTumor","Boundary",0.370892018779342
"Epi-TME","B_GTFB1191_OvarianCancerTumor","Normal",0.187268010989118
"Epi-TME","CID4290","Malignant",0.453947368421052
"Epi-TME","CID4290","Boundary",0.472636815920398
"Epi-TME","CID4290","Normal",0.125319726556111
"Epi-TME","CID4465","Malignant",0.303030303030303
"Epi-TME","CID4465","Boundary",0.288861610027135
"Epi-TME","CID4465","Normal",0.178541252604391
"Epi-TME","CID44971","Malignant",0.30546721187339
"Epi-TME","CID44971","Boundary",0.280701754385964
"Epi-TME","CID44971","Normal",0.19451086243202
"Epi-TME","CID4535","Malignant",0.36231884057971
"Epi-TME","CID4535","Boundary",0.424657534246575
"Epi-TME","CID4535","Normal",0.229078146685171
"Epi-TME","C_GTFB1170_SmallCellOvarianCancer","Malignant",0
"Epi-TME","C_GTFB1170_SmallCellOvarianCancer","Boundary",0.478260869565217
"Epi-TME","C_GTFB1170_SmallCellOvarianCancer","Normal",0.13359352728473
"Epi-TME","Colon_10x_Visium_SampleP2_CRC","Malignant",0.238609539399546
"Epi-TME","Colon_10x_Visium_SampleP2_CRC","Boundary",0.406163674033149
"Epi-TME","Colon_10x_Visium_SampleP2_CRC","Normal",0.105526312522501
"Epi-TME","CytAssist_11mm_FFPE_Human_Lung_Cancer_230214","Malignant",0.130645048557975
"Epi-TME","CytAssist_11mm_FFPE_Human_Lung_Cancer_230214","Boundary",0.386101321996606
