"category","sample_id","Region","value"
"Epi-Epi","GSE251950_21_00733_LI_SING","Malignant",0
"Epi-Epi","GSE251950_21_00733_LI_SING","Boundary",0.502347417840375
"Epi-Epi","GSE251950_21_00733_LI_SING","Normal",0.168676962813304
"Epi-Epi","GSE251950_21_00734_LI_SING","Malignant",0.247576502121956
"Epi-Epi","GSE251950_21_00734_LI_SING","Boundary",0.294520547945205
"Epi-Epi","GSE251950_21_00734_LI_SING","Normal",0.161067732540125
"Epi-Epi","GSE251950_21_01251_LI_SING","Malignant",0.570957095709571
"Epi-Epi","GSE251950_21_01251_LI_SING","Boundary",0.491522620130675
"Epi-Epi","GSE251950_21_01251_LI_SING","Normal",0.224623265290431
"Epi-Epi","GSE251950_21_01253_LI_SING","Malignant",0.262867215041128
"Epi-Epi","GSE251950_21_01253_LI_SING","Boundary",0.621621621621621
"Epi-Epi","GSE251950_21_01253_LI_SING","Normal",0.266550376192677
"Epi-Epi","GSE251950_21_01254_LI_SING","Malignant",0.357933579335793
"Epi-Epi","GSE251950_21_01254_LI_SING","Boundary",0.499960493046776
"Epi-Epi","GSE251950_21_01254_LI_SING","Normal",0.197971663161361
"Epi-Epi","GSE251950_21_01675_LI_SING","Malignant",0.422195121951219
"Epi-Epi","GSE251950_21_01675_LI_SING","Boundary",0.393756236088725
"Epi-Epi","GSE251950_21_01675_LI_SING","Normal",0.151521980885659
"Epi-Epi","GSM5494475_HNSCC201125T04","Malignant",0.329411764705882
"Epi-Epi","GSM5494475_HNSCC201125T04","Boundary",0.333333333333333
"Epi-Epi","GSM5494475_HNSCC201125T04","Normal",0.247334392014519
"Epi-Epi","GSM5494476_HNSCC201125T05","Malignant",0.359077040427154
"Epi-Epi","GSM5494476_HNSCC201125T05","Boundary",0.617021276595744
"Epi-Epi","GSM5494476_HNSCC201125T05","Normal",0.208097723647962
"Epi-Epi","GSM5494477_HNSCC201125T07","Malignant",0
"Epi-Epi","GSM5494477_HNSCC201125T07","Boundary",0
"Epi-Epi","GSM5494477_HNSCC201125T07","Normal",0.276040761970933
"Epi-Epi","GSM5494478_HNSCC201125T10","Malignant",1
"Epi-Epi","GSM5494478_HNSCC201125T10","Boundary",0.441649484536082
"Epi-Epi","GSM5494478_HNSCC201125T10","Normal",0.138008112474907
"Epi-Epi","GSM5494480_P210325T3","Malignant",0
"Epi-Epi","GSM5494480_P210325T3","Boundary",0.846153846153846
"Epi-Epi","GSM5494480_P210325T3","Normal",0.151666603140722
"Epi-Epi","GSM5494481_P210325T5","Malignant",0
