signature,sample_id,Malignant,Boundary,Normal
Epithelial,01_034_C1d1,0.26566139704891,0.0613827424659873,-0.0108246629527768
Epithelial,01_034_C3d1,0.335588961506375,0.218173181906962,0.0877471544338708
Epithelial,01_039_C1d1,0.41842558035319,0.196436139633334,0.0765582662013472
Epithelial,01_039_C3d1,0.410058553337873,0.321907808465162,0.308484478470148
Epithelial,1142243F,0.192467385315817,0.148974153814916,0.18198827701225
Epithelial,1160920F,0.398181668266204,0.364510972900674,0.24997536873671
Epithelial,A_955_OvarianTumor,0.388698859691713,0.154746830595129,0.0875717252645812
Epithelial,A_GTFB1154_OvarianCancerTumor,0.225808484417791,-0.111718658832383,-0.237637381390678
Epithelial,Ajou_Visium_P1,0.439532436477115,0.432881472627312,0.416342228090663
Epithelial,Ajou_Visium_P2,0.44507762507593,0.364812017241142,0.0311871349811364
Epithelial,Ajou_Visium_P3,0.131845527551185,0.264738341035276,0.422288076398707
Epithelial,Ajou_Visium_P4,0.408442418847945,0.277118477039023,0.15740460831244
Epithelial,B_GTFB1191_OvarianCancerTumor,0.276214815004308,0.24047886944245,0.228964584425823
Epithelial,CID4290,0.521369626650112,0.491931575582,0.488203468072815
Epithelial,CID4465,0.212074870612509,0.0639917349950628,-0.0716914241939493
Epithelial,CID44971,0.333667685582635,0.264933794795364,0.162542679234925
Epithelial,CID4535,0.252514714081968,0.193985347315734,0.123789598717423
Epithelial,C_GTFB1170_SmallCellOvarianCancer,-0.173524472490632,-0.182563844150591,-0.235258076241055
Epithelial,Colon_10x_Visium_SampleP2_CRC,0.465411205763744,0.310520045014556,-0.116678988183379
Epithelial,CytAssist_11mm_FFPE_Human_Lung_Cancer_230214,-0.0096705247808187,-0.0213736572163814,-0.0329393095522882
Epithelial,CytAssist_11mm_FFPE_Human_Ovarian_Carcinoma_220715,-0.201941078947382,-0.0223374989519809,0.123202007064343
Epithelial,CytAssist_FFPE_Human_Lung_Squamous_Cell_Carcinoma_220714,0.195497246844757,0.108470410240965,-0.0469281804223553
Epithelial,CytAssist_Fresh_Frozen_Human_Breast_Cancer_230107,0.237771377749701,0.148791880174222,-0.00507621217557125
Epithelial,D_GTFB1170_SmallCellOvarianCancer,-0.232524040080279,-0.20522228549244,-0.230634835463734
Epithelial,D_GTFB_1230_OvarianTumor,0.3341053996721,0.305167417718622,0.309429281002873
Epithelial,E_MTAB_13530_P10_T1,0.454979190975441,0.295964286779876,0.132237216040252
Epithelial,E_MTAB_13530_P10_T2,0.483232089182011,0.389807131365813,0.191156935825832
Epithelial,E_MTAB_13530_P10_T3,0.142396304588731,0.156399320228405,0.33597306283772
Epithelial,E_MTAB_13530_P10_T4,0.488103042636647,0.354078426595932,0.153422165746057
Epithelial,E_MTAB_13530_P11_T1,0.15882370952527,0.0535343110117335,-0.0575882864323731
Epithelial,E_MTAB_13530_P11_T2,0.172795329199028,0.0928503606945309,-0.0486861256112359
Epithelial,E_MTAB_13530_P11_T3,0.115621229256515,0.00892583674132,-0.0990987986748853
Epithelial,E_MTAB_13530_P11_T4,0.0743396405819696,-0.0420370256024248,-0.1241439926875
Epithelial,E_MTAB_13530_P15_T1,0.559400797558276,0.443603575483213,0.399531452386308
Epithelial,E_MTAB_13530_P15_T2,0.564778466585131,0.442387908733148,0.387524093776964
Epithelial,E_MTAB_13530_P16_T1,0.280452445792199,0.0971222936655409,0.0271089268481266
Epithelial,E_MTAB_13530_P16_T2,0.293457975842713,0.171913171729889,0.0294923272541919
Epithelial,E_MTAB_13530_P17_T1,0.15291702271724,0.0511308856260269,-0.0554410069870445
Epithelial,E_MTAB_13530_P17_T2,0.173429965295055,0.0776976020579319,-0.0157463662644746
Epithelial,E_MTAB_13530_P19_T1,0.323363717933112,0.177116500078979,0.0784100627531209
Epithelial,E_MTAB_13530_P19_T2,0.295109449385507,0.107642613104034,0.0266239521013567
Epithelial,E_MTAB_13530_P24_T1,0.392497169633496,0.33118710633516,0.19020074494228
Epithelial,E_MTAB_13530_P24_T2,0.445199602247209,0.271754159212569,0.128802002299366
Epithelial,E_MTAB_13530_P25_T1,0.448810129029727,0.292434449629708,0.125889667953097
Epithelial,E_MTAB_13530_P25_T2,0.455004325129393,0.224053381928214,0.159095741756584
Epithelial,GSE144239_GSM4565823,0.251134820864404,0.249210278113024,0.228113121928652
Epithelial,GSE144239_GSM4565824,0.218107070657581,0.177446476695017,0.218338497629584
Epithelial,GSE144239_GSM4565825,0.19889100692873,0.0659457975358483,-0.0112224355913859
Epithelial,GSE144239_GSM4565826,0.287887344549212,0.178293904747832,0.0856128490064545
Epithelial,GSE251950_20_00331_LI_SING,0.354216552396796,0.257044248295032,0.137123802489569
Epithelial,GSE251950_21_00731_LI_SING,0.429891364088231,0.317550423071664,0.196523214952471
Epithelial,GSE251950_21_00732_LI_SING,0.364619616150042,0.211476988333094,0.261559434993964
Epithelial,GSE251950_21_00733_LI_SING,0.169277003685086,-0.0808828431005692,-0.0733751846917697
Epithelial,GSE251950_21_00734_LI_SING,0.140955474714147,0.176518035838897,0.169036782782596
Epithelial,GSE251950_21_01251_LI_SING,0.503685280722346,0.359211221514022,0.271082382103753
Epithelial,GSE251950_21_01253_LI_SING,0.560918878902142,0.415816430986398,0.378374020319736
Epithelial,GSE251950_21_01254_LI_SING,0.25683997487139,0.252325981205087,0.281042954341487
Epithelial,GSE251950_21_01675_LI_SING,0.304562426144138,0.220035216834255,0.208404824099784
Epithelial,GSM5494475_HNSCC201125T04,-0.195431731084085,-0.216937443349283,-0.205327299502462
Epithelial,GSM5494476_HNSCC201125T05,0.12583268231018,-0.0308361014585261,-0.136800200170176
Epithelial,GSM5494477_HNSCC201125T07,0.241380109474235,0.219455471253103,0.172838675457902
Epithelial,GSM5494478_HNSCC201125T10,0.308028768464078,0.291217949580842,0.207925367263311
Epithelial,GSM5494479_P210325T1,0.424446866295626,0.218678352458374,-0.0844814492384897
Epithelial,GSM5494480_P210325T3,0.359924750033392,0.21665690717976,0.0746502455747436
Epithelial,GSM5494481_P210325T5,0.159904026081295,0.0735436472813224,-0.0163377595128852
Epithelial,GSM5494482_P210325T6,0.255499474768919,0.161656848701843,0.125409909397258
Epithelial,GSM5924030_ffpe_c_2,-0.0615172194940593,-0.126952956855133,-0.168990470294315
Epithelial,GSM5924031_ffpe_c_3,-0.195604076238376,-0.225898530132532,-0.212105789061878
Epithelial,GSM5924032_ffpe_c_4,-0.0310258935249052,-0.104082995242222,-0.139151451083583
Epithelial,GSM5924033_ffpe_c_7,-0.0569089730800422,-0.114603074351095,-0.115397988161559
Epithelial,GSM5924034_ffpe_c_10,-0.129002842160904,-0.210371130869072,-0.151173132568561
Epithelial,GSM5924035_ffpe_c_20,-0.16066924904689,-0.172407456099368,-0.174204384255243
Epithelial,GSM5924036_ffpe_c_21,-0.126412889607086,-0.103313720139651,-0.104413398246645
Epithelial,GSM5924037_ffpe_c_34,-0.164443051697885,-0.155639230565149,-0.184462459527945
Epithelial,GSM5924038_ffpe_c_36,-0.188646658861674,-0.227356014275356,-0.221384282421192
Epithelial,GSM5924039_ffpe_c_39,-0.0433309756074336,-0.10052710707661,-0.140848986312393
Epithelial,GSM5924040_ffpe_c_45,-0.0990250250225613,-0.124987068640071,-0.160672242609728
Epithelial,GSM5924041_ffpe_c_51,-0.0963736199591131,-0.159780311431715,-0.127281821594802
Epithelial,GSM5924042_frozen_a_1,-0.174533900208992,-0.151954267134855,-0.113087181016919
Epithelial,GSM5924043_frozen_a_3,-0.0435250432219577,-0.105470603318813,-0.158962847252428
Epithelial,GSM5924044_frozen_a_15,-0.0819637386562558,-0.111729866311378,-0.153000498353232
Epithelial,GSM5924045_frozen_a_17,-0.136147162879463,-0.118510222676118,-0.129043485737702
Epithelial,GSM5924046_frozen_b_1,-0.0250385208429432,-0.0679780744282788,-0.0711935271306991
Epithelial,GSM5924048_frozen_b_13,-0.0208931207134432,-0.084257775924377,-0.132473638043924
Epithelial,GSM5924049_frozen_b_18,-0.171714264695281,-0.190645661768462,-0.212143218970787
Epithelial,GSM5924050_frozen_c_2,-0.0591014233999545,-0.0855682134974445,-0.118146455204248
Epithelial,GSM5924051_frozen_c_5,-0.120224529581293,-0.151064355323066,-0.154160442280341
Epithelial,GSM5924052_frozen_c_23,-0.0672389099160765,-0.0794623597216149,-0.0830655411417178
Epithelial,GSM5924053_frozen_c_57,-0.205862818404433,-0.186904201063694,-0.198623603228677
Epithelial,GSM6030901_patient_1,0.142456082076558,0.081666458826255,0.0201305153554874
Epithelial,GSM6030902_patient_2,-0.0141001776233102,-0.0501793517201757,-0.0317980205474195
Epithelial,GSM6177599_NYU_BRCA0_Vis,0.319218221005792,0.109651279801031,0.0340340788841328
Epithelial,GSM6177603_NYU_BRCA2_Vis,0.357995904927272,0.325922338837368,0.322348340522293
Epithelial,GSM6177607_NYU_GIST1_Vis,-0.207785164436579,-0.131181757325574,0.000890851849361
Epithelial,GSM6177609_NYU_GIST2_Vis,-0.220468432015506,-0.232658740598792,-0.255627140187365
Epithelial,GSM6177612_NYU_LIHC1_Vis,-0.0902674824798487,-0.0860630801776712,-0.086478579779939
Epithelial,GSM6177614_NYU_OVCA1_Vis,0.320159838818362,0.157339178276552,-0.0037518822421701
Epithelial,GSM6177617_NYU_OVCA3_Vis,0.398845861936459,0.284546349744508,0.255634716924285
Epithelial,GSM6177618_NYU_PDAC1_Vis,0.568110042879416,0.38588567707374,0.409300435501977
Epithelial,GSM6177623_NYU_UCEC3_Vis,0.383860599632655,0.332696547656899,0.20740902251742
Epithelial,GSM6339631_s1,0.195260084876541,0.179840926431416,-0.0516908559365881
Epithelial,GSM6339632_s2,0.249367040047928,0.175121353646038,0.0909409245036769
Epithelial,GSM6339633_s3,0.153731705419735,0.0155169590465443,-0.0756845433380816
Epithelial,GSM6339634_s4,0.294584609552573,0.251587257201352,0.0519400906426278
Epithelial,GSM6339635_s5,0.323956702564575,0.292347943461881,0.157718421791931
Epithelial,GSM6339636_s6,0.113362568856575,0.141246006884205,0.178874598973433
Epithelial,GSM6339637_s7,-0.0644869192785453,0.066264392715308,0.151938697544812
Epithelial,GSM6339638_s8,0.101295747661037,0.0493323651740541,0.14397112113859
Epithelial,GSM6339639_s9,-0.0180415381680447,0.110160435779421,0.15926230394564
Epithelial,GSM6339640_s10,0.286295069994301,0.234645208882081,0.115366333514613
Epithelial,GSM6339641_s11,0.304929598668967,0.259645908977913,0.199795875663126
Epithelial,GSM6339642_s12,0.29524552484168,0.257003001835878,0.174165254490954
Epithelial,GSM6433585_092A,0.215851777713341,0.138374707757154,0.168319435109765
Epithelial,GSM6433586_092B,0.142450547662132,0.152320979466132,0.171105360677974
Epithelial,GSM6433587_093A,0.171432755302485,0.138823521703165,0.118801542583713
Epithelial,GSM6433588_093B,0.243850307726654,0.114973612088105,-0.031192171949074
Epithelial,GSM6433589_093C,0.169205083285781,0.111782385164862,0.0250353150001248
Epithelial,GSM6433590_093D,0.195751236991966,0.182404652947028,0.106628095961195
Epithelial,GSM6433591_094A,0.31026210724305,0.314474325916808,0.311967322968541
Epithelial,GSM6433592_094B,0.314081290028357,0.31555391541785,0.313678386510317
Epithelial,GSM6433593_094C,0.280094259561259,0.198521897226632,0.155181428022349
Epithelial,GSM6433594_094D,0.268868524974942,0.180983978047641,0.173831639311635
Epithelial,GSM6433595_095A,0.354347964392885,0.350125113138262,0.330411447291229
Epithelial,GSM6433596_095B,0.331125770650182,0.29760899102813,0.295365346303477
Epithelial,GSM6433597_117B,0.298333469535652,0.28764686009194,0.222017981106932
Epithelial,GSM6433598_117C,0.28574458325817,0.246114859884926,0.184675044111943
Epithelial,GSM6433599_117D,0.354477973415446,0.295061736791611,0.245331514308021
Epithelial,GSM6433600_117E,0.376286268592458,0.292751545295806,0.228129418806993
Epithelial,GSM6433601_118B,0.219047568917165,0.151136824110571,0.206688981374922
Epithelial,GSM6433602_118C,0.0719080415805943,0.193324702404479,0.257106561777889
