"lr_pair","cancer_type","strength","group_pair","z_score"
"MDK-SDC4","HNCA",0.0227419019933554,"T cell-B cell",-0.115553806820398
"MDK-SDC4","KICA",0.0212765957446809,"T cell-B cell",-0.169176592689075
"MDK-SDC4","LICA",0.0485457861039982,"T cell-B cell",0.828737636348398
"MDK-SDC4","LUCA",0.0139835474908838,"T cell-B cell",-0.436065214229477
"MDK-SDC4","OVCA",0.027046783625731,"T cell-B cell",0.0419830535947415
"MDK-SDC4","PACA",0.0207623460996775,"T cell-B cell",-0.187995524650913
"MDK-SDC4","PRCA",0.108946562503048,"T cell-B cell",3.03910007906493
"MDK-SDC4","SKCA",0.00694444444444445,"T cell-B cell",-0.693660727596186
"MDK-SDC4","STCA",0.00627615062761506,"T cell-B cell",-0.71811689590204
"MDK-SDC4","THCA",0.0189155107187894,"T cell-B cell",-0.255580344038421
"MDK-SDC4","UECA",0.0111111111111111,"T cell-B cell",-0.541181834767522
"LAMB3-ITGA2","BRCA",0.0356756756756757,"T cell-B cell",0.0171340503409621
"LAMB3-ITGA2","COCA",0.0125944584382872,"T cell-B cell",-0.652090550822096
"LAMB3-ITGA2","HNCA",0.0120507117179379,"T cell-B cell",-0.667856126715124
"LAMB3-ITGA2","KICA",0.0319488817891374,"T cell-B cell",-0.0909218691837442
"LAMB3-ITGA2","LICA",0.0398802010145997,"T cell-B cell",0.139041476803007
"LAMB3-ITGA2","LUCA",0.0197318007662835,"T cell-B cell",-0.445148038921975
"LAMB3-ITGA2","OVCA",0.046408393866021,"T cell-B cell",0.328322103226426
"LAMB3-ITGA2","PACA",0.0203392621870883,"T cell-B cell",-0.427535097503899
"LAMB3-ITGA2","PRCA",0.137802311478919,"T cell-B cell",2.97822819068115
"LAMB3-ITGA2","SKCA",0.00590532124302172,"T cell-B cell",-0.846037651860386
"LAMB3-ITGA2","STCA",0.0217706821480406,"T cell-B cell",-0.386032024134206
"LAMB3-ITGA2","THCA",0.013170272812794,"T cell-B cell",-0.635395194543439
"LAMB3-ITGA2","UECA",0.0588235294117647,"T cell-B cell",0.688290732633325
"ICAM1-MUC1","BRCA",0.0324675324675325,"T cell-B cell",-0.504387053746745
"ICAM1-MUC1","COCA",0.027027027027027,"T cell-B cell",-0.63711911026195
"ICAM1-MUC1","HNCA",0.0616756443817962,"T cell-B cell",0.20820349573468
"ICAM1-MUC1","KICA",0.0330097087378641,"T cell-B cell",-0.491159574766746
"ICAM1-MUC1","LICA",0.0519431100555946,"T cell-B cell",-0.0292412252288834
"ICAM1-MUC1","LUCA",0.0245879954896348,"T cell-B cell",-0.696624182980604
"ICAM1-MUC1","OVCA",0.0763548576327783,"T cell-B cell",0.566332383599016
"ICAM1-MUC1","PACA",0.0123295862233916,"T cell-B cell",-0.995692695880085
"ICAM1-MUC1","PRCA",0.141621308209147,"T cell-B cell",2.15863852154575
"ICAM1-MUC1","SKCA",0.117873128569224,"T cell-B cell",1.57925398520629
"ICAM1-MUC1","STCA",0.0132450331125828,"T cell-B cell",-0.973358530504907
"ICAM1-MUC1","THCA",0.0184275184275184,"T cell-B cell",-0.846921393140821
"ICAM1-MUC1","UECA",0.0802792321116928,"T cell-B cell",0.662075380425008
"CX3CL1-CX3CR1","BRCA",0.0497076023391813,"T cell-B cell",0.644930980922329
"CX3CL1-CX3CR1","COCA",0.0209923664122137,"T cell-B cell",-0.644696694445552
"CX3CL1-CX3CR1","HNCA",0.0050506338800602,"T cell-B cell",-1.36065457544871
"CX3CL1-CX3CR1","KICA",0.0425894378194208,"T cell-B cell",0.325247660685919
"CX3CL1-CX3CR1","LICA",0.0508372579801152,"T cell-B cell",0.695664855506851
"CX3CL1-CX3CR1","LUCA",0,"T cell-B cell",-1.58748319167329
"CX3CL1-CX3CR1","OVCA",0.0431562396557431,"T cell-B cell",0.350703252847155
"CX3CL1-CX3CR1","PACA",0.0554649934897836,"T cell-B cell",0.903500716675807
"CX3CL1-CX3CR1","PRCA",0.0355751593375724,"T cell-B cell",0.0102299580302412
"CX3CL1-CX3CR1","SKCA",0.0736918425274589,"T cell-B cell",1.7220852831938
"CX3CL1-CX3CR1","STCA",0.00229357798165138,"T cell-B cell",-1.48447649347743
"CX3CL1-CX3CR1","THCA",0.0386473429951691,"T cell-B cell",0.148204553771897
"CX3CL1-CX3CR1","UECA",0.0415094339622641,"T cell-B cell",0.276743693410995
"HSP90B1-TLR2","BRCA",0.0576923076923077,"T cell-B cell",0.265373383124113
"HSP90B1-TLR2","COCA",0.043956043956044,"T cell-B cell",-0.341212694600373
"HSP90B1-TLR2","HNCA",0.0494334217953579,"T cell-B cell",-0.0993346116255216
"HSP90B1-TLR2","KICA",0.0331550802139037,"T cell-B cell",-0.818177490689194
"HSP90B1-TLR2","LICA",0.0307210192391667,"T cell-B cell",-0.925664324660653
"HSP90B1-TLR2","LUCA",0.0419727428004922,"T cell-B cell",-0.428794215455757
"HSP90B1-TLR2","OVCA",0.08688995215311,"T cell-B cell",1.55472578435353
"HSP90B1-TLR2","PACA",0.0515998825221589,"T cell-B cell",-0.00366486182703597
"HSP90B1-TLR2","PRCA",0.0596506226798091,"T cell-B cell",0.351851528129551
"HSP90B1-TLR2","SKCA",0.0936968537414966,"T cell-B cell",1.85531492673113
"HSP90B1-TLR2","STCA",0.0211267605633803,"T cell-B cell",-1.34934166884671
"HSP90B1-TLR2","THCA",0.0267737617135207,"T cell-B cell",-1.09997311096686
"HSP90B1-TLR2","UECA",0.0752089136490251,"T cell-B cell",1.03889735633378
"FGF2-FGFRL1","BRCA",0.0230547550432277,"T cell-B cell",-0.188457007977305
"FGF2-FGFRL1","COCA",0.0222929936305732,"T cell-B cell",-0.249429753976126
"FGF2-FGFRL1","HNCA",0.0177614812503251,"T cell-B cell",-0.612140110212952
"FGF2-FGFRL1","KICA",0.026578073089701,"T cell-B cell",0.0935556704702351
"FGF2-FGFRL1","LICA",0.0290210674379277,"T cell-B cell",0.289097307781471
"FGF2-FGFRL1","LUCA",0.0148781357161294,"T cell-B cell",-0.84292824408642
"FGF2-FGFRL1","OVCA",0.0241287296838361,"T cell-B cell",-0.102494156770653
"FGF2-FGFRL1","PACA",0.038515406162465,"T cell-B cell",1.04904116140975
"FGF2-FGFRL1","PRCA",0.0175929026654248,"T cell-B cell",-0.625633441677647
"FGF2-FGFRL1","SKCA",0,"T cell-B cell",-2.0338008386884
"FGF2-FGFRL1","STCA",0.0495867768595041,"T cell-B cell",1.93521347488649
"FGF2-FGFRL1","THCA",0.0271370420624152,"T cell-B cell",0.138296546850098
"FGF2-FGFRL1","UECA",0.0397727272727273,"T cell-B cell",1.14967939199146
"VCAM1-ITGB7","BRCA",0.136807817589577,"T cell-B cell",0.688404795742214
"VCAM1-ITGB7","COCA",0.126537785588752,"T cell-B cell",0.446036943569138
"VCAM1-ITGB7","HNCA",0.0707230329769783,"T cell-B cell",-0.871164571382377
"VCAM1-ITGB7","KICA",0.0631578947368421,"T cell-B cell",-1.04969822215454
"VCAM1-ITGB7","LICA",0.0882649460631112,"T cell-B cell",-0.457183797286319
"VCAM1-ITGB7","LUCA",0.11275269541779,"T cell-B cell",0.120715396715159
"VCAM1-ITGB7","OVCA",0.0925716440422323,"T cell-B cell",-0.355547781052497
"VCAM1-ITGB7","PACA",0.0953580688973946,"T cell-B cell",-0.28978948474601
"VCAM1-ITGB7","PRCA",0.156404298576822,"T cell-B cell",1.15087239142718
"VCAM1-ITGB7","SKCA",0.121256872148789,"T cell-B cell",0.321409907562548
"VCAM1-ITGB7","STCA",0.203053435114504,"T cell-B cell",2.25176974281404
"VCAM1-ITGB7","THCA",0.0425790754257908,"T cell-B cell",-1.53534853330028
"VCAM1-ITGB7","UECA",0.0898203592814371,"T cell-B cell",-0.420476787908259
"IL16-GRIN2D","BRCA",0.0678733031674208,"T cell-B cell",0.730526217944281
"IL16-GRIN2D","COCA",0.0301724137931034,"T cell-B cell",-0.466490031022495
"IL16-GRIN2D","HNCA",0.0176859702928618,"T cell-B cell",-0.862938921476962
"IL16-GRIN2D","KICA",0.0537848605577689,"T cell-B cell",0.28321330288405
"IL16-GRIN2D","LICA",0.0206397702049876,"T cell-B cell",-0.769154754851445
"IL16-GRIN2D","LUCA",0.0311791994821447,"T cell-B cell",-0.434524237933522
"IL16-GRIN2D","OVCA",0.0321483180428134,"T cell-B cell",-0.403754389170061
"IL16-GRIN2D","PACA",0.0406800050652147,"T cell-B cell",-0.132870381752713
"IL16-GRIN2D","PRCA",0.0253043860935896,"T cell-B cell",-0.621051590535941
"IL16-GRIN2D","SKCA",0,"T cell-B cell",-1.42447458205798
"IL16-GRIN2D","STCA",0.0751533742331288,"T cell-B cell",0.961670986778879
"IL16-GRIN2D","THCA",0.0699774266365688,"T cell-B cell",0.797332864264892
"IL16-GRIN2D","UECA",0.11864406779661,"T cell-B cell",2.34251551692902
"SEMA6D-TREM2","BRCA",0.0324105334233626,"T cell-B cell",0.0512750533226977
"SEMA6D-TREM2","COCA",0.0246913580246914,"T cell-B cell",-0.243925619702392
"SEMA6D-TREM2","HNCA",0,"T cell-B cell",-1.1881852239144
"SEMA6D-TREM2","KICA",0.0328947368421053,"T cell-B cell",0.0697922093285712
"SEMA6D-TREM2","LICA",0.0377178181956837,"T cell-B cell",0.254238965374068
"SEMA6D-TREM2","LUCA",0.00711585360708168,"T cell-B cell",-0.916057092932934
"SEMA6D-TREM2","OVCA",0.04969137985275,"T cell-B cell",0.712138064322103
"SEMA6D-TREM2","PACA",0.0356360281397763,"T cell-B cell",0.174626080077201
"SEMA6D-TREM2","PRCA",0.0320596863272096,"T cell-B cell",0.0378577783465253
"SEMA6D-TREM2","SKCA",0,"T cell-B cell",-1.1881852239144
"SEMA6D-TREM2","STCA",0,"T cell-B cell",-1.1881852239144
"SEMA6D-TREM2","THCA",0.0642857142857143,"T cell-B cell",1.27026210276615
"SEMA6D-TREM2","UECA",0.0874035989717224,"T cell-B cell",2.15434813084122
"PTHLH-PTH1R","BRCA",0.0323886639676113,"T cell-B cell",0.153782146064428
"PTHLH-PTH1R","COCA",0.00458015267175573,"T cell-B cell",-0.504498583177886
"PTHLH-PTH1R","HNCA",0,"T cell-B cell",-0.612919570145781
"PTHLH-PTH1R","KICA",0.0199386503067485,"T cell-B cell",-0.14093352513984
"PTHLH-PTH1R","LICA",0.0205846273231068,"T cell-B cell",-0.125642011801421
"PTHLH-PTH1R","LUCA",0.00454391810324014,"T cell-B cell",-0.505356324821531
"PTHLH-PTH1R","OVCA",0.0129227697720849,"T cell-B cell",-0.307012856230233
"PTHLH-PTH1R","PACA",0.0290476190476191,"T cell-B cell",0.0746932130767925
"PTHLH-PTH1R","PRCA",0.0302980515191546,"T cell-B cell",0.10429334486642
"PTHLH-PTH1R","SKCA",0.0157136980666392,"T cell-B cell",-0.240946237508501
"PTHLH-PTH1R","STCA",0,"T cell-B cell",-0.612919570145781
"PTHLH-PTH1R","THCA",0.00529100529100529,"T cell-B cell",-0.487671340050594
"PTHLH-PTH1R","UECA",0.161290322580645,"T cell-B cell",3.20513131501393
"SORBS1-ITGB5","BRCA",0.0518867924528302,"T cell-B cell",0.00643339427287956
"SORBS1-ITGB5","COCA",0.0229357798165138,"T cell-B cell",-0.369106725463045
"SORBS1-ITGB5","HNCA",0.0190937411967455,"T cell-B cell",-0.418944002708675
"SORBS1-ITGB5","KICA",0.0247395833333333,"T cell-B cell",-0.345708559837683
"SORBS1-ITGB5","LICA",0.0756350881662512,"T cell-B cell",0.314486101367308
"SORBS1-ITGB5","LUCA",0.0294918486407848,"T cell-B cell",-0.284064212367139
"SORBS1-ITGB5","OVCA",0.0214552373264915,"T cell-B cell",-0.388311687685322
"SORBS1-ITGB5","PACA",0.0217691268862662,"T cell-B cell",-0.384240046933323
"SORBS1-ITGB5","PRCA",0.0296555983631535,"T cell-B cell",-0.281940121195698
"SORBS1-ITGB5","SKCA",0.00505050505050505,"T cell-B cell",-0.601106839293656
"SORBS1-ITGB5","STCA",0.0203619909502262,"T cell-B cell",-0.402492810819112
"SORBS1-ITGB5","THCA",0.0450346420323326,"T cell-B cell",-0.0824497623091572
"SORBS1-ITGB5","UECA",0.300970873786408,"T cell-B cell",3.23744527297262
"TGFB3-ITGB5","BRCA",0.0795454545454545,"T cell-B cell",0.202483567361833
"TGFB3-ITGB5","COCA",0.0364464692482916,"T cell-B cell",-0.295779606282742
"TGFB3-ITGB5","HNCA",0.0355818247173387,"T cell-B cell",-0.305775677538168
"TGFB3-ITGB5","KICA",0.0350690754516472,"T cell-B cell",-0.311703521886378
"TGFB3-ITGB5","LICA",0.0542096994062059,"T cell-B cell",-0.0904206315496627
"TGFB3-ITGB5","LUCA",0.0384827672267738,"T cell-B cell",-0.272238163572457
"TGFB3-ITGB5","OVCA",0.0218799279116918,"T cell-B cell",-0.464181972727245
"TGFB3-ITGB5","PACA",0.0199381258650166,"T cell-B cell",-0.486630957168408
"TGFB3-ITGB5","PRCA",0.0437845336068823,"T cell-B cell",-0.21094495854081
"TGFB3-ITGB5","SKCA",0.0310423144930187,"T cell-B cell",-0.358256513352894
"TGFB3-ITGB5","STCA",0.036231884057971,"T cell-B cell",-0.298260404779715
"TGFB3-ITGB5","THCA",0.028735632183908,"T cell-B cell",-0.384923842989607
"TGFB3-ITGB5","UECA",0.345454545454545,"T cell-B cell",3.27663268302625
"HRAS-GRIN2D","BRCA",0.0488721804511278,"Endothelial-Mural",1.27272576147747
"HRAS-GRIN2D","COCA",0.0147679324894515,"Endothelial-Mural",-0.299549563399847
"HRAS-GRIN2D","HNCA",0.0206848816029144,"Endothelial-Mural",-0.0267661523682817
"HRAS-GRIN2D","KICA",0.0302013422818792,"Endothelial-Mural",0.41196207651732
"HRAS-GRIN2D","LICA",0.0190435555982885,"Endothelial-Mural",-0.102434625693145
"HRAS-GRIN2D","LUCA",0.00397996294517258,"Endothelial-Mural",-0.796896941915799
"HRAS-GRIN2D","OVCA",0.0162050802820491,"Endothelial-Mural",-0.233294121701139
"HRAS-GRIN2D","PACA",0.0117130108287533,"Endothelial-Mural",-0.44038767693768
"HRAS-GRIN2D","PRCA",0,"Endothelial-Mural",-0.980381343614165
"HRAS-GRIN2D","SKCA",0,"Endothelial-Mural",-0.980381343614165
"HRAS-GRIN2D","STCA",0.0126262626262626,"Endothelial-Mural",-0.398284908149544
"HRAS-GRIN2D","THCA",0.0191489361702128,"Endothelial-Mural",-0.0975763665946259
"HRAS-GRIN2D","UECA",0.0792079207920792,"Endothelial-Mural",2.6712652059936
"ADM2-CALCRL","BRCA",0.0745967741935484,"Endothelial-Mural",2.05971658328765
"ADM2-CALCRL","COCA",0.0308441558441558,"Endothelial-Mural",0.0111351892306938
"ADM2-CALCRL","HNCA",0.0100708717221828,"Endothelial-Mural",-0.961509762115938
"ADM2-CALCRL","KICA",0.0497592295345104,"Endothelial-Mural",0.896775168987807
"ADM2-CALCRL","LICA",0.0562584839346379,"Endothelial-Mural",1.20108270855084
"ADM2-CALCRL","LUCA",0.0305940795496931,"Endothelial-Mural",-0.000573861867456244
"ADM2-CALCRL","OVCA",0.0128366742827558,"Endothelial-Mural",-0.832009588663954
"ADM2-CALCRL","PACA",0.0271686159844055,"Endothelial-Mural",-0.160960627062406
"ADM2-CALCRL","PRCA",0.0352520710440641,"Endothelial-Mural",0.217522221727876
"ADM2-CALCRL","SKCA",0.00113378684807256,"Endothelial-Mural",-1.37996119384527
"ADM2-CALCRL","STCA",0.0111111111111111,"Endothelial-Mural",-0.912803761471448
"ADM2-CALCRL","THCA",0.0134803921568627,"Endothelial-Mural",-0.801869484833215
"ADM2-CALCRL","UECA",0.0447761194029851,"Endothelial-Mural",0.663456408074812
"ADM2-RAMP2","BRCA",0.0743801652892562,"Endothelial-Mural",2.2900998725444
"ADM2-RAMP2","COCA",0.0343137254901961,"Endothelial-Mural",0.349048565442258
"ADM2-RAMP2","HNCA",0.00696255513699733,"Endothelial-Mural",-0.976001157745156
"ADM2-RAMP2","KICA",0.0373983739837398,"Endothelial-Mural",0.498486873921168
"ADM2-RAMP2","LICA",0.0351314881064458,"Endothelial-Mural",0.388665741391289
"ADM2-RAMP2","LUCA",0.046133787985157,"Endothelial-Mural",0.921681119543333
"ADM2-RAMP2","OVCA",0.0128071175278623,"Endothelial-Mural",-0.69285657277271
"ADM2-RAMP2","PACA",0.0185599541021228,"Endothelial-Mural",-0.414155719689295
"ADM2-RAMP2","PRCA",0.0293335170542472,"Endothelial-Mural",0.107778311765599
"ADM2-RAMP2","SKCA",0,"Endothelial-Mural",-1.31330781182318
"ADM2-RAMP2","STCA",0.0367892976588629,"Endothelial-Mural",0.468979675316639
"ADM2-RAMP2","THCA",0.0206043956043956,"Endothelial-Mural",-0.31511108607117
"ADM2-RAMP2","UECA",0,"Endothelial-Mural",-1.31330781182318
"IL1B-IL1R1","BRCA",0.0423280423280423,"Endothelial-Mural",-0.0038238994114771
"IL1B-IL1R1","COCA",0.0967741935483871,"Endothelial-Mural",1.96933994616678
"IL1B-IL1R1","HNCA",0.0689430214587926,"Endothelial-Mural",0.960720212422692
"IL1B-IL1R1","KICA",0.0289855072463768,"Endothelial-Mural",-0.4873660275769
"IL1B-IL1R1","LICA",0.0261950696677385,"Endothelial-Mural",-0.588493295898019
"IL1B-IL1R1","LUCA",0.00573559230621633,"Endothelial-Mural",-1.3299580298478
"IL1B-IL1R1","OVCA",0.0389967490049525,"Endothelial-Mural",-0.124552130825582
"IL1B-IL1R1","PACA",0.0268980852828332,"Endothelial-Mural",-0.563015553881548
"IL1B-IL1R1","PRCA",0.00418410041841004,"Endothelial-Mural",-1.3861851024895
"IL1B-IL1R1","SKCA",0.0267459433662107,"Endothelial-Mural",-0.568529275651551
"IL1B-IL1R1","STCA",0.0813253012048193,"Endothelial-Mural",1.40946206419873
"IL1B-IL1R1","THCA",0.0489690721649485,"Endothelial-Mural",0.236851330662331
"IL1B-IL1R1","UECA",0.0555555555555556,"Endothelial-Mural",0.475549762131833
"ADAM28-ITGA4","BRCA",0.0677618069815195,"Endothelial-Mural",1.03971024716699
"ADAM28-ITGA4","COCA",0.0826086956521739,"Endothelial-Mural",1.55973833549299
"ADAM28-ITGA4","HNCA",0.0581005291005291,"Endothelial-Mural",0.701313699668922
"ADAM28-ITGA4","KICA",0.037037037037037,"Endothelial-Mural",-0.0364575434668852
"ADAM28-ITGA4","LICA",0.0820776133276133,"Endothelial-Mural",1.54113661144755
"ADAM28-ITGA4","LUCA",0.0376687379472895,"Endothelial-Mural",-0.014331546294043
"ADAM28-ITGA4","OVCA",0.0071486531033142,"Endothelial-Mural",-1.08333002328338
"ADAM28-ITGA4","PACA",0.017535880331514,"Endothelial-Mural",-0.719506326729017
"ADAM28-ITGA4","PRCA",0.0401605793450882,"Endothelial-Mural",0.0729478525924106
"ADAM28-ITGA4","SKCA",0,"Endothelial-Mural",-1.3337192118795
"ADAM28-ITGA4","STCA",0.0216606498194946,"Endothelial-Mural",-0.575031882338549
"ADAM28-ITGA4","THCA",0.0432525951557093,"Endothelial-Mural",0.181248999502014
"ADAM28-ITGA4","UECA",0,"Endothelial-Mural",-1.3337192118795
"THBS1-ITGA4","BRCA",0.0859375,"Endothelial-Mural",0.394200436702356
"THBS1-ITGA4","COCA",0.15605749486653,"Endothelial-Mural",2.28536956251578
"THBS1-ITGA4","HNCA",0.0916258494182332,"Endothelial-Mural",0.5476178865621
"THBS1-ITGA4","KICA",0.038961038961039,"Endothelial-Mural",-0.872776734730184
"THBS1-ITGA4","LICA",0.113775615661725,"Endothelial-Mural",1.14500746343544
"THBS1-ITGA4","LUCA",0.101492787061439,"Endothelial-Mural",0.81373381929536
"THBS1-ITGA4","OVCA",0.0579962852969344,"Endothelial-Mural",-0.359387219496752
"THBS1-ITGA4","PACA",0.0498384370118337,"Endothelial-Mural",-0.579408211215573
"THBS1-ITGA4","PRCA",0.0405322258114136,"Endothelial-Mural",-0.830401088982228
"THBS1-ITGA4","SKCA",0.0205775256160555,"Endothelial-Mural",-1.36858870574056
"THBS1-ITGA4","STCA",0.0609756097560976,"Endothelial-Mural",-0.279033442465321
"THBS1-ITGA4","THCA",0.0472972972972973,"Endothelial-Mural",-0.647943940313343
"THBS1-ITGA4","UECA",0.062111801242236,"Endothelial-Mural",-0.248389825567074
"S100B-ALCAM","BRCA",0.0355329949238579,"Endothelial-Mural",1.05112600855258
"S100B-ALCAM","COCA",0.0326894502228826,"Endothelial-Mural",0.848921522772103
"S100B-ALCAM","HNCA",0.0531799212367014,"Endothelial-Mural",2.30599907577412
"S100B-ALCAM","KICA",0.023728813559322,"Endothelial-Mural",0.211730580002858
"S100B-ALCAM","LICA",0.00939077607598185,"Endothelial-Mural",-0.807847376842896
"S100B-ALCAM","LUCA",0.0050123507616303,"Endothelial-Mural",-1.11919723496646
"S100B-ALCAM","OVCA",0.00567414148441031,"Endothelial-Mural",-1.07213729152751
"S100B-ALCAM","PACA",0.0219692027911206,"Endothelial-Mural",0.086604644604018
"S100B-ALCAM","PRCA",0.00321543408360128,"Endothelial-Mural",-1.24697599390301
"S100B-ALCAM","SKCA",0.0149505359926202,"Endothelial-Mural",-0.412492805971844
"S100B-ALCAM","STCA",0.0220440881763527,"Endothelial-Mural",0.0919297449297263
"S100B-ALCAM","THCA",0.0223792697290931,"Endothelial-Mural",0.115764507749431
"S100B-ALCAM","UECA",0.02,"Endothelial-Mural",-0.0534253811731204
"MDK-ITGA4","BRCA",0.0471698113207547,"Endothelial-Mural",0.910195827560042
"MDK-ITGA4","COCA",0.0479134466769706,"Endothelial-Mural",0.948915417068413
"MDK-ITGA4","HNCA",0.0668440947311579,"Endothelial-Mural",1.93459598706644
"MDK-ITGA4","KICA",0.0330578512396694,"Endothelial-Mural",0.175414597847372
"MDK-ITGA4","LICA",0.0432822714411162,"Endothelial-Mural",0.707779485896316
"MDK-ITGA4","LUCA",0.0118892667702341,"Endothelial-Mural",-0.926790796609211
"MDK-ITGA4","OVCA",0.0190406586368614,"Endothelial-Mural",-0.554432280873288
"MDK-ITGA4","PACA",0.0125395523262628,"Endothelial-Mural",-0.892931742460985
"MDK-ITGA4","PRCA",0.0277683093104792,"Endothelial-Mural",-0.10000115595401
"MDK-ITGA4","SKCA",0.0102705703599813,"Endothelial-Mural",-1.01107304599364
"MDK-ITGA4","STCA",0.0230326295585413,"Endothelial-Mural",-0.346578425990244
"MDK-ITGA4","THCA",0.0431472081218274,"Endothelial-Mural",0.700747011933389
"MDK-ITGA4","UECA",0,"Endothelial-Mural",-1.5458408794906
"IL1B-SIGIRR","BRCA",0.0306748466257669,"Endothelial-Mural",0.0465898660926478
"IL1B-SIGIRR","COCA",0.0210135970333745,"Endothelial-Mural",-0.567767269365425
"IL1B-SIGIRR","HNCA",0.0582096765532425,"Endothelial-Mural",1.79752478168468
"IL1B-SIGIRR","KICA",0.0202312138728324,"Endothelial-Mural",-0.617518874760215
"IL1B-SIGIRR","LICA",0.0282710568504131,"Endothelial-Mural",-0.106266696250244
"IL1B-SIGIRR","LUCA",0.00411861614497529,"Endothelial-Mural",-1.64211608552571
"IL1B-SIGIRR","OVCA",0.0281363753230761,"Endothelial-Mural",-0.114831070510798
"IL1B-SIGIRR","PACA",0.0181026486349161,"Endothelial-Mural",-0.752873957940302
"IL1B-SIGIRR","PRCA",0.0205792921851979,"Endothelial-Mural",-0.595384637066121
"IL1B-SIGIRR","SKCA",0.0374956094134176,"Endothelial-Mural",0.480320953131305
"IL1B-SIGIRR","STCA",0.0194805194805195,"Endothelial-Mural",-0.665255397044967
"IL1B-SIGIRR","THCA",0.0516528925619835,"Endothelial-Mural",1.38058005914494
"IL1B-SIGIRR","UECA",0.0512820512820513,"Endothelial-Mural",1.35699832841022
"COL5A2-DDR1","BRCA",0.0302091402013943,"Endothelial-Mural",-0.256993741403227
"COL5A2-DDR1","COCA",0.0114285714285714,"Endothelial-Mural",-0.941244003173941
"COL5A2-DDR1","HNCA",0.049366795327474,"Endothelial-Mural",0.440995264867041
"COL5A2-DDR1","KICA",0.0862068965517241,"Endothelial-Mural",1.78322558873405
"COL5A2-DDR1","LICA",0.0825632109607769,"Endothelial-Mural",1.65047173822109
"COL5A2-DDR1","LUCA",0.0197732779508481,"Endothelial-Mural",-0.63721340158054
"COL5A2-DDR1","OVCA",0.030881588072122,"Endothelial-Mural",-0.232493810802698
"COL5A2-DDR1","PACA",0.0142692452475061,"Endothelial-Mural",-0.837747041621634
"COL5A2-DDR1","PRCA",0.0486117702895111,"Endothelial-Mural",0.413486722068427
"COL5A2-DDR1","SKCA",0.0022271714922049,"Endothelial-Mural",-1.27648732787169
"COL5A2-DDR1","STCA",0.0479233226837061,"Endothelial-Mural",0.388403857955749
"COL5A2-DDR1","THCA",0.00506756756756757,"Endothelial-Mural",-1.17300048561418
"COL5A2-DDR1","UECA",0.0558882235528942,"Endothelial-Mural",0.678596640221552
"EFNA1-EPHB6","BRCA",0.0307692307692308,"Endothelial-Mural",0.19027964280221
"EFNA1-EPHB6","COCA",0.0071301247771836,"Endothelial-Mural",-0.878850035256972
"EFNA1-EPHB6","HNCA",0.0255505505505505,"Endothelial-Mural",-0.0457464532764022
"EFNA1-EPHB6","KICA",0.0609065155807365,"Endothelial-Mural",1.55330350753478
"EFNA1-EPHB6","LICA",0.0251357837564734,"Endothelial-Mural",-0.064505178296313
"EFNA1-EPHB6","LUCA",0.0108951229858031,"Endothelial-Mural",-0.708569851055888
"EFNA1-EPHB6","OVCA",0.0239039782824678,"Endothelial-Mural",-0.120216244116575
"EFNA1-EPHB6","PACA",0.0128437080161218,"Endothelial-Mural",-0.620440880068725
"EFNA1-EPHB6","PRCA",0.0126436401332186,"Endothelial-Mural",-0.629489382635202
"EFNA1-EPHB6","SKCA",0.00881883417801956,"Endothelial-Mural",-0.802474501484305
"EFNA1-EPHB6","STCA",0.0192307692307692,"Endothelial-Mural",-0.331572227317746
"EFNA1-EPHB6","THCA",0.0236686390532544,"Endothelial-Mural",-0.130859969579303
"EFNA1-EPHB6","UECA",0.0838095238095238,"Endothelial-Mural",2.58914157275044
"HRAS-INSR","BRCA",0.0632183908045977,"Endothelial-Mural",0.817260167419534
"HRAS-INSR","COCA",0.0273291925465838,"Endothelial-Mural",-0.649325793841405
"HRAS-INSR","HNCA",0.053661409593613,"Endothelial-Mural",0.426721087240027
"HRAS-INSR","KICA",0.0958083832335329,"Endothelial-Mural",2.14902648413306
"HRAS-INSR","LICA",0.0497563055927867,"Endothelial-Mural",0.267141854967904
"HRAS-INSR","LUCA",0.0325783972125435,"Endothelial-Mural",-0.434820866327095
"HRAS-INSR","OVCA",0.059514135771119,"Endothelial-Mural",0.665888481990006
"HRAS-INSR","PACA",0.0258339299365376,"Endothelial-Mural",-0.710428611924071
"HRAS-INSR","PRCA",0.0118658047557099,"Endothelial-Mural",-1.28122587933762
"HRAS-INSR","SKCA",0.0204638297327408,"Endothelial-Mural",-0.929873847586147
"HRAS-INSR","STCA",0.0465116279069767,"Endothelial-Mural",0.13455046330139
"HRAS-INSR","THCA",0.0115606936416185,"Endothelial-Mural",-1.29369402290923
"HRAS-INSR","UECA",0.0637450199203187,"Endothelial-Mural",0.838780482873648
"COL1A1-DDR1","BRCA",0.0323624595469256,"Endothelial-Mural",-0.257230594888999
"COL1A1-DDR1","COCA",0.0191082802547771,"Endothelial-Mural",-0.54036116779991
"COL1A1-DDR1","HNCA",0.0613066012002182,"Endothelial-Mural",0.361062792281781
"COL1A1-DDR1","KICA",0.0457516339869281,"Endothelial-Mural",0.0287836913556181
"COL1A1-DDR1","LICA",0.185198646446923,"Endothelial-Mural",3.00759600845634
"COL1A1-DDR1","LUCA",0.0208014618391977,"Endothelial-Mural",-0.504192087732977
"COL1A1-DDR1","OVCA",0.0442898063391245,"Endothelial-Mural",-0.00244329677369009
