"lr_pair","cancer_type","strength","group_pair","z_score"
"COL1A2-ITGAV","STCA",0.01470876,"Endothelial-Mural",0.63078101
"COL4A1-CD47","STCA",0.01183101,"Endothelial-Mural",-0.1712455
"COL4A1-ITGA1","STCA",0.08286577,"Endothelial-Mural",2.12358494
"COL4A1-ITGAV","STCA",0.03769319,"Endothelial-Mural",2.57877831
"COL5A2-ITGB1","STCA",0.0701053,"Endothelial-Mural",1.11392127
"COL6A1-ITGA1","STCA",0.01710173,"Endothelial-Mural",0.94099206
"COL6A2-ITGA1","STCA",0.02587481,"Endothelial-Mural",1.09537807
"COL6A2-ITGB1","STCA",0.09657704,"Endothelial-Mural",0.42492529
"COL6A3-ITGA1","STCA",0.01041657,"Endothelial-Mural",2.20638329
"COL6A3-ITGB1","STCA",0.05651935,"Endothelial-Mural",1.13468313
"EDN1-EDNRA","STCA",0.00485823,"Endothelial-Mural",0.49358758
"EFEMP2-AQP1","STCA",0.03388445,"Endothelial-Mural",2.72145392
"FYN-THY1","STCA",0.01523696,"Endothelial-Mural",0.33867008
"GNAI2-EDNRA","STCA",0.03654126,"Endothelial-Mural",1.2885201
"GNAI2-F2R","STCA",0.01207701,"Endothelial-Mural",0.44160835
"GNAI2-S1PR1","STCA",0.00620714,"Endothelial-Mural",0.11584651
"GNAI2-S1PR3","STCA",0.00464785,"Endothelial-Mural",-0.8123432
"HBEGF-CD44","STCA",0.00669726,"Endothelial-Mural",0.81974735
"ICAM1-CAV1","STCA",0.05204056,"Endothelial-Mural",0.55471726
"LAMA4-ITGA6","STCA",0.03242965,"Endothelial-Mural",2.75108843
"LAMA4-ITGAV","STCA",0.00963176,"Endothelial-Mural",0.93307678
"LAMC1-ITGA1","STCA",0.01179347,"Endothelial-Mural",0.34266027
"LAMC1-ITGAV","STCA",0.00514707,"Endothelial-Mural",0.38715069
"LUM-ITGB1","STCA",0.00761249,"Endothelial-Mural",-0.5686337
"PGF-NRP1","STCA",0.02166305,"Endothelial-Mural",1.00558632
"PGF-NRP2","STCA",0.00607555,"Endothelial-Mural",0.00023083
"THBS1-ITGA6","STCA",0.0195451,"Endothelial-Mural",0.78652871
"THBS1-ITGB1","STCA",0.03102471,"Endothelial-Mural",0.49375647
"TIMP1-CD63","STCA",0.14619734,"Endothelial-Mural",0.12549597
"TIMP2-CD44","STCA",0.00552464,"Endothelial-Mural",-0.5049624
"TIMP3-CD44","STCA",0.03064267,"Endothelial-Mural",0.29525856
"APP-CAV1","THCA",0.09191306,"Endothelial-Mural",-0.2267118
"COL18A1-ITGB1","THCA",0.07601904,"Endothelial-Mural",0.07674366
"COL18A1-KDR","THCA",0.02271848,"Endothelial-Mural",0.00497389
"COL1A1-ITGA5","THCA",0.0049209,"Endothelial-Mural",-0.9451024
"COL1A2-ITGA1","THCA",0.01670432,"Endothelial-Mural",0.16475932
"COL4A1-CD47","THCA",0.01671731,"Endothelial-Mural",0.12720008
"COL4A1-ITGA1","THCA",0.01377971,"Endothelial-Mural",-0.709817
"COL5A2-ITGB1","THCA",0.01930138,"Endothelial-Mural",-0.548411
"COL6A1-ITGA1","THCA",0.0047131,"Endothelial-Mural",-0.7588341
"COL6A2-ITGA1","THCA",0.01429229,"Endothelial-Mural",-0.1671234
"COL6A2-ITGB1","THCA",0.06846994,"Endothelial-Mural",-0.5349171
"COL6A3-ITGA1","THCA",0.00485095,"Endothelial-Mural",0.41452712
"COL6A3-ITGB1","THCA",0.02411499,"Endothelial-Mural",-0.1646697
"EFEMP2-AQP1","THCA",0.00187293,"Endothelial-Mural",-0.8674212
"GNAI2-EDNRA","THCA",0.01100924,"Endothelial-Mural",-0.5678408
"LAMA4-ITGA6","THCA",0.00526421,"Endothelial-Mural",-0.46891
"LUM-ITGB1","THCA",0.01414224,"Endothelial-Mural",-0.3325421
"PGF-NRP1","THCA",0.01254567,"Endothelial-Mural",0.17440328
"PGF-NRP2","THCA",0.01796186,"Endothelial-Mural",2.34501829
"TIMP1-CD63","THCA",0.13135651,"Endothelial-Mural",-0.3912872
"APP-CAV1","UECA",0.11330091,"Endothelial-Mural",0.76232288
"APP-CD74","UECA",0.03395416,"Endothelial-Mural",-0.9089904
"BGN-LY96","UECA",0.0028547,"Endothelial-Mural",-0.8208393
"COL18A1-ITGB1","UECA",0.06800891,"Endothelial-Mural",-0.2285681
"COL18A1-KDR","UECA",0.02212497,"Endothelial-Mural",-0.0284772
"COL1A1-ITGA5","UECA",0.01246148,"Endothelial-Mural",-0.6437109
"COL1A1-ITGAV","UECA",0.00358296,"Endothelial-Mural",-0.7273771
"COL1A2-ITGA1","UECA",0.00471699,"Endothelial-Mural",-0.9863231
"COL1A2-ITGAV","UECA",0.00622186,"Endothelial-Mural",-0.5789523
"COL4A1-CD47","UECA",0.00439374,"Endothelial-Mural",-0.6254995
"COL4A1-ITGA1","UECA",0.00942199,"Endothelial-Mural",-0.8885383
"COL4A1-ITGAV","UECA",0.00951033,"Endothelial-Mural",-0.401435
"COL5A2-ITGB1","UECA",0.0111439,"Endothelial-Mural",-0.815328
"COL6A1-ITGA1","UECA",0.00609487,"Endothelial-Mural",-0.5692431
"COL6A2-ITGA1","UECA",0.01050647,"Endothelial-Mural",-0.5797803
"COL6A2-ITGB1","UECA",0.09147299,"Endothelial-Mural",0.25062477
"COL6A3-ITGA1","UECA",0.00107013,"Endothelial-Mural",-0.8027119
"COL6A3-ITGB1","UECA",0.01005598,"Endothelial-Mural",-0.7284088
"EDN1-EDNRA","UECA",0.00148475,"Endothelial-Mural",-0.7395967
"EFEMP2-AQP1","UECA",0.00186085,"Endothelial-Mural",-0.8687755
"FYN-THY1","UECA",0.00118725,"Endothelial-Mural",-0.5939613
"GNAI2-EDNRA","UECA",0.01199485,"Endothelial-Mural",-0.4961803
"GNAI2-S1PR1","UECA",0.00278278,"Endothelial-Mural",-0.670581
"GNAI2-S1PR3","UECA",0.00891213,"Endothelial-Mural",-0.3344473
"HBEGF-CD44","UECA",0.01337422,"Endothelial-Mural",2.53276741
"ICAM1-CAV1","UECA",0.12779392,"Endothelial-Mural",2.96123648
"LAMA4-ITGAV","UECA",0.00071817,"Endothelial-Mural",-0.8939679
"LAMC1-ITGA1","UECA",0.00263936,"Endothelial-Mural",-0.6750585
"LAMC1-ITGAV","UECA",0.00266428,"Endothelial-Mural",-0.3404195
"LUM-ITGB1","UECA",0.016441,"Endothelial-Mural",-0.2494275
"PGF-NRP1","UECA",0.00095794,"Endothelial-Mural",-0.8819879
"THBS1-ITGA6","UECA",0.01099238,"Endothelial-Mural",0.11076203
"THBS1-ITGB1","UECA",0.03931933,"Endothelial-Mural",0.94460809
"TIMP1-CD63","UECA",0.13774252,"Endothelial-Mural",-0.1689151
"TIMP2-CD44","UECA",0.02121547,"Endothelial-Mural",0.74640661
"TIMP3-CD44","UECA",0.05236527,"Endothelial-Mural",1.24502464
