sample_id,Malignant,Boundary,Normal
GSE251950_21_00734_LI_SING,0.382795338524209,0.394366197183098,0.281852968460111
GSE251950_21_01251_LI_SING,0.437665782493368,0.470219578307773,0.277925616617714
GSE251950_21_01253_LI_SING,0.390904723110024,0.414893617021276,0.279754300442651
GSE251950_21_01254_LI_SING,0.375,0.585253456221198,0.226581473313208
GSE251950_21_01675_LI_SING,0.3,0.472850122850122,0.191221041364018
GSM5494475_HNSCC201125T04,0.329411764705882,0.333333333333333,0.227701757668083
GSM5494476_HNSCC201125T05,0.329008789267841,0.617337627482555,0.367794466403162
GSM5494477_HNSCC201125T07,0.0,0.0,0.371208356499362
GSM5494478_HNSCC201125T10,0.0,0.45360824742268,0.321708726056552
GSM5494480_P210325T3,0.0,0.878787878787878,0.16221938348132
GSM5494481_P210325T5,0.0,0.526315789473684,0.236888143494066
GSM5494482_P210325T6,0.0,0.0,0.241935483870967
GSM5924030_ffpe_c_2,0.493431745606822,0.497095728635152,0.115825328196098
GSM5924031_ffpe_c_3,0.19110529377545,0.465771449170872,0.14359767176432
GSM5924032_ffpe_c_4,0.154378774805867,0.424158688591494,0.166502053460806
GSM5924033_ffpe_c_7,0.239167221371229,0.447205314039484,0.149908647990255
GSM5924034_ffpe_c_10,0.446601941747572,0.35,0.0861608581557017
GSM5924035_ffpe_c_20,0.42828815753344,0.461017511576343,0.158782532228188
GSM5924036_ffpe_c_21,0.450550525374469,0.545733407696597,0.104932241436647
GSM5924037_ffpe_c_34,0.221921215961292,0.448979591836734,0.142086783438751
GSM5924038_ffpe_c_36,0.396624472573839,0.452229299363057,0.0853600791319747
GSM5924039_ffpe_c_39,0.224981431020024,0.47805441333859,0.21551157732566
GSM5924040_ffpe_c_45,0.300109170305676,0.409909909909909,0.156247920860016
GSM5924041_ffpe_c_51,0.170886319351861,0.439607805987116,0.100807613561993
GSM5924042_frozen_a_1,0.53132240242381,0.0,0.173356946084218
GSM5924043_frozen_a_3,0.244670982886566,0.293478260869565,0.333333333333333
GSM5924044_frozen_a_15,0.424544852697782,0.42191575378195,0.299731767681575
GSM5924045_frozen_a_17,0.0,0.0,0.25483594111045
GSM5924046_frozen_b_1,0.40340909090909,0.544303797468354,0.179306376240682
GSM5924048_frozen_b_13,0.394049988940499,0.363661202185792,0.197645185343225
GSM5924049_frozen_b_18,0.415197443035364,0.590163934426229,0.280822862396567
GSM5924050_frozen_c_2,0.495327102803738,0.793103448275862,0.17812544760863
GSM5924051_frozen_c_5,0.362068965517241,0.421965317919075,0.191722964992677
GSM5924052_frozen_c_23,0.226190476190476,0.472135955831608,0.158203848210979
GSM6030901_patient_1,0.579545454545454,0.432624113475177,0.374316613389896
GSM6030902_patient_2,0.0,0.523076923076923,0.370837769424647
GSM6177599_NYU_BRCA0_Vis,0.376543209876543,0.356837333430822,0.261421506910987
GSM6177603_NYU_BRCA2_Vis,0.433566433566433,0.410714285714285,0.204587408585642
GSM6177607_NYU_GIST1_Vis,0.0,0.328189251409065,0.304461494742824
GSM6177612_NYU_LIHC1_Vis,0.241758241758241,1.0,0.71991674423415
