panel,global_anno,gene,celltype,median_pearson_r,row_zscore,is_designated
d,T_NK cell,GZMH,γδ T,0.092991799225635,1.7777198640600695,False
d,T_NK cell,GZMH,MAIT,0.0877479503228755,0.46866794798244144,False
d,T_NK cell,GZMH,ILC3,0.0760188874790265,-2.459324920281866,False
d,T_NK cell,ITGA1,CD8 Tcm/Tn,0.04493639858809065,-1.5592415567840303,False
d,T_NK cell,ITGA1,CD8 Tem/Trm,0.0565592773087132,-0.4381569838826644,False
d,T_NK cell,ITGA1,CD8 Tem/Temra,0.059077272423656804,-0.19528380712004248,False
d,T_NK cell,ITGA1,CD8 Trm,0.0731264228743354,1.1598267649863512,True
d,T_NK cell,ITGA1,CD8 Tex,0.06186047869521755,0.07317030732519128,False
d,T_NK cell,ITGA1,CD8 Cycling Tex,0.0621304878299377,0.09921403390560568,False
d,T_NK cell,ITGA1,ISG15+ CD8 T,0.04135542288907165,-1.9046445080323982,False
d,T_NK cell,ITGA1,CD4 Tcm/Tn,0.0465335257694386,-1.4051906811783414,False
d,T_NK cell,ITGA1,CD4 Tem/Effector,0.0599515106717706,-0.11095917149756963,False
d,T_NK cell,ITGA1,CD4 Th1,0.0680460074714925,0.6697953821455443,False
d,T_NK cell,ITGA1,CD4 Th17,0.0737128334001071,1.216388982456897,False
d,T_NK cell,ITGA1,CD4 Tfh,0.07132830018525954,0.9863888710392914,False
d,T_NK cell,ITGA1,CD4 Treg,0.0554023272083893,-0.549750586488916,False
d,T_NK cell,ITGA1,CD4 Cycling Treg,0.0526264210258263,-0.8175005709717804,False
d,T_NK cell,ITGA1,CD4 CXCL13+ T,0.04140075460642954,-1.9002720379916598,False
d,T_NK cell,ITGA1,NK,0.06704601340454394,0.5733409711174233,False
d,T_NK cell,ITGA1,CD16+ NK,0.07036013668942995,0.8930046772168959,False
d,T_NK cell,ITGA1,CD16- NK,0.0703970422979084,0.8965644070663796,False
d,T_NK cell,ITGA1,γδ T,0.06938199037910454,0.798657591189015,False
d,T_NK cell,ITGA1,MAIT,0.0659664824223431,0.4692148282568704,False
d,T_NK cell,ITGA1,ILC3,0.07194044290906976,1.0454330872419275,False
d,T_NK cell,LAG3,CD8 Tcm/Tn,0.08153014669777815,-1.8421923855793727,False
d,T_NK cell,LAG3,CD8 Tem/Trm,0.09816178762138805,0.08186648372837081,False
d,T_NK cell,LAG3,CD8 Tem/Temra,0.10141665189843349,0.45841083731359267,False
d,T_NK cell,LAG3,CD8 Trm,0.10201831148513901,0.528014821034853,False
d,T_NK cell,LAG3,CD8 Tex,0.1143446080646645,1.9540028139505896,True
d,T_NK cell,LAG3,CD8 Cycling Tex,0.106705868769413,1.0703026331407606,False
d,T_NK cell,LAG3,ISG15+ CD8 T,0.1024173930993405,0.5741832371826546,False
d,T_NK cell,LAG3,CD4 Tcm/Tn,0.0861277545325448,-1.310310524209707,False
d,T_NK cell,LAG3,CD4 Tem/Effector,0.09256951087483956,-0.5650852947065291,False
d,T_NK cell,LAG3,CD4 Th1,0.09407265251217775,-0.39119186997291117,False
d,T_NK cell,LAG3,CD4 Th17,0.09729043103543485,-0.018937843110660553,False
d,T_NK cell,LAG3,CD4 Tfh,0.08660138952265845,-1.2555172775464158,False
d,T_NK cell,LAG3,CD4 Treg,0.10476622948445499,0.8459122565914837,False
d,T_NK cell,LAG3,CD4 Cycling Treg,0.1080705734984765,1.2281807553297357,False
d,T_NK cell,LAG3,CD4 CXCL13+ T,0.0935148220092139,-0.45572541370005826,False
d,T_NK cell,LAG3,NK,0.096224308598413,-0.14227397934289046,False
d,T_NK cell,LAG3,CD16+ NK,0.100819298791936,0.38930505587302294,False
d,T_NK cell,LAG3,CD16- NK,0.0947382871637311,-0.3141868251356508,False
d,T_NK cell,LAG3,γδ T,0.1088246357627065,1.3154156946941613,False
d,T_NK cell,LAG3,MAIT,0.09514946560614974,-0.266618967421704,False
d,T_NK cell,LAG3,ILC3,0.08117261346877755,-1.8835542081133296,False
d,T_NK cell,HAVCR2,CD8 Tcm/Tn,0.0464297210356928,-2.1123973885205127,False
d,T_NK cell,HAVCR2,CD8 Tem/Trm,0.07300660927998265,-0.1951613882526117,False
d,T_NK cell,HAVCR2,CD8 Tem/Temra,0.07665499251688135,0.06803013440651626,False
d,T_NK cell,HAVCR2,CD8 Trm,0.08050760634960935,0.345954693043407,False
d,T_NK cell,HAVCR2,CD8 Tex,0.09595745487150875,1.4604947216803392,False
d,T_NK cell,HAVCR2,CD8 Cycling Tex,0.09833672299065804,1.6321332690675714,True
d,T_NK cell,HAVCR2,ISG15+ CD8 T,0.08030753709202346,0.3315218527626054,False
d,T_NK cell,HAVCR2,CD4 Tcm/Tn,0.052271724945299955,-1.6909597805412893,False
d,T_NK cell,HAVCR2,CD4 Tem/Effector,0.06966071581889641,-0.4365315342866859,False
d,T_NK cell,HAVCR2,CD4 Th1,0.07582940483747244,0.008472882790331595,False
d,T_NK cell,HAVCR2,CD4 Th17,0.07827076606282934,0.18459077845548988,False
d,T_NK cell,HAVCR2,CD4 Tfh,0.06554569908549035,-0.733385633625648,False
d,T_NK cell,HAVCR2,CD4 Treg,0.08132812049069821,0.4051459435601955,False
d,T_NK cell,HAVCR2,CD4 Cycling Treg,0.0990177040279827,1.6812587102500667,False
d,T_NK cell,HAVCR2,CD4 CXCL13+ T,0.06127210927573065,-1.0416790710791373,False
d,T_NK cell,HAVCR2,NK,0.07520223648330124,-0.03677055337846623,False
d,T_NK cell,HAVCR2,CD16+ NK,0.0806796652567732,0.3583668884798744,False
d,T_NK cell,HAVCR2,CD16- NK,0.07601700149311515,0.02200595928980969,False
d,T_NK cell,HAVCR2,γδ T,0.0947825033099417,1.3757346319474364,False
d,T_NK cell,HAVCR2,MAIT,0.07082347841041145,-0.35265074735157836,False
d,T_NK cell,HAVCR2,ILC3,0.058049239717018,-1.2741743686976987,False
d,T_NK cell,IFI44,CD8 Tcm/Tn,0.030514127462172698,-1.0258586873175428,False
d,T_NK cell,IFI44,CD8 Tem/Trm,0.03698992078313905,-0.20688849742883408,False
d,T_NK cell,IFI44,CD8 Tem/Temra,0.04084271645845375,0.2803606548254601,False
d,T_NK cell,IFI44,CD8 Trm,0.0357963316735445,-0.35783740071901415,False
d,T_NK cell,IFI44,CD8 Tex,0.04739583736050545,1.1091101845766789,False
d,T_NK cell,IFI44,CD8 Cycling Tex,0.04971237859759289,1.4020747871806765,False
d,T_NK cell,IFI44,ISG15+ CD8 T,0.057536278644767846,2.3915351651948686,True
d,T_NK cell,IFI44,CD4 Tcm/Tn,0.032235148433215205,-0.8082073816630251,False
d,T_NK cell,IFI44,CD4 Tem/Effector,0.03269684978871145,-0.749817678959201,False
d,T_NK cell,IFI44,CD4 Th1,0.0335064905607822,-0.6474253350439579,False
d,T_NK cell,IFI44,CD4 Th17,0.0375507024587947,-0.13596846452554734,False
d,T_NK cell,IFI44,CD4 Tfh,0.0257853607170365,-1.6238887366498918,False
d,T_NK cell,IFI44,CD4 Treg,0.0498004831050657,1.413217045995738,False
d,T_NK cell,IFI44,CD4 Cycling Treg,0.0482247296403353,1.2139371971392474,False
d,T_NK cell,IFI44,CD4 CXCL13+ T,0.035559933487870496,-0.38773382535998674,False
d,T_NK cell,IFI44,NK,0.03563115863428405,-0.37872623836762476,False
d,T_NK cell,IFI44,CD16+ NK,0.042121663550768546,0.44210447386605295,False
d,T_NK cell,IFI44,CD16- NK,0.0407050282880031,0.2629477292562773,False
d,T_NK cell,IFI44,γδ T,0.036437312665394156,-0.2767748499871091,False
d,T_NK cell,IFI44,MAIT,0.0352006560737238,-0.4331703421700283,False
d,T_NK cell,IFI44,ILC3,0.0268994823360758,-1.4829897998432466,False
d,T_NK cell,LEF1,CD8 Tcm/Tn,0.064426346084974,-1.8752416829570464,False
d,T_NK cell,LEF1,CD8 Tem/Trm,0.07162121162187525,0.07333986333960504,False
d,T_NK cell,LEF1,CD8 Tem/Temra,0.07255623204070255,0.3265709382211161,False
d,T_NK cell,LEF1,CD8 Trm,0.074744523266743,0.9192246687343022,False
d,T_NK cell,LEF1,CD8 Tex,0.07309502042275401,0.47249070464897763,False
d,T_NK cell,LEF1,CD8 Cycling Tex,0.06950217769453655,-0.5005569503827911,False
d,T_NK cell,LEF1,ISG15+ CD8 T,0.0614004164076963,-2.6947525826804286,False
d,T_NK cell,LEF1,CD4 Tcm/Tn,0.06896222035615951,-0.646793304620776,True
d,T_NK cell,LEF1,CD4 Tem/Effector,0.07639358613175755,1.3658394735516817,False
d,T_NK cell,LEF1,CD4 Th1,0.0729917545717095,0.44452327000049036,False
d,T_NK cell,LEF1,CD4 Th17,0.07739988288731656,1.6383742802028414,False
d,T_NK cell,LEF1,CD4 Tfh,0.07308881781034784,0.47081085448200877,False
d,T_NK cell,LEF1,CD4 Treg,0.0734709891701571,0.5743141173891482,False
d,T_NK cell,LEF1,CD4 Cycling Treg,0.07252106730766114,0.31704729256943515,False
d,T_NK cell,LEF1,CD4 CXCL13+ T,0.06809912357289796,-0.8805453401391199,False
d,T_NK cell,LEF1,NK,0.07106918456724245,-0.0761653256312004,False
d,T_NK cell,LEF1,CD16+ NK,0.07202285868143796,0.18211771948912772,False
d,T_NK cell,LEF1,CD16- NK,0.0700950176987654,-0.3399984123222873,False
d,T_NK cell,LEF1,γδ T,0.0747632437114013,0.9242947166472979,False
d,T_NK cell,LEF1,MAIT,0.0726089951283682,0.34086073674808043,False
d,T_NK cell,LEF1,ILC3,0.0675260334175748,-1.0357550372904534,False
d,T_NK cell,AQP3,CD8 Tcm/Tn,-0.015357063629645201,1.4638960614454735,False
d,T_NK cell,AQP3,CD8 Tem/Trm,-0.01891647653536835,0.0041111507441662625,False
d,T_NK cell,AQP3,CD8 Tem/Temra,-0.0237229075476125,-1.9671002967165336,False
d,T_NK cell,AQP3,CD8 Trm,-0.0196236591982534,-0.2859183029135672,False
d,T_NK cell,AQP3,CD8 Tex,-0.0201497066347935,-0.5016606543950749,False
d,T_NK cell,AQP3,CD8 Cycling Tex,-0.0178968835455244,0.422266195144288,False
d,T_NK cell,AQP3,ISG15+ CD8 T,-0.0155591638739624,1.3810107949935455,False
d,T_NK cell,AQP3,CD4 Tcm/Tn,-0.0213139109032968,-0.9791236150430462,False
d,T_NK cell,AQP3,CD4 Tem/Effector,-0.022159737005796452,-1.3260134573316404,True
d,T_NK cell,AQP3,CD4 Th1,-0.0175385115915196,0.5692415488700628,False
d,T_NK cell,AQP3,CD4 Th17,-0.0172178850450887,0.7007367720563179,False
d,T_NK cell,AQP3,CD4 Tfh,-0.016750391158971152,0.8924651662817309,False
d,T_NK cell,AQP3,CD4 Treg,-0.0166211459476555,0.9454711575101243,False
d,T_NK cell,AQP3,CD4 Cycling Treg,-0.02088801059522785,-0.8044535613995291,False
d,T_NK cell,AQP3,CD4 CXCL13+ T,-0.01891623111411765,0.0042118028033743355,False
d,T_NK cell,AQP3,NK,-0.0219368972215787,-1.2346224995751054,False
d,T_NK cell,AQP3,CD16+ NK,-0.0223445710454282,-1.4018175152437065,False
d,T_NK cell,AQP3,CD16- NK,-0.0193349534612674,-0.16751442855343868,False
d,T_NK cell,AQP3,γδ T,-0.0163345531079068,1.0630084913517548,False
d,T_NK cell,AQP3,MAIT,-0.01940662929919195,-0.19691009279230628,False
d,T_NK cell,AQP3,ILC3,-0.015467228521441001,1.418715282763131,False
d,T_NK cell,ANXA1,CD8 Tcm/Tn,-0.00694815246773355,-2.5331148653744413,False
d,T_NK cell,ANXA1,CD8 Tem/Trm,0.008472068694685149,-0.9474999496823825,False
d,T_NK cell,ANXA1,CD8 Tem/Temra,0.0159593891826584,-0.17760132635842374,False
d,T_NK cell,ANXA1,CD8 Trm,0.0269820855499787,0.9558293545038938,False
d,T_NK cell,ANXA1,CD8 Tex,0.031095794533805246,1.3788296639591626,False
d,T_NK cell,ANXA1,CD8 Cycling Tex,0.02823669619575145,1.0848371898890048,False
d,T_NK cell,ANXA1,ISG15+ CD8 T,0.0191224868396264,0.14765048240956283,False
d,T_NK cell,ANXA1,CD4 Tcm/Tn,4.194834538949139e-05,-1.8143438442109168,False
d,T_NK cell,ANXA1,CD4 Tem/Effector,0.0129228842002095,-0.48983599154457635,False
d,T_NK cell,ANXA1,CD4 Th1,0.02371258871597725,0.6196368387029391,True
d,T_NK cell,ANXA1,CD4 Th17,0.021059023620058098,0.34677872911216373,False
d,T_NK cell,ANXA1,CD4 Tfh,0.01927840268686655,0.16368283955754342,False
d,T_NK cell,ANXA1,CD4 Treg,0.018963541400706753,0.13130660147052423,False
d,T_NK cell,ANXA1,CD4 Cycling Treg,0.030113037529742148,1.2777757200675517,False
d,T_NK cell,ANXA1,CD4 CXCL13+ T,0.0036099115069167503,-1.447460934558145,False
d,T_NK cell,ANXA1,NK,0.018483111172192902,0.08190540752802314,False
d,T_NK cell,ANXA1,CD16+ NK,0.023812478962986848,0.6299082520583194,False
d,T_NK cell,ANXA1,CD16- NK,0.02375038903228935,0.6235237314219889,False
d,T_NK cell,ANXA1,γδ T,0.025222852906297298,0.7749327583647972,False
d,T_NK cell,ANXA1,MAIT,0.01609059227506575,-0.1641101073859596,False
d,T_NK cell,ANXA1,ILC3,0.0114369459314599,-0.6426305499306274,False
d,T_NK cell,IL7R,CD8 Tcm/Tn,0.237145417555586,-2.3309436306332016,False
d,T_NK cell,IL7R,CD8 Tem/Trm,0.2748733342849065,0.7969801016267664,False
d,T_NK cell,IL7R,CD8 Tem/Temra,0.2779885463789835,1.0552542573400607,False
d,T_NK cell,IL7R,CD8 Trm,0.27274364009275953,0.6204126793154329,False
d,T_NK cell,IL7R,CD8 Tex,0.27741876570457846,1.0080152192971894,False
d,T_NK cell,IL7R,CD8 Cycling Tex,0.253743022918906,-0.9548792142731264,False
d,T_NK cell,IL7R,ISG15+ CD8 T,0.257581670532934,-0.6366268957619897,False
d,T_NK cell,IL7R,CD4 Tcm/Tn,0.251233031326567,-1.1629761077692,False
d,T_NK cell,IL7R,CD4 Tem/Effector,0.268539516285077,0.27185967741618966,False
d,T_NK cell,IL7R,CD4 Th1,0.270996166626981,0.47553418617416393,False
d,T_NK cell,IL7R,CD4 Th17,0.2788645465790015,1.127881162100251,True
d,T_NK cell,IL7R,CD4 Tfh,0.2605474526985295,-0.39074158788677193,False
d,T_NK cell,IL7R,CD4 Treg,0.28100384071741,1.30524449105958,False
d,T_NK cell,IL7R,CD4 Cycling Treg,0.2500204903376805,-1.263504736547914,False
d,T_NK cell,IL7R,CD4 CXCL13+ T,0.2520743397045885,-1.093225412000795,False
d,T_NK cell,IL7R,NK,0.269259026228454,0.33151238084088946,False
d,T_NK cell,IL7R,CD16+ NK,0.2665424076024475,0.10628457585102859,False
d,T_NK cell,IL7R,CD16- NK,0.26984188576026247,0.37983575303230455,False
d,T_NK cell,IL7R,γδ T,0.2687197104935115,0.2867991119209336,False
d,T_NK cell,IL7R,MAIT,0.28086887469083,1.2940548078173983,False
d,T_NK cell,IL7R,ILC3,0.250463561941743,-1.2267708189192035,False
d,T_NK cell,AREG,CD8 Tcm/Tn,-0.014433435276710701,-0.9026819303455595,False
d,T_NK cell,AREG,CD8 Tem/Trm,-0.01296566760180395,-0.2552762353635355,False
d,T_NK cell,AREG,CD8 Tem/Temra,-0.015439378728107248,-1.3463853381790731,False
d,T_NK cell,AREG,CD8 Trm,-0.012276473220958501,0.04871490351837316,False
d,T_NK cell,AREG,CD8 Tex,-0.0145443521430867,-0.9516053479878948,False
d,T_NK cell,AREG,CD8 Cycling Tex,-0.0081200168631872,1.882052401659106,False
d,T_NK cell,AREG,ISG15+ CD8 T,-0.01162305619600555,0.33692529974448393,False
d,T_NK cell,AREG,CD4 Tcm/Tn,-0.01417160054008555,-0.7871913779010045,False
d,T_NK cell,AREG,CD4 Tem/Effector,-0.0130703930017186,-0.301468709467669,False
d,T_NK cell,AREG,CD4 Th1,-0.01106959795704835,0.5810456887960939,False
d,T_NK cell,AREG,CD4 Th17,-0.01205095887091135,0.14818519232274444,False
d,T_NK cell,AREG,CD4 Tfh,-0.0077198764881880495,2.0585470622212076,True
d,T_NK cell,AREG,CD4 Treg,-0.0149882397658507,-1.1473961259308023,False
d,T_NK cell,AREG,CD4 Cycling Treg,-0.0091225315852347,1.4398613441417047,False
d,T_NK cell,AREG,CD4 CXCL13+ T,-0.0148351194200583,-1.079857519121033,False
d,T_NK cell,AREG,NK,-0.01250954630845765,-0.054089407254841716,False
d,T_NK cell,AREG,CD16+ NK,-0.01345034260723495,-0.46905758788678664,False
d,T_NK cell,AREG,CD16- NK,-0.0116936657365395,0.3057807123256013,False
d,T_NK cell,AREG,γδ T,-0.01478906157975065,-1.0595422412854998,False
d,T_NK cell,AREG,MAIT,-0.01240714650409035,-0.008922711158576496,False
d,T_NK cell,AREG,ILC3,-0.008844804037740451,1.5623619271529712,False
d,T_NK cell,CD4,CD8 Tcm/Tn,0.141622277078477,-2.247696849291252,False
d,T_NK cell,CD4,CD8 Tem/Trm,0.176001471103997,0.2682336365228939,False
d,T_NK cell,CD4,CD8 Tem/Temra,0.1796563286283125,0.5357026021975037,False
d,T_NK cell,CD4,CD8 Trm,0.1793662530333815,0.5144743549053822,False
d,T_NK cell,CD4,CD8 Tex,0.1950839761011005,1.6647252480561667,False
d,T_NK cell,CD4,CD8 Cycling Tex,0.18049571557586,0.5971304300041015,False
d,T_NK cell,CD4,ISG15+ CD8 T,0.179541437345609,0.5272946540503365,False
d,T_NK cell,CD4,CD4 Tcm/Tn,0.155174706508288,-1.255905990727325,False
d,T_NK cell,CD4,CD4 Tem/Effector,0.1637412705325495,-0.6289896188275262,False
d,T_NK cell,CD4,CD4 Th1,0.1704261893246545,-0.1397753873430968,False
d,T_NK cell,CD4,CD4 Th17,0.174785287669156,0.17923117248062156,False
d,T_NK cell,CD4,CD4 Tfh,0.15894363673810202,-0.9800889818394265,False
d,T_NK cell,CD4,CD4 Treg,0.1825109591357365,0.744609533349871,True
d,T_NK cell,CD4,CD4 Cycling Treg,0.188585784970128,1.1891760784937626,False
d,T_NK cell,CD4,CD4 CXCL13+ T,0.1630856601788035,-0.6769683490612994,False
d,T_NK cell,CD4,NK,0.172629064727768,0.021434947577184085,False
d,T_NK cell,CD4,CD16+ NK,0.181617095001943,0.6791949682871318,False
d,T_NK cell,CD4,CD16- NK,0.175094990868676,0.2018958027406609,False
d,T_NK cell,CD4,γδ T,0.1867930356913115,1.0579795018477935,False
d,T_NK cell,CD4,MAIT,0.171762573640745,-0.0419764093007348,False
d,T_NK cell,CD4,ILC3,0.142141743906172,-2.209681344122721,False
d,T_NK cell,FOXP3,CD8 Tcm/Tn,0.0575450737926549,-1.176987278519407,False
d,T_NK cell,FOXP3,CD8 Tem/Trm,0.0658280511852473,-0.19967956711967302,False
d,T_NK cell,FOXP3,CD8 Tem/Temra,0.066325061510118,-0.14103736636034073,False
d,T_NK cell,FOXP3,CD8 Trm,0.0679488879710257,0.0505577626616585,False
d,T_NK cell,FOXP3,CD8 Tex,0.07331426173971205,0.6836177011529154,False
d,T_NK cell,FOXP3,CD8 Cycling Tex,0.07072825600630765,0.37849513167201043,False
d,T_NK cell,FOXP3,ISG15+ CD8 T,0.06686815996098025,-0.07695723201739148,False
d,T_NK cell,FOXP3,CD4 Tcm/Tn,0.0596977415594432,-0.9229942143290684,False
d,T_NK cell,FOXP3,CD4 Tem/Effector,0.06495118705488934,-0.30314068210654477,False
d,T_NK cell,FOXP3,CD4 Th1,0.06543950575490455,-0.24552400533372593,False
d,T_NK cell,FOXP3,CD4 Th17,0.0667518285677667,-0.09068316199121458,False
d,T_NK cell,FOXP3,CD4 Tfh,0.06293195091652695,-0.5413901612036911,False
d,T_NK cell,FOXP3,CD4 Treg,0.07878361180522919,1.3289457929758968,False
d,T_NK cell,FOXP3,CD4 Cycling Treg,0.09823040688466836,3.6234712869297048,True
d,T_NK cell,FOXP3,CD4 CXCL13+ T,0.064114690902115,-0.40183878327408984,False
d,T_NK cell,FOXP3,NK,0.06339352217654246,-0.48692941232164466,False
d,T_NK cell,FOXP3,CD16+ NK,0.0652591346085637,-0.26680597966225367,False
d,T_NK cell,FOXP3,CD16- NK,0.0645214094131779,-0.35385010500167635,False
d,T_NK cell,FOXP3,γδ T,0.07370114301618669,0.7292657860110223,False
d,T_NK cell,FOXP3,MAIT,0.06433994284804165,-0.3752613276892432,False
d,T_NK cell,FOXP3,ILC3,0.0572544819313966,-1.211274184473264,False
d,T_NK cell,CXCL13,CD8 Tcm/Tn,0.174199769089007,-0.6382834164951867,False
d,T_NK cell,CXCL13,CD8 Tem/Trm,0.198480834882287,0.8358259876451021,False
d,T_NK cell,CXCL13,CD8 Tem/Temra,0.19680916461872,0.7343384797603465,False
d,T_NK cell,CXCL13,CD8 Trm,0.168508704716712,-0.9837893173559968,False
d,T_NK cell,CXCL13,CD8 Tex,0.200957360793282,0.986176477449598,False
d,T_NK cell,CXCL13,CD8 Cycling Tex,0.207771544196373,1.3998672075662775,False
d,T_NK cell,CXCL13,ISG15+ CD8 T,0.194495066827189,0.5938490405554083,False
d,T_NK cell,CXCL13,CD4 Tcm/Tn,0.189878189265103,0.3135572819490444,False
d,T_NK cell,CXCL13,CD4 Tem/Effector,0.183314048394672,-0.08495330525433757,False
d,T_NK cell,CXCL13,CD4 Th1,0.172287944851089,-0.7543507305155719,False
d,T_NK cell,CXCL13,CD4 Th17,0.174573417649969,-0.6155991215697962,False
d,T_NK cell,CXCL13,CD4 Tfh,0.154245242643111,-1.8497275655902519,False
d,T_NK cell,CXCL13,CD4 Treg,0.198731261818047,0.8510294677640042,False
d,T_NK cell,CXCL13,CD4 Cycling Treg,0.207870791051321,1.4058925082452405,False
d,T_NK cell,CXCL13,CD4 CXCL13+ T,0.211543959910492,1.6288914821946363,True
d,T_NK cell,CXCL13,NK,0.185167587552396,0.02757550738532162,False
d,T_NK cell,CXCL13,CD16+ NK,0.178358185977474,-0.3858249167813267,False
d,T_NK cell,CXCL13,CD16- NK,0.170650416614086,-0.8537654676717744,False
d,T_NK cell,CXCL13,γδ T,0.180373238810483,-0.2634905696704102,False
d,T_NK cell,CXCL13,MAIT,0.179977280299753,-0.28752930706710383,False
d,T_NK cell,CXCL13,ILC3,0.150786812127197,-2.059689722543245,False
d,T_NK cell,NKG7,CD8 Tcm/Tn,0.14156223528300899,-1.7510579158355657,False
d,T_NK cell,NKG7,CD8 Tem/Trm,0.1624476182564285,0.6658145661595402,False
d,T_NK cell,NKG7,CD8 Tem/Temra,0.16743777421370648,1.243279227897291,False
d,T_NK cell,NKG7,CD8 Trm,0.157096623307516,0.04659334049273621,False
d,T_NK cell,NKG7,CD8 Tex,0.167828430254361,1.2884862435304114,False
d,T_NK cell,NKG7,CD8 Cycling Tex,0.15456955803897948,-0.24584058401343759,False
d,T_NK cell,NKG7,ISG15+ CD8 T,0.159813464519674,0.36098828225519397,False
d,T_NK cell,NKG7,CD4 Tcm/Tn,0.1475620149586375,-1.0567588256769191,False
d,T_NK cell,NKG7,CD4 Tem/Effector,0.156264586749567,-0.049690565982914194,False
d,T_NK cell,NKG7,CD4 Th1,0.15606592524132,-0.07267982756958737,False
d,T_NK cell,NKG7,CD4 Th17,0.1578070217642945,0.12880119292354308,False
d,T_NK cell,NKG7,CD4 Tfh,0.14497523165648502,-1.356103366680236,False
d,T_NK cell,NKG7,CD4 Treg,0.161993415551335,0.613253881943919,False
d,T_NK cell,NKG7,CD4 Cycling Treg,0.1475580528321085,-1.057217325987415,False
d,T_NK cell,NKG7,CD4 CXCL13+ T,0.1525135672893895,-0.483761405108486,False
d,T_NK cell,NKG7,NK,0.162523925918022,0.6746449470869783,True
d,T_NK cell,NKG7,CD16+ NK,0.1666183202014725,1.148451383229593,False
d,T_NK cell,NKG7,CD16- NK,0.164387341187767,0.8902807864540535,False
d,T_NK cell,NKG7,γδ T,0.163781259745588,0.8201445786902515,False
d,T_NK cell,NKG7,MAIT,0.161861223659062,0.5979565351256151,False
d,T_NK cell,NKG7,ILC3,0.1359061437715025,-2.405585148934607,False
d,T_NK cell,IGFBP7,CD8 Tcm/Tn,0.1886167150820095,-1.788735755950835,False
d,T_NK cell,IGFBP7,CD8 Tem/Trm,0.2240370750929115,-0.7012875159739077,False
d,T_NK cell,IGFBP7,CD8 Tem/Temra,0.253804268030932,0.21260160202322148,False
d,T_NK cell,IGFBP7,CD8 Trm,0.28732754985771447,1.2418072286618198,False
d,T_NK cell,IGFBP7,CD8 Tex,0.27255240328479047,0.7881922137048282,False
d,T_NK cell,IGFBP7,CD8 Cycling Tex,0.234877202709992,-0.3684823808851837,False
d,T_NK cell,IGFBP7,ISG15+ CD8 T,0.19463179434647848,-1.6040654884138807,False
d,T_NK cell,IGFBP7,CD4 Tcm/Tn,0.2040003495889725,-1.3164394194964264,False
d,T_NK cell,IGFBP7,CD4 Tem/Effector,0.25268564324459597,0.17825845715622265,False
d,T_NK cell,IGFBP7,CD4 Th1,0.270596474651021,0.7281428198065607,False
d,T_NK cell,IGFBP7,CD4 Th17,0.288295522742471,1.271525176462178,False
d,T_NK cell,IGFBP7,CD4 Tfh,0.27169358060841,0.7618253103872226,False
d,T_NK cell,IGFBP7,CD4 Treg,0.232960072602449,-0.4273406127216961,False
d,T_NK cell,IGFBP7,CD4 Cycling Treg,0.2138318000107115,-1.0146019041733223,False
d,T_NK cell,IGFBP7,CD4 CXCL13+ T,0.18618747145338949,-1.8633164972986056,False
d,T_NK cell,IGFBP7,NK,0.26004791799388904,0.4042892686974137,False
d,T_NK cell,IGFBP7,CD16+ NK,0.285112100861552,1.1737902432078597,True
d,T_NK cell,IGFBP7,CD16- NK,0.2605233305449215,0.41888501367922804,False
d,T_NK cell,IGFBP7,γδ T,0.270274372218332,0.7182538823871749,False
d,T_NK cell,IGFBP7,MAIT,0.2540524342848445,0.2202206086046269,False
d,T_NK cell,IGFBP7,ILC3,0.27835951911151247,0.9664777501354949,False
d,T_NK cell,IRF8,CD8 Tcm/Tn,0.1260383771969875,-2.523345432247949,False
d,T_NK cell,IRF8,CD8 Tem/Trm,0.1453797990988535,1.0083740524864777,False
d,T_NK cell,IRF8,CD8 Tem/Temra,0.14656795476345702,1.225329793014166,False
d,T_NK cell,IRF8,CD8 Trm,0.139469110353963,-0.07091033076335504,False
d,T_NK cell,IRF8,CD8 Tex,0.14451758053306452,0.8509340191555784,False
d,T_NK cell,IRF8,CD8 Cycling Tex,0.13952129716505451,-0.06138108423157572,False
d,T_NK cell,IRF8,ISG15+ CD8 T,0.1451527660019315,0.9669180925189369,False
d,T_NK cell,IRF8,CD4 Tcm/Tn,0.1343393597139135,-1.0075963913442394,False
d,T_NK cell,IRF8,CD4 Tem/Effector,0.143396852644396,0.6462905063064015,False
d,T_NK cell,IRF8,CD4 Th1,0.136870566728733,-0.5454011515375954,False
d,T_NK cell,IRF8,CD4 Th17,0.142106260098422,0.4106299191688228,False
d,T_NK cell,IRF8,CD4 Tfh,0.133156011348876,-1.2236743249747737,False
d,T_NK cell,IRF8,CD4 Treg,0.145699209145175,1.0666979280493554,False
d,T_NK cell,IRF8,CD4 Cycling Treg,0.138620885114011,-0.225795200271994,False
d,T_NK cell,IRF8,CD4 CXCL13+ T,0.14169458815303,0.33545913605699573,False
d,T_NK cell,IRF8,NK,0.14208827113183448,0.40734515633547175,False
d,T_NK cell,IRF8,CD16+ NK,0.14076910875981952,0.16646775464225738,False
d,T_NK cell,IRF8,CD16- NK,0.140001916410558,0.02637938977573013,True
d,T_NK cell,IRF8,γδ T,0.1407788588280765,0.1682481049296045,False
d,T_NK cell,IRF8,MAIT,0.143366810011795,0.6408047591122172,False
d,T_NK cell,IRF8,ILC3,0.127470866381174,-2.261774696180467,False
