global_anno,gene,sub_anno,median_pearson_r,is_designated
Fibroblast,POSTN,tCAF,0.256285893132705,False
Fibroblast,POSTN,HSP+ tCAF,0.254834144386865,False
Fibroblast,TOP2A,apCAF,-0.09185250280975041,False
Fibroblast,TOP2A,iCAF,-0.09041723744022424,False
Fibroblast,TOP2A,IL6+ iCAF,-0.09012512628442171,False
Fibroblast,TOP2A,Pl16+ iCAF,-0.09373953731123424,False
Fibroblast,TOP2A,myoCAF,-0.0554103243845428,False
Fibroblast,TOP2A,pnCAF,-0.08227433604374565,False
Fibroblast,TOP2A,vCAF,-0.07472457679443495,False
Fibroblast,TOP2A,mCAF,-0.0620714520750357,False
Fibroblast,TOP2A,cyc mCAF,0.0186349012762548,True
Fibroblast,TOP2A,CXCL14+ mCAF,-0.06122966351249995,False
Fibroblast,TOP2A,ISG15 + mCAF,-0.040454441382112405,False
Fibroblast,TOP2A,tCAF,-0.04921443322310365,False
Fibroblast,TOP2A,HSP+ tCAF,-0.0884266391967882,False
Fibroblast,CXCL14,apCAF,0.054443526765731,False
Fibroblast,CXCL14,iCAF,0.0467946778692443,False
Fibroblast,CXCL14,IL6+ iCAF,0.045539520607668,False
Fibroblast,CXCL14,Pl16+ iCAF,0.062280921896424,False
Fibroblast,CXCL14,myoCAF,0.0297637437695506,False
Fibroblast,CXCL14,pnCAF,0.041734867624751,False
Fibroblast,CXCL14,vCAF,0.0401796605914989,False
Fibroblast,CXCL14,mCAF,0.0477514059958437,False
Fibroblast,CXCL14,cyc mCAF,0.0267053035433771,False
Fibroblast,CXCL14,CXCL14+ mCAF,0.0633655671918345,True
Fibroblast,CXCL14,ISG15 + mCAF,0.0163423526407728,False
Fibroblast,CXCL14,tCAF,0.0191678172493728,False
Fibroblast,CXCL14,HSP+ tCAF,0.0475433850801166,False
Fibroblast,ISG15,apCAF,0.04452279522833305,False
Fibroblast,ISG15,iCAF,0.0042260038622481,False
Fibroblast,ISG15,IL6+ iCAF,0.01420120275729015,False
Fibroblast,ISG15,Pl16+ iCAF,0.016715979571578297,False
Fibroblast,ISG15,myoCAF,0.0466580187529904,False
Fibroblast,ISG15,pnCAF,0.01094435249673135,False
Fibroblast,ISG15,vCAF,0.03350126284792105,False
Fibroblast,ISG15,mCAF,0.03688309081420805,False
Fibroblast,ISG15,cyc mCAF,0.0538224471690608,False
Fibroblast,ISG15,CXCL14+ mCAF,0.052276169057681246,False
Fibroblast,ISG15,ISG15 + mCAF,0.0936248853234013,True
Fibroblast,ISG15,tCAF,0.06698397377863155,False
Fibroblast,ISG15,HSP+ tCAF,0.030839892966492297,False
Fibroblast,NDRG1,apCAF,-0.0703020821802536,False
Fibroblast,NDRG1,iCAF,-0.08052275898215425,False
Fibroblast,NDRG1,IL6+ iCAF,-0.0740019265246505,False
Fibroblast,NDRG1,Pl16+ iCAF,-0.07046395463298194,False
Fibroblast,NDRG1,myoCAF,-0.060690126609214995,False
Fibroblast,NDRG1,pnCAF,-0.057821186437701455,False
Fibroblast,NDRG1,vCAF,-0.0684936733280573,False
Fibroblast,NDRG1,mCAF,-0.06313658058355251,False
Fibroblast,NDRG1,cyc mCAF,-0.02389402661529455,False
Fibroblast,NDRG1,CXCL14+ mCAF,-0.0444399484282757,False
Fibroblast,NDRG1,ISG15 + mCAF,-0.04734275014401735,False
Fibroblast,NDRG1,tCAF,-0.01136514784053705,True
Fibroblast,NDRG1,HSP+ tCAF,-0.0564981093884529,False
Fibroblast,PDPN,apCAF,0.142667953053837,False
Fibroblast,PDPN,iCAF,0.0744990576970911,False
Fibroblast,PDPN,IL6+ iCAF,0.103147814763111,False
Fibroblast,PDPN,Pl16+ iCAF,0.121127962550605,False
Fibroblast,PDPN,myoCAF,0.0747215939417304,False
Fibroblast,PDPN,pnCAF,0.0901097690173939,False
Fibroblast,PDPN,vCAF,0.0799028562110373,False
Fibroblast,PDPN,mCAF,0.152057038106042,False
Fibroblast,PDPN,cyc mCAF,0.106650556957461,False
Fibroblast,PDPN,CXCL14+ mCAF,0.107962826047121,False
Fibroblast,PDPN,ISG15 + mCAF,0.135476994976795,False
Fibroblast,PDPN,tCAF,0.144310475175497,False
Fibroblast,PDPN,HSP+ tCAF,0.132455531480534,True
Endothelial,GJA5,Arterial EC,0.210771407176882,True
Endothelial,GJA5,Capillary EC,0.1254813086945315,False
Endothelial,GJA5,Venous EC,0.12120632205418999,False
Endothelial,GJA5,Venous iEC,0.1074750025712535,False
Endothelial,GJA5,Lymphatic EC,0.0983069382355754,False
Endothelial,GJA5,Tip EC,0.11748047889524199,False
Endothelial,GJA5,PGF+ Tip EC,0.106709050423558,False
Endothelial,GJA5,Fibrosis PGF+ TipEC,0.15606385492636698,False
Endothelial,GJA5,TMEM100+ EC,0.07533343971461195,False
Endothelial,GJA5,SPRY1+ EC,0.119290785723428,False
Endothelial,GJA5,HMOX1+ iEC,0.08769620466161404,False
Endothelial,GJA5,CCL2+ iEC,0.06197468629448695,False
Endothelial,GJA5,CD14+ EC,0.09640491029999884,False
Endothelial,GJA5,HMGB2+ cycEC,0.09494829478547695,False
Endothelial,RGCC,Arterial EC,0.07275529910684395,False
Endothelial,RGCC,Capillary EC,0.1047893048007795,True
Endothelial,RGCC,Venous EC,0.0765184887189401,False
Endothelial,RGCC,Venous iEC,0.06669448158788215,False
Endothelial,RGCC,Lymphatic EC,0.07076505603398855,False
Endothelial,RGCC,Tip EC,0.12851268688401601,False
Endothelial,RGCC,PGF+ Tip EC,0.118030284794522,False
Endothelial,RGCC,Fibrosis PGF+ TipEC,0.10616557018388201,False
Endothelial,RGCC,TMEM100+ EC,0.08360181335747979,False
Endothelial,RGCC,SPRY1+ EC,0.0956771660873881,False
Endothelial,RGCC,HMOX1+ iEC,0.09585734775895115,False
Endothelial,RGCC,CCL2+ iEC,0.08739270760753096,False
Endothelial,RGCC,CD14+ EC,0.08354231447133526,False
Endothelial,RGCC,HMGB2+ cycEC,0.1027822263623375,False
Endothelial,CLU,Arterial EC,0.03286638902228365,False
Endothelial,CLU,Capillary EC,0.026610274383192703,False
Endothelial,CLU,Venous EC,0.043368116514648794,True
Endothelial,CLU,Venous iEC,0.040842732252378694,False
Endothelial,CLU,Lymphatic EC,0.03590048604932835,False
Endothelial,CLU,Tip EC,-0.00486352803080755,False
Endothelial,CLU,PGF+ Tip EC,-0.01883345437385195,False
Endothelial,CLU,Fibrosis PGF+ TipEC,0.01743243268275085,False
Endothelial,CLU,TMEM100+ EC,0.0039701785904101995,False
Endothelial,CLU,SPRY1+ EC,0.042155425815955994,False
Endothelial,CLU,HMOX1+ iEC,0.00033026131225285,False
Endothelial,CLU,CCL2+ iEC,-0.020461916608276,False
Endothelial,CLU,CD14+ EC,0.01397605218609805,False
Endothelial,CLU,HMGB2+ cycEC,-0.0138320912474728,False
Endothelial,SELE,Arterial EC,0.06768679995254376,False
Endothelial,SELE,Capillary EC,0.08721952633260625,False
Endothelial,SELE,Venous EC,0.08667335807015475,False
Endothelial,SELE,Venous iEC,0.1016346921008615,True
Endothelial,SELE,Lymphatic EC,0.0637043839147438,False
Endothelial,SELE,Tip EC,0.07577457608776565,False
Endothelial,SELE,PGF+ Tip EC,0.0652126257166939,False
Endothelial,SELE,Fibrosis PGF+ TipEC,0.09039162387967964,False
Endothelial,SELE,TMEM100+ EC,0.05808920227296255,False
Endothelial,SELE,SPRY1+ EC,0.08007383502911006,False
Endothelial,SELE,HMOX1+ iEC,0.08609794398382715,False
Endothelial,SELE,CCL2+ iEC,0.0735022215368973,False
Endothelial,SELE,CD14+ EC,0.06723517662299115,False
Endothelial,SELE,HMGB2+ cycEC,0.0770993146437707,False
Endothelial,PDPN,Arterial EC,0.052322128669477,False
Endothelial,PDPN,Capillary EC,0.0880279940302423,False
Endothelial,PDPN,Venous EC,0.070359278703269,False
Endothelial,PDPN,Venous iEC,0.0649750137558084,False
Endothelial,PDPN,Lymphatic EC,0.107890905030443,True
Endothelial,PDPN,Tip EC,0.0671736971226549,False
Endothelial,PDPN,PGF+ Tip EC,0.0837620569209599,False
Endothelial,PDPN,Fibrosis PGF+ TipEC,0.0370934057450847,False
Endothelial,PDPN,TMEM100+ EC,0.062115410634889,False
Endothelial,PDPN,SPRY1+ EC,0.0771778421958863,False
Endothelial,PDPN,HMOX1+ iEC,0.0838508359444182,False
Endothelial,PDPN,CCL2+ iEC,0.0541427854626128,False
Endothelial,PDPN,CD14+ EC,0.0734365788640639,False
Endothelial,PDPN,HMGB2+ cycEC,0.0698340253225268,False
Endothelial,KDR,Arterial EC,0.119786941962439,False
Endothelial,KDR,Capillary EC,0.128277506783069,False
Endothelial,KDR,Venous EC,0.1002631350448651,False
Endothelial,KDR,Venous iEC,0.09456559141936349,False
Endothelial,KDR,Lymphatic EC,0.09573418048978916,False
Endothelial,KDR,Tip EC,0.1648863393073165,True
Endothelial,KDR,PGF+ Tip EC,0.14156146709475248,False
Endothelial,KDR,Fibrosis PGF+ TipEC,0.16144030311749952,False
Endothelial,KDR,TMEM100+ EC,0.08334809125509729,False
Endothelial,KDR,SPRY1+ EC,0.117328502843333,False
Endothelial,KDR,HMOX1+ iEC,0.1141613389598015,False
Endothelial,KDR,CCL2+ iEC,0.0837650621991736,False
Endothelial,KDR,CD14+ EC,0.09895974095741535,False
Endothelial,KDR,HMGB2+ cycEC,0.133056248692604,False
Endothelial,COL4A1,Arterial EC,0.268565567790362,False
Endothelial,COL4A1,Capillary EC,0.2939422548300205,False
Endothelial,COL4A1,Venous EC,0.24434217273606001,False
Endothelial,COL4A1,Venous iEC,0.218735793716137,False
Endothelial,COL4A1,Lymphatic EC,0.246158197890661,False
Endothelial,COL4A1,Tip EC,0.345224689112254,False
Endothelial,COL4A1,PGF+ Tip EC,0.3511954977673615,True
Endothelial,COL4A1,Fibrosis PGF+ TipEC,0.304429322499563,False
Endothelial,COL4A1,TMEM100+ EC,0.189897172730359,False
Endothelial,COL4A1,SPRY1+ EC,0.26858922444197997,False
Endothelial,COL4A1,HMOX1+ iEC,0.2537615115870495,False
Endothelial,COL4A1,CCL2+ iEC,0.19578962174992248,False
Endothelial,COL4A1,CD14+ EC,0.224711006118557,False
Endothelial,COL4A1,HMGB2+ cycEC,0.318662591943182,False
Endothelial,NOTCH3,Arterial EC,0.1738304087406995,False
Endothelial,NOTCH3,Capillary EC,0.1509266311666495,False
Endothelial,NOTCH3,Venous EC,0.1285390736920315,False
Endothelial,NOTCH3,Venous iEC,0.1258373352876645,False
Endothelial,NOTCH3,Lymphatic EC,0.106062793493381,False
Endothelial,NOTCH3,Tip EC,0.150453975816677,False
Endothelial,NOTCH3,PGF+ Tip EC,0.1439769668722765,False
Endothelial,NOTCH3,Fibrosis PGF+ TipEC,0.1811358731685635,True
Endothelial,NOTCH3,TMEM100+ EC,0.0797213276308964,False
Endothelial,NOTCH3,SPRY1+ EC,0.1384571293243205,False
Endothelial,NOTCH3,HMOX1+ iEC,0.11724853933774901,False
Endothelial,NOTCH3,CCL2+ iEC,0.0850261960995308,False
Endothelial,NOTCH3,CD14+ EC,0.1074730278099965,False
Endothelial,NOTCH3,HMGB2+ cycEC,0.13496533306534603,False
Endothelial,TMEM100,Arterial EC,0.0447753441866182,False
Endothelial,TMEM100,Capillary EC,0.0419998387558262,False
Endothelial,TMEM100,Venous EC,0.0382643750348078,False
Endothelial,TMEM100,Venous iEC,0.0334335196516838,False
Endothelial,TMEM100,Lymphatic EC,0.0343213993108663,False
Endothelial,TMEM100,Tip EC,0.0350830469880142,False
Endothelial,TMEM100,PGF+ Tip EC,0.0222276189469044,False
Endothelial,TMEM100,Fibrosis PGF+ TipEC,0.0399904425303224,False
Endothelial,TMEM100,TMEM100+ EC,0.0340904568594978,True
Endothelial,TMEM100,SPRY1+ EC,0.0428604303101899,False
Endothelial,TMEM100,HMOX1+ iEC,0.0206367716019539,False
Endothelial,TMEM100,CCL2+ iEC,0.0213362927474636,False
Endothelial,TMEM100,CD14+ EC,0.0367585432235384,False
Endothelial,TMEM100,HMGB2+ cycEC,0.0210128089701715,False
Endothelial,SPRY1,Arterial EC,0.1093292313045395,False
Endothelial,SPRY1,Capillary EC,0.13309153297313248,False
Endothelial,SPRY1,Venous EC,0.112234630149412,False
Endothelial,SPRY1,Venous iEC,0.117074165316066,False
Endothelial,SPRY1,Lymphatic EC,0.09852859004973974,False
Endothelial,SPRY1,Tip EC,0.146002969224152,False
Endothelial,SPRY1,PGF+ Tip EC,0.132318653110556,False
Endothelial,SPRY1,Fibrosis PGF+ TipEC,0.14235729531650398,False
Endothelial,SPRY1,TMEM100+ EC,0.09559141269736651,False
Endothelial,SPRY1,SPRY1+ EC,0.12694398958255199,True
Endothelial,SPRY1,HMOX1+ iEC,0.1129904202820235,False
Endothelial,SPRY1,CCL2+ iEC,0.10167864381320099,False
Endothelial,SPRY1,CD14+ EC,0.105414057245003,False
Endothelial,SPRY1,HMGB2+ cycEC,0.1156248886918245,False
Endothelial,HMOX1,Arterial EC,0.0121830233267484,False
Endothelial,HMOX1,Capillary EC,0.04686099064995095,False
Endothelial,HMOX1,Venous EC,0.0264101764079341,False
Endothelial,HMOX1,Venous iEC,0.029297487945808,False
Endothelial,HMOX1,Lymphatic EC,0.03242156581247975,False
Endothelial,HMOX1,Tip EC,0.033519212791980196,False
Endothelial,HMOX1,PGF+ Tip EC,0.0441332573040678,False
Endothelial,HMOX1,Fibrosis PGF+ TipEC,0.014984425241933951,False
Endothelial,HMOX1,TMEM100+ EC,0.051024395288444754,False
Endothelial,HMOX1,SPRY1+ EC,0.043086892185377396,False
Endothelial,HMOX1,HMOX1+ iEC,0.09481646936908014,True
Endothelial,HMOX1,CCL2+ iEC,0.0739777557824422,False
Endothelial,HMOX1,CD14+ EC,0.05536745411329335,False
Endothelial,HMOX1,HMGB2+ cycEC,0.0366341633661705,False
Endothelial,CCL2,Arterial EC,0.101709812238256,False
Endothelial,CCL2,Capillary EC,0.129798404233037,False
Endothelial,CCL2,Venous EC,0.118170753988586,False
Endothelial,CCL2,Venous iEC,0.120791586321481,False
Endothelial,CCL2,Lymphatic EC,0.125523383303169,False
Endothelial,CCL2,Tip EC,0.115397522344424,False
Endothelial,CCL2,PGF+ Tip EC,0.115359182968435,False
Endothelial,CCL2,Fibrosis PGF+ TipEC,0.0860105995801685,False
Endothelial,CCL2,TMEM100+ EC,0.114342987816805,False
Endothelial,CCL2,SPRY1+ EC,0.112455070245284,False
Endothelial,CCL2,HMOX1+ iEC,0.112975585648024,False
Endothelial,CCL2,CCL2+ iEC,0.122393276418552,True
Endothelial,CCL2,CD14+ EC,0.12971410470796,False
Endothelial,CCL2,HMGB2+ cycEC,0.104611401545979,False
Endothelial,FCN3,Arterial EC,0.03237438939493195,False
Endothelial,FCN3,Capillary EC,0.0376384108236014,False
Endothelial,FCN3,Venous EC,0.02239647763085405,False
Endothelial,FCN3,Venous iEC,0.02070878547153015,False
Endothelial,FCN3,Lymphatic EC,0.0210202694593849,False
Endothelial,FCN3,Tip EC,0.0585800539059599,False
Endothelial,FCN3,PGF+ Tip EC,0.04574721605297885,False
Endothelial,FCN3,Fibrosis PGF+ TipEC,0.05338727731795065,False
Endothelial,FCN3,TMEM100+ EC,0.03016582472814515,False
Endothelial,FCN3,SPRY1+ EC,0.034509552372114005,False
Endothelial,FCN3,HMOX1+ iEC,0.03152891788564305,False
Endothelial,FCN3,CCL2+ iEC,0.0225218250110573,False
Endothelial,FCN3,CD14+ EC,0.051819892612212204,True
Endothelial,FCN3,HMGB2+ cycEC,0.0469212501273834,False
Endothelial,TOP2A,Arterial EC,-0.0713815885288909,False
Endothelial,TOP2A,Capillary EC,-0.0811597783602912,False
Endothelial,TOP2A,Venous EC,-0.09189172333652701,False
Endothelial,TOP2A,Venous iEC,-0.07878462915675175,False
Endothelial,TOP2A,Lymphatic EC,-0.07335896664028005,False
Endothelial,TOP2A,Tip EC,-0.04739823178045725,False
Endothelial,TOP2A,PGF+ Tip EC,-0.04532187096215255,False
Endothelial,TOP2A,Fibrosis PGF+ TipEC,-0.054202471283018,False
Endothelial,TOP2A,TMEM100+ EC,-0.08373927321360825,False
Endothelial,TOP2A,SPRY1+ EC,-0.0883657926056316,False
Endothelial,TOP2A,HMOX1+ iEC,-0.03988272128159665,False
Endothelial,TOP2A,CCL2+ iEC,-0.07661321093269995,False
Endothelial,TOP2A,CD14+ EC,-0.094714434514507,False
Endothelial,TOP2A,HMGB2+ cycEC,-0.012614619632982198,True
Epithelial,TOP2A,Epi_Cycle,0.237411278418966,True
Epithelial,TOP2A,Epi_Luminal,0.0505096357804008,False
Epithelial,TOP2A,Epi_Hormonal,-0.0291432557383819,False
Epithelial,TOP2A,Epi_Xenobiotic,-0.06667714056321986,False
Epithelial,TOP2A,Epi_TNFinfla,-0.0264908327722918,False
Epithelial,TOP2A,Epi_Interferon,-0.017808799204343,False
Epithelial,TOP2A,Epi_Glandular,-0.0575347851266686,False
Epithelial,TOP2A,Epi_Squamous,-0.052660242395131,False
Epithelial,TOP2A,Epi_Hypox-Stress,0.016612735507906,False
Epithelial,TOP2A,Epi_cEMT,-0.023101017415719002,False
Epithelial,TOP2A,Epi_ER-Stress,-0.07161313040169705,False
Epithelial,TOP2A,Epi_Basal,-0.06689879575488125,False
Epithelial,TOP2A,Epi_Hypox-Adapt,-0.08464100502089515,False
Epithelial,TOP2A,Epi_Ciliated,-0.0642818836040267,False
Epithelial,TOP2A,Epi_Oxphos-Ion,-0.0569396051559338,False
Epithelial,TOP2A,Epi_Oxphos-Metal,-0.06778636025729509,False
Epithelial,ESR1,Epi_Cycle,-0.0113821486215037,False
Epithelial,ESR1,Epi_Luminal,0.0061933014067027,True
Epithelial,ESR1,Epi_Hormonal,0.0099626215169387,False
Epithelial,ESR1,Epi_Xenobiotic,0.0046691061531932,False
Epithelial,ESR1,Epi_TNFinfla,0.0039727856334925,False
Epithelial,ESR1,Epi_Interferon,-0.0001504470621904,False
Epithelial,ESR1,Epi_Glandular,-0.0057834640070371,False
Epithelial,ESR1,Epi_Squamous,-0.0022681722981328,False
Epithelial,ESR1,Epi_Hypox-Stress,0.004931253974562,False
Epithelial,ESR1,Epi_cEMT,0.0101921069922492,False
Epithelial,ESR1,Epi_ER-Stress,0.0099180203783375,False
Epithelial,ESR1,Epi_Basal,0.0056220068961204,False
Epithelial,ESR1,Epi_Hypox-Adapt,0.0079643034076533,False
Epithelial,ESR1,Epi_Ciliated,0.012239847278569,False
Epithelial,ESR1,Epi_Oxphos-Ion,0.0068821186014144,False
Epithelial,ESR1,Epi_Oxphos-Metal,0.00181114424179,False
Epithelial,MLPH,Epi_Cycle,0.013627347767664801,False
Epithelial,MLPH,Epi_Luminal,0.03557001378482185,False
Epithelial,MLPH,Epi_Hormonal,0.08481073719197535,True
Epithelial,MLPH,Epi_Xenobiotic,0.03910686147733615,False
Epithelial,MLPH,Epi_TNFinfla,0.02390946026469265,False
Epithelial,MLPH,Epi_Interferon,0.0109479065092204,False
Epithelial,MLPH,Epi_Glandular,0.047009917430139395,False
Epithelial,MLPH,Epi_Squamous,0.0039455740972763,False
Epithelial,MLPH,Epi_Hypox-Stress,0.0647479523519413,False
Epithelial,MLPH,Epi_cEMT,0.047004215379172,False
Epithelial,MLPH,Epi_ER-Stress,0.040538425558694,False
Epithelial,MLPH,Epi_Basal,-0.0088820053890027,False
Epithelial,MLPH,Epi_Hypox-Adapt,6.842808536904998e-05,False
Epithelial,MLPH,Epi_Ciliated,0.014351145324186049,False
Epithelial,MLPH,Epi_Oxphos-Ion,0.02524023146753055,False
Epithelial,MLPH,Epi_Oxphos-Metal,-0.0005130025930118,False
Epithelial,AKR1C2,Epi_Cycle,0.004043389647521101,False
Epithelial,AKR1C2,Epi_Luminal,0.0016112234403197999,False
Epithelial,AKR1C2,Epi_Hormonal,-0.0066876771184695,False
Epithelial,AKR1C2,Epi_Xenobiotic,0.00085173857697005,True
Epithelial,AKR1C2,Epi_TNFinfla,-0.0041629584315088005,False
Epithelial,AKR1C2,Epi_Interferon,-0.0017441561279849,False
Epithelial,AKR1C2,Epi_Glandular,0.00727256875309115,False
Epithelial,AKR1C2,Epi_Squamous,0.01601543779142825,False
Epithelial,AKR1C2,Epi_Hypox-Stress,0.001916373134323,False
Epithelial,AKR1C2,Epi_cEMT,-0.004671473345323749,False
Epithelial,AKR1C2,Epi_ER-Stress,-0.0041287727807509,False
Epithelial,AKR1C2,Epi_Basal,0.00812651770584515,False
Epithelial,AKR1C2,Epi_Hypox-Adapt,0.0045292373446468494,False
Epithelial,AKR1C2,Epi_Ciliated,-0.00198713631025125,False
Epithelial,AKR1C2,Epi_Oxphos-Ion,0.00643041412857185,False
Epithelial,AKR1C2,Epi_Oxphos-Metal,0.011615420415496451,False
Epithelial,TNFRSF12A,Epi_Cycle,0.06406265329564664,False
Epithelial,TNFRSF12A,Epi_Luminal,0.00085488531454672,False
Epithelial,TNFRSF12A,Epi_Hormonal,-0.046403986421646906,False
Epithelial,TNFRSF12A,Epi_Xenobiotic,-0.02031497541297875,False
Epithelial,TNFRSF12A,Epi_TNFinfla,0.0755345371074988,True
Epithelial,TNFRSF12A,Epi_Interferon,0.07400198465522045,False
Epithelial,TNFRSF12A,Epi_Glandular,0.0462931105208449,False
Epithelial,TNFRSF12A,Epi_Squamous,0.03946585136871365,False
Epithelial,TNFRSF12A,Epi_Hypox-Stress,0.0195216133910586,False
Epithelial,TNFRSF12A,Epi_cEMT,-0.01139095084987585,False
Epithelial,TNFRSF12A,Epi_ER-Stress,-0.030942371924035948,False
Epithelial,TNFRSF12A,Epi_Basal,0.03286846276237575,False
Epithelial,TNFRSF12A,Epi_Hypox-Adapt,-0.018594132392408348,False
Epithelial,TNFRSF12A,Epi_Ciliated,-0.025749457586891553,False
Epithelial,TNFRSF12A,Epi_Oxphos-Ion,-0.03418455727308655,False
Epithelial,TNFRSF12A,Epi_Oxphos-Metal,-0.043300779997333796,False
Epithelial,IFIT3,Epi_Cycle,-0.007700379769046299,False
Epithelial,IFIT3,Epi_Luminal,-0.01610029347725605,False
Epithelial,IFIT3,Epi_Hormonal,-0.044961694844134995,False
Epithelial,IFIT3,Epi_Xenobiotic,-0.00258302693421365,False
Epithelial,IFIT3,Epi_TNFinfla,0.0072057395004284,False
Epithelial,IFIT3,Epi_Interferon,0.0605962362557092,True
Epithelial,IFIT3,Epi_Glandular,0.009883850505254851,False
Epithelial,IFIT3,Epi_Squamous,0.02561552883436065,False
Epithelial,IFIT3,Epi_Hypox-Stress,-0.02674082905364315,False
Epithelial,IFIT3,Epi_cEMT,-0.025102795520307197,False
Epithelial,IFIT3,Epi_ER-Stress,-0.014462079678323799,False
Epithelial,IFIT3,Epi_Basal,0.0202510833368932,False
Epithelial,IFIT3,Epi_Hypox-Adapt,0.01927755093984025,False
Epithelial,IFIT3,Epi_Ciliated,0.0038129984846168,False
Epithelial,IFIT3,Epi_Oxphos-Ion,-0.009086058159259749,False
Epithelial,IFIT3,Epi_Oxphos-Metal,0.0079127511453519,False
Epithelial,ELF3,Epi_Cycle,0.04516004574831925,False
Epithelial,ELF3,Epi_Luminal,0.028683739780803602,False
Epithelial,ELF3,Epi_Hormonal,0.0727822676327713,False
Epithelial,ELF3,Epi_Xenobiotic,0.0584031156703985,False
Epithelial,ELF3,Epi_TNFinfla,0.0740257856486202,False
Epithelial,ELF3,Epi_Interferon,0.0487892253833608,False
Epithelial,ELF3,Epi_Glandular,0.1677049510935695,True
Epithelial,ELF3,Epi_Squamous,0.06843462093002325,False
Epithelial,ELF3,Epi_Hypox-Stress,0.08486317951018921,False
Epithelial,ELF3,Epi_cEMT,0.0534913680282213,False
Epithelial,ELF3,Epi_ER-Stress,0.0175632718649171,False
Epithelial,ELF3,Epi_Basal,-0.0835547674629285,False
Epithelial,ELF3,Epi_Hypox-Adapt,-0.06125641041544355,False
Epithelial,ELF3,Epi_Ciliated,0.00630861673990315,False
Epithelial,ELF3,Epi_Oxphos-Ion,0.00845592267238565,False
Epithelial,ELF3,Epi_Oxphos-Metal,-0.08279898555498916,False
Epithelial,CSTA,Epi_Cycle,-0.010279786879413,False
Epithelial,CSTA,Epi_Luminal,-0.0185948954771189,False
Epithelial,CSTA,Epi_Hormonal,-0.0325035692686525,False
Epithelial,CSTA,Epi_Xenobiotic,-0.0002013739374176,False
Epithelial,CSTA,Epi_TNFinfla,0.0095147695916598,False
Epithelial,CSTA,Epi_Interferon,0.020629157618302252,False
Epithelial,CSTA,Epi_Glandular,0.013530780344647601,False
Epithelial,CSTA,Epi_Squamous,0.0661433365308632,True
Epithelial,CSTA,Epi_Hypox-Stress,-0.0240158806312783,False
Epithelial,CSTA,Epi_cEMT,-0.02738320894448945,False
Epithelial,CSTA,Epi_ER-Stress,-0.010380804450669651,False
Epithelial,CSTA,Epi_Basal,0.00970539930601315,False
Epithelial,CSTA,Epi_Hypox-Adapt,0.0138863700120668,False
Epithelial,CSTA,Epi_Ciliated,0.00027998017581435,False
Epithelial,CSTA,Epi_Oxphos-Ion,-0.00849859850878555,False
Epithelial,CSTA,Epi_Oxphos-Metal,-0.00113987891993225,False
Epithelial,NUPR1,Epi_Cycle,-0.0271559136926929,False
Epithelial,NUPR1,Epi_Luminal,0.030352184743070047,False
Epithelial,NUPR1,Epi_Hormonal,0.01790831046134335,False
Epithelial,NUPR1,Epi_Xenobiotic,0.036529106675949594,False
Epithelial,NUPR1,Epi_TNFinfla,0.0309729780142958,False
Epithelial,NUPR1,Epi_Interferon,0.02525930881732965,False
Epithelial,NUPR1,Epi_Glandular,0.032917477049481655,False
Epithelial,NUPR1,Epi_Squamous,0.04549754205505735,False
Epithelial,NUPR1,Epi_Hypox-Stress,0.06906132621966035,True
Epithelial,NUPR1,Epi_cEMT,0.02334217384198305,False
Epithelial,NUPR1,Epi_ER-Stress,0.00567944019303565,False
Epithelial,NUPR1,Epi_Basal,0.017546212574504297,False
Epithelial,NUPR1,Epi_Hypox-Adapt,0.02268738910195845,False
Epithelial,NUPR1,Epi_Ciliated,-0.019202971113343847,False
Epithelial,NUPR1,Epi_Oxphos-Ion,0.0176538943172697,False
Epithelial,NUPR1,Epi_Oxphos-Metal,0.02358590496119095,False
Epithelial,MARCKSL1,Epi_Cycle,0.08959682236574565,False
Epithelial,MARCKSL1,Epi_Luminal,0.0426472889375861,False
Epithelial,MARCKSL1,Epi_Hormonal,0.0493282207193797,False
Epithelial,MARCKSL1,Epi_Xenobiotic,-0.043581985113521446,False
Epithelial,MARCKSL1,Epi_TNFinfla,-0.00286434525526,False
Epithelial,MARCKSL1,Epi_Interferon,-0.010198085975692751,False
Epithelial,MARCKSL1,Epi_Glandular,-0.0113440171915136,False
Epithelial,MARCKSL1,Epi_Squamous,-0.02377884860845765,False
Epithelial,MARCKSL1,Epi_Hypox-Stress,0.05317085142008425,False
Epithelial,MARCKSL1,Epi_cEMT,0.03549828947644755,True
Epithelial,MARCKSL1,Epi_ER-Stress,-0.00987787367983355,False
Epithelial,MARCKSL1,Epi_Basal,-0.044235595436311295,False
Epithelial,MARCKSL1,Epi_Hypox-Adapt,-0.09675387287977585,False
Epithelial,MARCKSL1,Epi_Ciliated,-0.0275896695184681,False
Epithelial,MARCKSL1,Epi_Oxphos-Ion,-0.0218003117206159,False
Epithelial,MARCKSL1,Epi_Oxphos-Metal,-0.0654004273897594,False
Epithelial,CLU,Epi_Cycle,-0.05530066424619705,False
Epithelial,CLU,Epi_Luminal,0.03175623015098885,False
Epithelial,CLU,Epi_Hormonal,0.08382658778991715,False
Epithelial,CLU,Epi_Xenobiotic,0.09869832475811141,False
Epithelial,CLU,Epi_TNFinfla,0.06626112280100255,False
Epithelial,CLU,Epi_Interferon,0.0191100568851518,False
Epithelial,CLU,Epi_Glandular,0.02672244417555205,False
