"cancer_type","sample_id","Malignancy","mean_cnv","median_cnv","n_spots"
"OVCA","GSM7090086_NextSeq2000","Normal",236.492982,0,570
"OVCA","GSM7090086_NextSeq2000","Malignant",1661.34834,1424,1599
"OVCA","GSM7090086_NextSeq2000","Boundary",710.97479,107,357
"OVCA","GSM7090087_NextSeq2000","Normal",199.824561,85,1995
"OVCA","GSM7090087_NextSeq2000","Malignant",1215.46667,1349,180
"OVCA","GSM7090087_NextSeq2000","Boundary",395.339552,329,268
"OVCA","GSM7090088_NextSeq2000","Normal",263.907458,212,1837
"OVCA","GSM7090088_NextSeq2000","Boundary",522.985294,442,68
"OVCA","GSM7090088_NextSeq2000","Malignant",1274.29167,1243,72
"PRCA","GSM7211257_EHU-W3","Normal",477.156879,277,3678
"PRCA","GSM7211257_EHU-W3","Malignant",8096.82924,8600,896
"PRCA","GSM7211257_EHU-W3","Boundary",2505.95596,3109,386
"PDAC","GSM7421790_PDAC_1","Normal",655.172252,667,1492
"PDAC","GSM7421790_PDAC_1","Boundary",1626.82292,1000,96
"PDAC","GSM7421790_PDAC_1","Malignant",2799.69231,2707,52
"PDAC","GSM7421791_PDAC_2","Normal",366.252174,279,690
"PDAC","GSM7421791_PDAC_2","Malignant",1662.06316,1653,95
"PDAC","GSM7421791_PDAC_2","Boundary",745.054545,902,55
"PDAC","GSM7421792_PDAC_3","Boundary",770.651685,145,89
"PDAC","GSM7421792_PDAC_3","Normal",952.737349,824,830
"PDAC","GSM7421792_PDAC_3","Malignant",2479.68,2494,75
"PDAC","GSM7498811_SS1905133","Normal",132.799938,0,3209
"PDAC","GSM7498811_SS1905133","Malignant",862.275862,970,290
"PDAC","GSM7498811_SS1905133","Boundary",339.892857,270,448
"PDAC","GSM7498812_SS1923404","Normal",188.55679,212,1981
"PDAC","GSM7498812_SS1923404","Malignant",1675.98193,1817,166
"PDAC","GSM7498812_SS1923404","Boundary",885.864583,544,96
"PDAC","GSM7498813_SS1945070","Normal",143.024321,41,3865
"PDAC","GSM7498813_SS1945070","Malignant",1049.06329,1321,158
"PDAC","GSM7498813_SS1945070","Boundary",285.176471,41,68
"PDAC","GSM7498814_SS1960050","Normal",516.993495,532,3997
"PDAC","GSM7498814_SS1960050","Malignant",1902.16667,2222,114
"PDAC","GSM7498814_SS1960050","Boundary",919.074534,553,161
"PDAC","GSM7498815_SS2002154","Malignant",598.595588,553,1224
"PDAC","GSM7498815_SS2002154","Normal",182.511176,106,1700
"PDAC","GSM7498815_SS2002154","Boundary",330.170833,292,240
"PDAC","GSM7498816_SS2005094","Normal",167.58877,166,3188
"PDAC","GSM7498816_SS2005094","Malignant",631.264493,504,276
"PDAC","GSM7498816_SS2005094","Boundary",337.886957,391,115
"PDAC","GSM7498817_SS2021309","Normal",114.342029,49,2760
"PDAC","GSM7498817_SS2021309","Malignant",1426.04624,1648,173
"PDAC","GSM7498817_SS2021309","Boundary",318.351852,84,108
"LICA","HCC1R","Normal",391.612669,431,2068
"LICA","HCC1R","Malignant",1023.8648,1032,392
"LICA","HCC1R","Boundary",585.803419,472,117
"LICA","HCC3R","Boundary",317.238095,211,231
"LICA","HCC3R","Normal",220.320104,123,1159
"LICA","HCC3R","Malignant",443.623352,456,531
"LICA","HCC4R","Normal",1428.69611,1813,2491
"LICA","HCC4R","Malignant",2124.51538,2320,260
"LICA","HCC4R","Boundary",1834.8719,1813,242
"LICA","HCC6NR","Malignant",32.3160763,37,367
"LICA","HCC6NR","Normal",17.5483668,0,1592
"LICA","HCC6NR","Boundary",22.398374,34,615
"LICA","HCC7NR","Boundary",331.630021,259,946
"LICA","HCC7NR","Malignant",368.385135,435,740
"LICA","HCC7NR","Normal",346.564706,408,765
"BRCA","GSM7757970_R1-S1","Boundary",954.848485,853,132
"BRCA","GSM7757970_R1-S1","Normal",430.966739,329,2315
"BRCA","GSM7757970_R1-S1","Malignant",2494.69697,2546,297
"BRCA","GSM7757972_R1-S3","Normal",644.467577,491,1465
"BRCA","GSM7757972_R1-S3","Malignant",1458.5,1652,12
"BRCA","GSM7757972_R1-S3","Boundary",565.736842,491,19
"BRCA","GSM7757973_R1-S4","Normal",286.915957,252,940
"BRCA","GSM7757973_R1-S4","Malignant",738.957914,852,1093
"BRCA","GSM7757973_R1-S4","Boundary",491.472727,441,385
"BRCA","GSM7757974_R1-S5","Normal",2557.3977,3464,1305
"BRCA","GSM7757974_R1-S5","Malignant",3899.74413,3787,809
"BRCA","GSM7757974_R1-S5","Boundary",2358.28302,1167,159
"BRCA","GSM7757975_R1-S6","Malignant",2427.42956,2375,866
"BRCA","GSM7757975_R1-S6","Normal",1134.95646,1190,2136
"BRCA","GSM7757975_R1-S6","Boundary",1609.97487,1599,199
"BRCA","GSM7757976_R2-S1","Normal",390.402402,155,1332
"BRCA","GSM7757976_R2-S1","Malignant",1194.56686,1277,845
"BRCA","GSM7757976_R2-S1","Boundary",715.080729,619,384
"BRCA","GSM7757977_R2-S2","Normal",358.357768,381,1828
"BRCA","GSM7757977_R2-S2","Boundary",801.903564,752,477
"BRCA","GSM7757977_R2-S2","Malignant",1605.22054,1761,331
"BRCA","GSM7757978_R2-S3","Boundary",178.622788,138,904
"BRCA","GSM7757978_R2-S3","Normal",109.479711,138,1109
"BRCA","GSM7757978_R2-S3","Malignant",532.415172,421,725
"BRCA","GSM7757979_R2-S4","Malignant",3104.78172,3105,536
"BRCA","GSM7757979_R2-S4","Normal",3048.11508,3030,504
"BRCA","GSM7757979_R2-S4","Boundary",3091.39286,3105,56
"BRCA","GSM7757980_R2-S5","Normal",450.843551,55,2039
"BRCA","GSM7757980_R2-S5","Malignant",5073.56463,5526,147
"BRCA","GSM7757980_R2-S5","Boundary",2127.5,1312,90
"BRCA","GSM7757982_R3-S2","Normal",756.972209,598,2051
"BRCA","GSM7757982_R3-S2","Malignant",1743.62115,1863,227
"BRCA","GSM7757982_R3-S2","Boundary",1054.37908,1252,153
"BRCA","GSM7757983_R3-S3","Normal",33.4860558,21,2510
"BRCA","GSM7757983_R3-S3","Malignant",174.027778,163,108
"BRCA","GSM7757983_R3-S3","Boundary",58.5294118,36,51
"BRCA","GSM7757984_R3-S4","Normal",1519.70902,981,1464
"BRCA","GSM7757984_R3-S4","Malignant",3956.19748,3864,795
"BRCA","GSM7757984_R3-S4","Boundary",2125.47098,1796,603
"BRCA","GSM7757985_R3-S5","Normal",673.504938,275,810
"BRCA","GSM7757985_R3-S5","Malignant",4709.37094,5093,2030
"BRCA","GSM7757985_R3-S5","Boundary",2042.26478,1544,423
"BRCA","GSM7777520_A1","Normal",120.214758,97,908
"BRCA","GSM7777520_A1","Boundary",226.783784,267,37
"BRCA","GSM7777520_A1","Malignant",1080.04348,809,23
"BRCA","GSM7777521_B1","Normal",1060.84709,781,654
"BRCA","GSM7777521_B1","Boundary",2046.03333,1794,60
"BRCA","GSM7777521_B1","Malignant",2641.3,3387,40
"BRCA","GSM7777522_C1","Normal",582.277778,704,144
"BRCA","GSM7777522_C1","Malignant",2054.728,2206,375
"BRCA","GSM7777522_C1","Boundary",1090.18333,821,120
"BRCA","GSM7777523_D1","Normal",704.320611,850,524
"BRCA","GSM7777523_D1","Boundary",960.6625,850,80
"BRCA","GSM7777523_D1","Malignant",1847.35849,2141,53
"LICA","GSM7850822_CHC20","Malignant",2365.2305,2418,282
"LICA","GSM7850822_CHC20","Boundary",1603.58252,1955,103
"LICA","GSM7850822_CHC20","Normal",1440.59285,1486,1874
"LICA","HRA000437_HCC-1T","Normal",619.0939,382,2492
"LICA","HRA000437_HCC-1T","Malignant",1646.71026,1636,604
"LICA","HRA000437_HCC-1T","Boundary",437.305882,283,85
"LICA","HRA000437_HCC-2T","Malignant",3765.23302,3837,1781
"LICA","HRA000437_HCC-2T","Boundary",2028.02038,2176,1325
"LICA","HRA000437_HCC-2T","Normal",1132.03763,803,1621
"LICA","HRA000437_HCC-3T","Normal",31.7927263,40,3657
"LICA","HRA000437_HCC-3T","Malignant",39.8801498,43,267
"LICA","HRA000437_HCC-3T","Boundary",36.4003795,41,527
"LICA","HRA000437_HCC-4T","Normal",3.60617319,0,3499
"LICA","HRA000437_HCC-4T","Malignant",43.6080692,61,347
"LICA","HRA000437_HCC-4T","Boundary",22.1634615,0,312
"BRCA","Parent_Visium_Human_BreastCancer_201027","Normal",1217.48523,1186,2370
"BRCA","Parent_Visium_Human_BreastCancer_201027","Boundary",1537.83155,1524,843
"BRCA","Parent_Visium_Human_BreastCancer_201027","Malignant",2169.78323,2150,775
"COCA","Parent_Visium_Human_ColorectalCancer_201027","Boundary",706.816667,600,120
"COCA","Parent_Visium_Human_ColorectalCancer_201027","Normal",540.369605,600,2711
"COCA","Parent_Visium_Human_ColorectalCancer_201027","Malignant",893.230769,910,299
"OVCA","Parent_Visium_Human_OvarianCancer_201027","Normal",1884.85571,1666,1497
"OVCA","Parent_Visium_Human_OvarianCancer_201027","Boundary",2900.25483,3407,828
"OVCA","Parent_Visium_Human_OvarianCancer_201027","Malignant",3594.66609,3752,1159
"THCA","S16_43398","Normal",335.874317,213,3660
"THCA","S16_43398","Boundary",391.390756,476,238
"THCA","S16_43398","Malignant",660.485222,773,406
"THCA","S20_47598","Normal",568.492891,396,4009
"THCA","S20_47598","Boundary",961.423497,396,366
"THCA","S20_47598","Malignant",3145.6122,3875,508
"THCA","S20_61122","Normal",142.361319,91,2668
"THCA","S20_61122","Malignant",570.987234,667,705
"THCA","S20_61122","Boundary",315.395276,186,635
"THCA","S20_63981","Boundary",144.56701,121,291
"THCA","S20_63981","Normal",39.6130435,0,3910
"THCA","S20_63981","Malignant",476.531136,433,546
"THCA","S21_10267","Normal",1050.24211,1119,3040
"THCA","S21_10267","Malignant",3656.6775,3498,1538
"THCA","S21_10267","Boundary",2401.20833,2408,240
"COCA","SN048_A121573_Rep1","Normal",166.243976,161,1328
"COCA","SN048_A121573_Rep1","Malignant",774.599662,700,592
"COCA","SN048_A121573_Rep1","Boundary",286.075,161,280
"COCA","SN048_A121573_Rep2","Normal",188.534512,163,1753
"COCA","SN048_A121573_Rep2","Boundary",460.503906,201,256
"COCA","SN048_A121573_Rep2","Malignant",1466.92183,1013,371
"COCA","SN048_A416371_Rep1","Normal",63.5700258,0,1935
"COCA","SN048_A416371_Rep1","Malignant",247.204861,285,288
"COCA","SN048_A416371_Rep1","Boundary",106.675676,94,74
"COCA","SN048_A416371_Rep2","Normal",60.7986897,0,1679
"COCA","SN048_A416371_Rep2","Malignant",760.109375,872,64
"COCA","SN048_A416371_Rep2","Boundary",266.072727,260,55
"COCA","SN123_A551763_Rep1","Boundary",114.608108,155,74
"COCA","SN123_A551763_Rep1","Normal",80.488117,56,547
"COCA","SN123_A551763_Rep1","Malignant",175.173913,193,69
"COCA","SN123_A595688_Rep1","Normal",346.98613,227,721
"COCA","SN123_A595688_Rep1","Boundary",1239.70792,889,202
"COCA","SN123_A595688_Rep1","Malignant",2648.21642,2942,268
"COCA","SN123_A938797_Rep1_X","Normal",183.079466,70,1724
"COCA","SN123_A938797_Rep1_X","Malignant",2054.4069,2242,145
"COCA","SN123_A938797_Rep1_X","Boundary",546.89243,70,251
"COCA","SN124_A551763_Rep2","Normal",102.655319,44,1175
"COCA","SN124_A551763_Rep2","Boundary",247.545455,44,22
"COCA","SN124_A551763_Rep2","Malignant",573.142857,617,14
"COCA","SN124_A595688_Rep2","Malignant",2029.36029,2497,136
"COCA","SN124_A595688_Rep2","Normal",558.060109,338,183
"COCA","SN124_A595688_Rep2","Boundary",1190.05882,1286,68
"COCA","SN124_A938797_Rep2","Boundary",217.793296,0,358
"COCA","SN124_A938797_Rep2","Malignant",2229.74236,2525,229
"COCA","SN124_A938797_Rep2","Normal",111.199637,0,1102
"COCA","SN84_A120838_Rep1","Normal",681.13615,266,213
"COCA","SN84_A120838_Rep1","Malignant",2818.7,2606,60
"COCA","SN84_A120838_Rep1","Boundary",1968.98182,2180,55
"COCA","SN84_A120838_Rep2","Normal",607.521236,835,518
"COCA","SN84_A120838_Rep2","Malignant",2038.97959,2185,294
"COCA","SN84_A120838_Rep2","Boundary",1204.07725,948,233
"SKCA","V10F24-015_A1","Normal",348.750492,160,2541
"SKCA","V10F24-015_A1","Boundary",1228.81579,575,76
"SKCA","V10F24-015_A1","Malignant",1968.27835,2044,97
"SKCA","V10F24-015_B1","Boundary",1453.33482,1536,224
"SKCA","V10F24-015_B1","Normal",940.811173,810,1790
"SKCA","V10F24-015_B1","Malignant",2004.53821,2113,301
"SKCA","V10F24-015_C1","Normal",504.179113,488,1848
"SKCA","V10F24-015_C1","Boundary",1082.67194,1007,253
"SKCA","V10F24-015_C1","Malignant",2035.11497,2028,461
"SKCA","V10F24-015_D1","Normal",558.327736,378,1727
"SKCA","V10F24-015_D1","Boundary",1254.34286,1137,105
"SKCA","V10F24-015_D1","Malignant",1639.45763,1722,59
"PRCA","V11A20-405_C1","Boundary",2643.89899,2706,198
"PRCA","V11A20-405_C1","Normal",897.777829,903,2174
"PRCA","V11A20-405_C1","Malignant",2941.44773,2995,1253
"PRCA","V11A20-405_D1","Normal",1477.30028,791,2521
"PRCA","V11A20-405_D1","Boundary",3073.27133,3115,457
"PRCA","V11A20-405_D1","Malignant",3344.99833,3387,1201
"PRCA","V11M22-349_C1","Normal",261.556182,237,2483
"PRCA","V11M22-349_C1","Malignant",939.087487,1030,983
"PRCA","V11M22-349_C1","Boundary",713.866803,713,488
"PRCA","V11M22-349_D1","Boundary",85.8764368,61,348
"PRCA","V11M22-349_D1","Normal",201.90739,190,3261
"PRCA","V11M22-349_D1","Malignant",517.887387,617,222
"BRCA","V1_Breast_Cancer_Block_A_Section_2_200623","Normal",2182.34574,2877,3358
"BRCA","V1_Breast_Cancer_Block_A_Section_2_200623","Malignant",3722.69207,3597,328
"BRCA","V1_Breast_Cancer_Block_A_Section_2_200623","Boundary",2933.22408,3597,299
"BRCA","V1_Human_Invasive_Ductal_Carcinoma_210511","Normal",739.963255,1137,4055
"BRCA","V1_Human_Invasive_Ductal_Carcinoma_210511","Boundary",726.59,251,300
"BRCA","V1_Human_Invasive_Ductal_Carcinoma_210511","Malignant",1507.19337,1689,362
"BRCA","Visium_FFPE_Human_Breast_Cancer_210609","Normal",313.676093,134,1556
"BRCA","Visium_FFPE_Human_Breast_Cancer_210609","Boundary",1196.898,1262,500
"BRCA","Visium_FFPE_Human_Breast_Cancer_210609","Malignant",3281.83696,3291,460
"COCA","Visium_FFPE_Human_Intestinal_Cancer_220329","Normal",562.066621,64,1471
"COCA","Visium_FFPE_Human_Intestinal_Cancer_220329","Boundary",677.633491,735,633
"COCA","Visium_FFPE_Human_Intestinal_Cancer_220329","Malignant",3239.6277,3358,556
"OVCA","Visium_FFPE_Human_Ovarian_Cancer_220329","Malignant",993.631628,1017,1075
"OVCA","Visium_FFPE_Human_Ovarian_Cancer_220329","Normal",210.169573,167,1663
"OVCA","Visium_FFPE_Human_Ovarian_Cancer_220329","Boundary",444.209205,219,717
"PRCA","Visium_FFPE_Human_Prostate_Acinar_Cell_Carcinoma_211009","Normal",24.6387176,0,2433
"PRCA","Visium_FFPE_Human_Prostate_Acinar_Cell_Carcinoma_211009","Boundary",59.916318,59,239
"PRCA","Visium_FFPE_Human_Prostate_Acinar_Cell_Carcinoma_211009","Malignant",230.045822,244,371
"PRCA","Visium_FFPE_Human_Prostate_Cancer_210609","Normal",130.830597,40,2863
"PRCA","Visium_FFPE_Human_Prostate_Cancer_210609","Malignant",1194.52946,1280,1171
"PRCA","Visium_FFPE_Human_Prostate_Cancer_210609","Boundary",563.516418,694,335
"PRCA","Visium_FFPE_Human_Prostate_IF_220713","Normal",11.5248928,0,3033
"PRCA","Visium_FFPE_Human_Prostate_IF_220713","Malignant",87.1809524,95,210
"PRCA","Visium_FFPE_Human_Prostate_IF_220713","Boundary",22.281106,0,217
"BRCA","Visium_Human_Breast_Cancer_220702","Normal",1105.38015,1159,3104
"BRCA","Visium_Human_Breast_Cancer_220702","Boundary",2419.39565,2759,781
"BRCA","Visium_Human_Breast_Cancer_220702","Malignant",3162.20427,3261,984
"SKCA","WSSKNKCLsp12140270","Normal",91.2087591,10,685
"SKCA","WSSKNKCLsp12140270","Malignant",857.628571,823,70
"SKCA","WSSKNKCLsp12140270","Boundary",259.946429,233.5,56
"SKCA","WSSKNKCLsp12140271","Normal",254.363032,0,752
"SKCA","WSSKNKCLsp12140271","Malignant",1478.6015,1555,133
"SKCA","WSSKNKCLsp12140271","Boundary",682.935897,1033,156
"SKCA","WSSKNKCLsp12140272","Normal",723.949071,802,1669
"SKCA","WSSKNKCLsp12140272","Malignant",2009.46667,2160,105
"SKCA","WSSKNKCLsp12140272","Boundary",721.302326,802,86
"SKCA","WSSKNKCLsp12140273","Normal",98.636612,25,1098
"SKCA","WSSKNKCLsp12140273","Boundary",566.021739,250,46
"SKCA","WSSKNKCLsp12140273","Malignant",1230.25714,1237,35
"SKCA","WSSKNKCLsp12887267","Normal",80.2603116,98,1091
"SKCA","WSSKNKCLsp12887267","Boundary",92.5,98,114
"SKCA","WSSKNKCLsp12887267","Malignant",588.648438,179,128
"SKCA","WSSKNKCLsp12887268","Normal",438.438665,54,1019
"SKCA","WSSKNKCLsp12887268","Boundary",661.454545,688,66
"SKCA","WSSKNKCLsp12887268","Malignant",1321.12281,1251,57
"SKCA","WSSKNKCLsp12887269","Normal",166.127596,127,674
"SKCA","WSSKNKCLsp12887269","Malignant",428.043796,467,137
"SKCA","WSSKNKCLsp12887269","Boundary",220.076923,200,117
"SKCA","WSSKNKCLsp12887270","Normal",278.153576,0,853
"SKCA","WSSKNKCLsp12887270","Boundary",1293.21053,1127,38
"SKCA","WSSKNKCLsp12887270","Malignant",1807.5,1983,18
"LICA","Zenodo10119273_Tumor2","Malignant",1919.80499,1904,441
"LICA","Zenodo10119273_Tumor2","Normal",630.775348,840,1006
"LICA","Zenodo10119273_Tumor2","Boundary",1349.93182,1426,176
"COCA","scCRLM_Atlas_ST-colon1","Boundary",377.149584,327,361
"COCA","scCRLM_Atlas_ST-colon1","Malignant",613.521028,671,428
"COCA","scCRLM_Atlas_ST-colon1","Normal",249.443693,237,2513
"COCA","scCRLM_Atlas_ST-colon2","Normal",952.131968,1032,3857
"COCA","scCRLM_Atlas_ST-colon2","Boundary",1323.19469,1032,113
"COCA","scCRLM_Atlas_ST-colon2","Malignant",2136.9641,1846,195
"COCA","scCRLM_Atlas_ST-colon3","Normal",118.351305,95,3524
"COCA","scCRLM_Atlas_ST-colon3","Malignant",655.286738,748,279
"COCA","scCRLM_Atlas_ST-colon3","Boundary",421.060914,124,197
"COCA","scCRLM_Atlas_ST-colon4","Normal",376.186355,130,2785
"COCA","scCRLM_Atlas_ST-colon4","Malignant",2456.79635,2571,712
"COCA","scCRLM_Atlas_ST-colon4","Boundary",2043.29545,2379,396
