"cancer_type","celltype","sample_id","proportion"
"BRCA","Bcell","1160920F",0.126157454981654
"BRCA","Bcell","CID4290",0.0242039597660435
"BRCA","Bcell","CID4465",0.0763616991871116
"BRCA","Bcell","CID44971",0.0901104625282772
"BRCA","Bcell","CID4535",0.122396328754859
"BRCA","Bcell","CytAssist_Fresh_Frozen_Human_Breast_Cancer_230107",0.0957080352227924
"BRCA","Bcell","GSM6177599_NYU_BRCA0_Vis",0.133805534232497
"BRCA","Bcell","GSM6177603_NYU_BRCA2_Vis",0.0488977828595486
"BRCA","Bcell","GSM6433585_092A",0.0257808964564825
"BRCA","Bcell","GSM6433586_092B",0.0268599484258649
"BRCA","Bcell","GSM6433587_093A",0.0961989022424262
"BRCA","Bcell","GSM6433588_093B",0.0819593011120981
"BRCA","Bcell","GSM6433589_093C",0.0828263131858682
"BRCA","Bcell","GSM6433590_093D",0.0772224210583122
"BRCA","Bcell","GSM6433591_094A",0.0566271652458427
"BRCA","Bcell","GSM6433592_094B",0.0403572214812334
"BRCA","Bcell","GSM6433593_094C",0.0466023477758791
"BRCA","Bcell","GSM6433594_094D",0.0386218319526484
"BRCA","Bcell","GSM6433595_095A",0.0719572478930148
"BRCA","Bcell","GSM6433596_095B",0.0672587617232298
"BRCA","Bcell","GSM6433597_117B",0.0153938133740014
"BRCA","Bcell","GSM6433598_117C",0.0154562859001177
"BRCA","Bcell","GSM6433599_117D",0.0240869473869306
"BRCA","Bcell","GSM6433600_117E",0.0243307698377364
"BRCA","Bcell","GSM6433601_118B",0.0208823948428574
"BRCA","Bcell","GSM6433602_118C",0.0192880784267176
"BRCA","Bcell","GSM6433603_118D",0.0168596898203227
"BRCA","Bcell","GSM6433604_118E",0.0262580844087353
"BRCA","Bcell","GSM6433605_119B",0.0198555952460437
"BRCA","Bcell","GSM6433606_119C",0.0707246169662689
"BRCA","Bcell","GSM6433607_119D",0.0393055465390829
"BRCA","Bcell","GSM6433608_119E",0.0384777805215658
"BRCA","Bcell","GSM6433609_120B",0.0757081738237328
"BRCA","Bcell","GSM6433610_120C",0.0984286487642421
"BRCA","Bcell","GSM6433611_120D",0.0788978707394122
"BRCA","Bcell","GSM6433612_120E",0.0418012622315515
"BRCA","Bcell","GSM6433613_395A",0.0251664978005039
"BRCA","Bcell","GSM6433614_395B",0.0212576955792648
"BRCA","Bcell","GSM6433615_395C",0.0507285102904712
"BRCA","Bcell","GSM6433616_395D",0.113338479503606
"BRCA","Bcell","GSM6433617_396A",0.0575166281430735
"BRCA","Bcell","GSM6433618_396C",0.0291995200345508
"BRCA","Bcell","GSM6433619_396D",0.0320636131005134
"BRCA","Bcell","GSM6433620_397A",0.0183969918089996
"BRCA","Bcell","GSM6433621_397B",0.0407008582017073
"BRCA","Bcell","GSM6433622_397C",0.102395921156037
"BRCA","Bcell","GSM6433623_397D",0.113563727002703
"BRCA","Bcell","GSM6433624_398A",0.0278364525541357
"BRCA","Bcell","GSM6433625_398B",0.0312313235193073
"BRCA","Bcell","GSM6433626_398C",0.0241224713032391
"BRCA","Bcell","GSM6433627_398D",0.0248842333634654
"BRCA","Bcell","GSM7757970_R1-S1",0.226558315878114
"BRCA","Bcell","GSM7757972_R1-S3",0.0486646107073157
"BRCA","Bcell","GSM7757973_R1-S4",0.0319160696167108
"BRCA","Bcell","GSM7757974_R1-S5",0.102711684947315
"BRCA","Bcell","GSM7757975_R1-S6",0.116401596654908
"BRCA","Bcell","GSM7757976_R2-S1",0.0756089651572724
"BRCA","Bcell","GSM7757977_R2-S2",0.0965205531558241
"BRCA","Bcell","GSM7757978_R2-S3",0.0450089648531667
"BRCA","Bcell","GSM7757979_R2-S4",0.0243148943844559
"BRCA","Bcell","GSM7757980_R2-S5",0.110684220013353
"BRCA","Bcell","GSM7757982_R3-S2",0.0734578889186423
"BRCA","Bcell","GSM7757983_R3-S3",0.0405689244195212
"BRCA","Bcell","GSM7757984_R3-S4",0.0905272693778511
"BRCA","Bcell","GSM7757985_R3-S5",0.0314525113213317
"BRCA","Bcell","GSM7777520_A1",0.0928043294394024
"BRCA","Bcell","GSM7777521_B1",0.040087993062243
"BRCA","Bcell","GSM7777522_C1",0.0947297683850927
"BRCA","Bcell","GSM7777523_D1",0.0223029426056013
"BRCA","Bcell","Parent_Visium_Human_BreastCancer_201027",0.0262806465828819
"BRCA","Bcell","V1_Breast_Cancer_Block_A_Section_2_200623",0.0993934323260442
"BRCA","Bcell","V1_Human_Invasive_Ductal_Carcinoma_210511",0.088565762700809
"BRCA","Bcell","Visium_FFPE_Human_Breast_Cancer_210609",0.102146356406625
"BRCA","Bcell","Visium_Human_Breast_Cancer_220702",0.0857706165934737
"COCA","Bcell","Ajou_Visium_P1",0.0256903164476798
"COCA","Bcell","Ajou_Visium_P2",0.185941534829407
"COCA","Bcell","Ajou_Visium_P3",0.0117276903173549
"COCA","Bcell","Ajou_Visium_P4",0.0583533562972284
"COCA","Bcell","Colon_10x_Visium_SampleP2_CRC",0.0865750977008534
"COCA","Bcell","GSM7058756",0.0604027107783533
"COCA","Bcell","GSM7058757",0.0502745707283331
"COCA","Bcell","GSM7058758",0.0520050180933026
"COCA","Bcell","GSM7058759",0.0366292615684838
"COCA","Bcell","Parent_Visium_Human_ColorectalCancer_201027",0.0305147325103728
"COCA","Bcell","SN048_A121573_Rep1",0.0487067364441091
"COCA","Bcell","SN048_A121573_Rep2",0.042019880340535
"COCA","Bcell","SN048_A416371_Rep1",0.0375285388784192
"COCA","Bcell","SN048_A416371_Rep2",0.0502343982656439
"COCA","Bcell","SN123_A551763_Rep1",0.0336814856040065
"COCA","Bcell","SN123_A595688_Rep1",0.0540228758635545
"COCA","Bcell","SN123_A938797_Rep1_X",0.0527814135392254
"COCA","Bcell","SN124_A551763_Rep2",0.0400171405697836
"COCA","Bcell","SN124_A595688_Rep2",0.0369815569856536
"COCA","Bcell","SN124_A938797_Rep2",0.050164106061434
"COCA","Bcell","SN84_A120838_Rep1",0.0232839789147164
"COCA","Bcell","SN84_A120838_Rep2",0.0297375333518618
"COCA","Bcell","Visium_FFPE_Human_Intestinal_Cancer_220329",0.039821114006798
"COCA","Bcell","scCRLM_Atlas_ST-colon1",0.021615398930861
"COCA","Bcell","scCRLM_Atlas_ST-colon2",0.0914868526067825
"COCA","Bcell","scCRLM_Atlas_ST-colon3",0.0853371978967533
"COCA","Bcell","scCRLM_Atlas_ST-colon4",0.0483337103830088
"HNCA","Bcell","GSM5494475_HNSCC201125T04",0.08901154481696
"HNCA","Bcell","GSM5494476_HNSCC201125T05",0.0459061654060487
"HNCA","Bcell","GSM5494477_HNSCC201125T07",0.03307795473519
"HNCA","Bcell","GSM5494478_HNSCC201125T10",0.0209722888994612
"HNCA","Bcell","GSM5494479_P210325T1",0.310973760668883
"HNCA","Bcell","GSM5494480_P210325T3",0.242863124658807
"HNCA","Bcell","GSM5494481_P210325T5",0.271825149611699
"HNCA","Bcell","GSM5494482_P210325T6",0.152714980576515
"HNCA","Bcell","GSM6030901_patient_1",0.300514468888067
"HNCA","Bcell","GSM6030902_patient_2",0.394129855302514
"HNCA","Bcell","GSM6339631_s1",0.147104244215915
"HNCA","Bcell","GSM6339632_s2",0.0857878729100757
"HNCA","Bcell","GSM6339633_s3",0.108747829795043
"HNCA","Bcell","GSM6339634_s4",0.169287168224839
"HNCA","Bcell","GSM6339635_s5",0.0393891833391044
"HNCA","Bcell","GSM6339636_s6",0.0332432082511416
"HNCA","Bcell","GSM6339637_s7",0.0818278046192017
"HNCA","Bcell","GSM6339638_s8",0.0844308037212519
"HNCA","Bcell","GSM6339639_s9",0.0640640611079756
"HNCA","Bcell","GSM6339640_s10",0.0736938168774147
"HNCA","Bcell","GSM6339641_s11",0.0995591907109761
"HNCA","Bcell","GSM6339642_s12",0.0879266324741144
"HNCA","Bcell","GSM6833484_Patient1",0.369485384715184
"HNCA","Bcell","GSM6833485_Patient2",0.143653072926389
"HNCA","Bcell","GSM6833486_Patient3",0.289810446117375
"HNCA","Bcell","GSM6833487_Patient4",0.074847827005847
"KICA","Bcell","GSM5924030_ffpe_c_2",0.0724524043636744
"KICA","Bcell","GSM5924031_ffpe_c_3",0.135342881190083
"KICA","Bcell","GSM5924032_ffpe_c_4",0.146859240230269
"KICA","Bcell","GSM5924033_ffpe_c_7",0.082187835787867
"KICA","Bcell","GSM5924034_ffpe_c_10",0.100306383981064
"KICA","Bcell","GSM5924035_ffpe_c_20",0.110299628681667
"KICA","Bcell","GSM5924036_ffpe_c_21",0.0666952635871005
"KICA","Bcell","GSM5924037_ffpe_c_34",0.175525856431292
"KICA","Bcell","GSM5924038_ffpe_c_36",0.0937923318177293
"KICA","Bcell","GSM5924039_ffpe_c_39",0.0753075651080023
"KICA","Bcell","GSM5924040_ffpe_c_45",0.129963765499447
"KICA","Bcell","GSM5924041_ffpe_c_51",0.110788279898087
"KICA","Bcell","GSM5924042_frozen_a_1",0.034993430891093
"KICA","Bcell","GSM5924043_frozen_a_3",0.0403935359552576
"KICA","Bcell","GSM5924044_frozen_a_15",0.077770917743444
"KICA","Bcell","GSM5924045_frozen_a_17",0.0320818604200905
"KICA","Bcell","GSM5924046_frozen_b_1",0.0576960230455506
"KICA","Bcell","GSM5924048_frozen_b_13",0.144866376665395
"KICA","Bcell","GSM5924049_frozen_b_18",0.0882350958830052
"KICA","Bcell","GSM5924050_frozen_c_2",0.0587369385403495
"KICA","Bcell","GSM5924051_frozen_c_5",0.132740765023851
"KICA","Bcell","GSM5924052_frozen_c_23",0.0612768318212147
"KICA","Bcell","GSM5924053_frozen_c_57",0.052303483386779
"LICA","Bcell","GSM6177612_NYU_LIHC1_Vis",0.0400327787932095
"LICA","Bcell","GSM7850822_CHC20",0.0291113859450511
"LICA","Bcell","HCC1R",0.0657708809130034
"LICA","Bcell","HCC3R",0.0399802018548149
"LICA","Bcell","HCC4R",0.0434059917222354
"LICA","Bcell","HCC6NR",0.0228705319902475
"LICA","Bcell","HCC7NR",0.0141199046834083
"LICA","Bcell","HRA000437_HCC-1T",0.0289065809106918
"LICA","Bcell","HRA000437_HCC-2T",0.0893850621844269
"LICA","Bcell","HRA000437_HCC-3T",0.00837820106640125
"LICA","Bcell","HRA000437_HCC-4T",0.0145603673242955
"LICA","Bcell","Zenodo10119273_Tumor2",0.0756171646821164
"LUCA","Bcell","CytAssist_11mm_FFPE_Human_Lung_Cancer_230214",0.0561036332193113
"LUCA","Bcell","CytAssist_FFPE_Human_Lung_Squamous_Cell_Carcinoma_220714",0.0962924786714276
"LUCA","Bcell","E_MTAB_13530_P10_T1",0.0428663987162197
"LUCA","Bcell","E_MTAB_13530_P10_T2",0.0418105276352353
"LUCA","Bcell","E_MTAB_13530_P10_T3",0.047288418320551
"LUCA","Bcell","E_MTAB_13530_P10_T4",0.0453114653202427
"LUCA","Bcell","E_MTAB_13530_P11_T1",0.241226802245803
"LUCA","Bcell","E_MTAB_13530_P11_T2",0.242170569033172
"LUCA","Bcell","E_MTAB_13530_P11_T3",0.144997008298968
"LUCA","Bcell","E_MTAB_13530_P11_T4",0.142576903254624
"LUCA","Bcell","E_MTAB_13530_P15_T1",0.117771931404517
"LUCA","Bcell","E_MTAB_13530_P15_T2",0.112053167339349
"LUCA","Bcell","E_MTAB_13530_P16_T1",0.0838808992577341
"LUCA","Bcell","E_MTAB_13530_P16_T2",0.0866965370480054
"LUCA","Bcell","E_MTAB_13530_P17_T1",0.118560579811864
"LUCA","Bcell","E_MTAB_13530_P17_T2",0.115110826860827
"LUCA","Bcell","E_MTAB_13530_P19_T1",0.0972779249435307
"LUCA","Bcell","E_MTAB_13530_P19_T2",0.0939008887355719
"LUCA","Bcell","E_MTAB_13530_P24_T1",0.110703004405975
"LUCA","Bcell","E_MTAB_13530_P24_T2",0.103407834371218
"LUCA","Bcell","E_MTAB_13530_P25_T1",0.157518045739957
"LUCA","Bcell","E_MTAB_13530_P25_T2",0.162173284168918
"OVCA","Bcell","A_955_OvarianTumor",0.0786810552502799
"OVCA","Bcell","A_GTFB1154_OvarianCancerTumor",0.059605555298447
"OVCA","Bcell","B_GTFB1191_OvarianCancerTumor",0.0188445574569594
"OVCA","Bcell","C_GTFB1170_SmallCellOvarianCancer",0.0553466814614475
"OVCA","Bcell","CytAssist_11mm_FFPE_Human_Ovarian_Carcinoma_220715",0.0261595824812778
"OVCA","Bcell","D_GTFB1170_SmallCellOvarianCancer",0.0527687600088851
"OVCA","Bcell","D_GTFB_1230_OvarianTumor",0.031469155666744
"OVCA","Bcell","GSM6177614_NYU_OVCA1_Vis",0.042178395052507
"OVCA","Bcell","GSM6177617_NYU_OVCA3_Vis",0.0526079035475375
"OVCA","Bcell","GSM6506110_SP1",0.0324762354536176
"OVCA","Bcell","GSM6506111_SP2",0.0813890309179726
"OVCA","Bcell","GSM6506112_SP3",0.0221849302569719
"OVCA","Bcell","GSM6506113_SP4",0.0155616904253224
"OVCA","Bcell","GSM6506114_SP5",0.0660790762813856
"OVCA","Bcell","GSM6506115_SP6",0.0593622840548949
"OVCA","Bcell","GSM6506116_SP7",0.0304686386106428
"OVCA","Bcell","GSM6506117_SP8",0.0143400898523821
"OVCA","Bcell","GSM7019835_OCCR2v",0.0187110839627135
"OVCA","Bcell","GSM7019836_OCCS3v",0.0320862783482525
"OVCA","Bcell","GSM7090086_NextSeq2000",0.027380382906483
"OVCA","Bcell","GSM7090087_NextSeq2000",0.0593619939897026
"OVCA","Bcell","GSM7090088_NextSeq2000",0.0603831356981672
"OVCA","Bcell","Parent_Visium_Human_OvarianCancer_201027",0.0431548895692196
"OVCA","Bcell","Visium_FFPE_Human_Ovarian_Cancer_220329",0.0655300432785622
"PACA","Bcell","GSM6177618_NYU_PDAC1_Vis",0.0178904246350361
"PACA","Bcell","GSM6505133_DonorA",0.0755829388836299
"PACA","Bcell","GSM6505134_DonorB",0.0628886492250924
"PACA","Bcell","GSM6505135_DonorC",0.0493289048331602
"PACA","Bcell","GSM7421790_PDAC_1",0.261981062522647
"PACA","Bcell","GSM7421791_PDAC_2",0.11125109253476
"PACA","Bcell","GSM7421792_PDAC_3",0.0386355758673514
"PACA","Bcell","GSM7498811_SS1905133",0.0704463833669145
"PACA","Bcell","GSM7498812_SS1923404",0.182341354005505
"PACA","Bcell","GSM7498813_SS1945070",0.0932873853904812
"PACA","Bcell","GSM7498814_SS1960050",0.330788844056585
"PACA","Bcell","GSM7498815_SS2002154",0.0624346736769567
"PACA","Bcell","GSM7498816_SS2005094",0.19508487995075
"PACA","Bcell","GSM7498817_SS2021309",0.0451703342793003
"PRCA","Bcell","GSM7211257_EHU-W3",0.0550133752253727
"PRCA","Bcell","V11A20-405_C1",0.00591937367275304
"PRCA","Bcell","V11A20-405_D1",0.00645430546475781
"PRCA","Bcell","V11M22-349_C1",0.0144989499250545
"PRCA","Bcell","V11M22-349_D1",0.0136243216501031
"PRCA","Bcell","Visium_FFPE_Human_Prostate_Acinar_Cell_Carcinoma_211009",0.0266707381960705
"PRCA","Bcell","Visium_FFPE_Human_Prostate_Cancer_210609",0.0112941090251802
"PRCA","Bcell","Visium_FFPE_Human_Prostate_IF_220713",0.00877671350285973
"SKCA","Bcell","GSE144239_GSM4565823",0.0104090693176897
"SKCA","Bcell","GSE144239_GSM4565824",0.00926783813945799
"SKCA","Bcell","GSE144239_GSM4565825",0.180122489403615
"SKCA","Bcell","GSE144239_GSM4565826",0.123430768025093
"SKCA","Bcell","V10F24-015_A1",0.0438092928566788
"SKCA","Bcell","V10F24-015_B1",0.0681064000743556
"SKCA","Bcell","V10F24-015_C1",0.0395217258309937
"SKCA","Bcell","V10F24-015_D1",0.029456868742322
"SKCA","Bcell","WSSKNKCLsp12140270",0.0854036557011192
"SKCA","Bcell","WSSKNKCLsp12140271",0.0497032353881977
"SKCA","Bcell","WSSKNKCLsp12140272",0.0613999850005954
"SKCA","Bcell","WSSKNKCLsp12140273",0.19448206687217
"SKCA","Bcell","WSSKNKCLsp12887267",0.163483011136047
"SKCA","Bcell","WSSKNKCLsp12887268",0.212404214492943
"SKCA","Bcell","WSSKNKCLsp12887269",0.0575145790770407
"SKCA","Bcell","WSSKNKCLsp12887270",0.0278083081340046
"STCA","Bcell","GSE251950_20_00331_LI_SING",0.106293740641877
"STCA","Bcell","GSE251950_21_00731_LI_SING",0.217672496512674
"STCA","Bcell","GSE251950_21_00732_LI_SING",0.111455959360285
"STCA","Bcell","GSE251950_21_00733_LI_SING",0.258179611245361
"STCA","Bcell","GSE251950_21_00734_LI_SING",0.0366838977771361
"STCA","Bcell","GSE251950_21_01251_LI_SING",0.0650303778142824
"STCA","Bcell","GSE251950_21_01253_LI_SING",0.0380870239846149
"STCA","Bcell","GSE251950_21_01254_LI_SING",0.071391004525172
"STCA","Bcell","GSE251950_21_01675_LI_SING",0.0748885248666248
"STCA","Bcell","GSM6177607_NYU_GIST1_Vis",0.0694958708060571
"STCA","Bcell","GSM6177609_NYU_GIST2_Vis",0.043740376405773
"THCA","Bcell","S16_43398",0.0541653970697914
"THCA","Bcell","S20_47598",0.0360058435176743
"THCA","Bcell","S20_61122",0.0510180360853377
"THCA","Bcell","S20_63981",0.0128905354934278
"THCA","Bcell","S21_10267",0.0140700404032475
"UECA","Bcell","01_034_C1d1",0.022242868979916
"UECA","Bcell","01_034_C3d1",0.0194328565327681
"UECA","Bcell","01_039_C1d1",0.0329562956641166
"UECA","Bcell","01_039_C3d1",0.0310608228271512
"UECA","Bcell","GSM6177623_NYU_UCEC3_Vis",0.023425850482818
"BRCA","Myeloid","1142243F",0.133341270309589
"BRCA","Myeloid","1160920F",0.113464990035991
"BRCA","Myeloid","CID4290",0.0676843457133898
"BRCA","Myeloid","CID4465",0.163242851883376
"BRCA","Myeloid","CID44971",0.117562732217826
"BRCA","Myeloid","CID4535",0.124773650165949
"BRCA","Myeloid","CytAssist_Fresh_Frozen_Human_Breast_Cancer_230107",0.155770631251672
"BRCA","Myeloid","GSM6177599_NYU_BRCA0_Vis",0.121467503414685
"BRCA","Myeloid","GSM6177603_NYU_BRCA2_Vis",0.110520705776817
"BRCA","Myeloid","GSM6433585_092A",0.152282036618806
"BRCA","Myeloid","GSM6433586_092B",0.0713176664091656
"BRCA","Myeloid","GSM6433587_093A",0.114716634886125
"BRCA","Myeloid","GSM6433588_093B",0.173121758864816
"BRCA","Myeloid","GSM6433589_093C",0.116231168276784
"BRCA","Myeloid","GSM6433590_093D",0.132203939597868
"BRCA","Myeloid","GSM6433591_094A",0.168249895079447
"BRCA","Myeloid","GSM6433592_094B",0.190538621651222
"BRCA","Myeloid","GSM6433593_094C",0.1959399622343
"BRCA","Myeloid","GSM6433594_094D",0.218318575465346
"BRCA","Myeloid","GSM6433595_095A",0.144857843154645
"BRCA","Myeloid","GSM6433596_095B",0.139130306816292
"BRCA","Myeloid","GSM6433597_117B",0.0427626150509486
"BRCA","Myeloid","GSM6433598_117C",0.0446185488741238
"BRCA","Myeloid","GSM6433599_117D",0.0984292533932251
"BRCA","Myeloid","GSM6433600_117E",0.0859240776155105
"BRCA","Myeloid","GSM6433601_118B",0.0850783896225383
"BRCA","Myeloid","GSM6433602_118C",0.073991258154781
"BRCA","Myeloid","GSM6433603_118D",0.140309876025914
"BRCA","Myeloid","GSM6433604_118E",0.165006499240709
"BRCA","Myeloid","GSM6433605_119B",0.087953329870696
"BRCA","Myeloid","GSM6433606_119C",0.124586998047358
"BRCA","Myeloid","GSM6433607_119D",0.168809310104264
"BRCA","Myeloid","GSM6433608_119E",0.118264130478764
"BRCA","Myeloid","GSM6433609_120B",0.314036672015989
"BRCA","Myeloid","GSM6433610_120C",0.21816307255889
"BRCA","Myeloid","GSM6433611_120D",0.264573804500304
"BRCA","Myeloid","GSM6433612_120E",0.103645692385374
"BRCA","Myeloid","GSM6433613_395A",0.125543691683588
"BRCA","Myeloid","GSM6433614_395B",0.0955038913208309
"BRCA","Myeloid","GSM6433615_395C",0.24408483995984
"BRCA","Myeloid","GSM6433616_395D",0.172122144830666
"BRCA","Myeloid","GSM6433617_396A",0.159035811306625
"BRCA","Myeloid","GSM6433618_396C",0.0977238082131742
"BRCA","Myeloid","GSM6433619_396D",0.0730098518233142
"BRCA","Myeloid","GSM6433620_397A",0.0563534030011388
"BRCA","Myeloid","GSM6433621_397B",0.0904506463456918
"BRCA","Myeloid","GSM6433622_397C",0.188587980843557
"BRCA","Myeloid","GSM6433623_397D",0.121282298512866
"BRCA","Myeloid","GSM6433624_398A",0.0834738395222345
"BRCA","Myeloid","GSM6433625_398B",0.102730014410999
"BRCA","Myeloid","GSM6433626_398C",0.335788720583508
"BRCA","Myeloid","GSM6433627_398D",0.226212960527485
"BRCA","Myeloid","GSM7757970_R1-S1",0.088401630294037
"BRCA","Myeloid","GSM7757972_R1-S3",0.110862061530535
"BRCA","Myeloid","GSM7757973_R1-S4",0.0775812648338223
"BRCA","Myeloid","GSM7757974_R1-S5",0.141287048405733
"BRCA","Myeloid","GSM7757975_R1-S6",0.110065132545692
"BRCA","Myeloid","GSM7757976_R2-S1",0.118608993536009
"BRCA","Myeloid","GSM7757977_R2-S2",0.1002448015523
"BRCA","Myeloid","GSM7757978_R2-S3",0.102490467890177
"BRCA","Myeloid","GSM7757979_R2-S4",0.0404728132460952
"BRCA","Myeloid","GSM7757980_R2-S5",0.0998109165806946
"BRCA","Myeloid","GSM7757982_R3-S2",0.0864284461709905
"BRCA","Myeloid","GSM7757983_R3-S3",0.0611521117709133
"BRCA","Myeloid","GSM7757984_R3-S4",0.116215390157655
"BRCA","Myeloid","GSM7757985_R3-S5",0.0864308753527291
"BRCA","Myeloid","GSM7777520_A1",0.121618919057728
"BRCA","Myeloid","GSM7777521_B1",0.156272933307737
"BRCA","Myeloid","GSM7777522_C1",0.128467849024369
"BRCA","Myeloid","GSM7777523_D1",0.187981684638479
"BRCA","Myeloid","Parent_Visium_Human_BreastCancer_201027",0.0650626816686106
"BRCA","Myeloid","V1_Breast_Cancer_Block_A_Section_2_200623",0.140953833055811
"BRCA","Myeloid","V1_Human_Invasive_Ductal_Carcinoma_210511",0.139011722903464
"BRCA","Myeloid","Visium_FFPE_Human_Breast_Cancer_210609",0.176147885534851
"BRCA","Myeloid","Visium_Human_Breast_Cancer_220702",0.156978157153093
"COCA","Myeloid","Ajou_Visium_P1",0.0359388168756979
"COCA","Myeloid","Ajou_Visium_P2",0.0577319834893817
"COCA","Myeloid","Ajou_Visium_P3",0.0134392242709686
"COCA","Myeloid","Ajou_Visium_P4",0.0468462341191289
"COCA","Myeloid","Colon_10x_Visium_SampleP2_CRC",0.06407805585528
"COCA","Myeloid","GSM7058756",0.0582999635118325
"COCA","Myeloid","GSM7058757",0.0668628366929017
"COCA","Myeloid","GSM7058758",0.0291066643303583
"COCA","Myeloid","GSM7058759",0.0467193200378236
"COCA","Myeloid","Parent_Visium_Human_ColorectalCancer_201027",0.0572299831522963
"COCA","Myeloid","SN048_A121573_Rep1",0.0287209147523426
"COCA","Myeloid","SN048_A121573_Rep2",0.0304421521001869
"COCA","Myeloid","SN048_A416371_Rep1",0.0423665950740054
"COCA","Myeloid","SN048_A416371_Rep2",0.0540417778122717
"COCA","Myeloid","SN123_A551763_Rep1",0.0613864316294152
"COCA","Myeloid","SN123_A595688_Rep1",0.0374424000991387
"COCA","Myeloid","SN123_A938797_Rep1_X",0.0559440553227109
"COCA","Myeloid","SN124_A551763_Rep2",0.047696025474493
"COCA","Myeloid","SN124_A595688_Rep2",0.0436013675571444
"COCA","Myeloid","SN124_A938797_Rep2",0.0697314046298455
"COCA","Myeloid","SN84_A120838_Rep1",0.0761187984234867
"COCA","Myeloid","SN84_A120838_Rep2",0.0516067403247262
"COCA","Myeloid","Visium_FFPE_Human_Intestinal_Cancer_220329",0.0658944696700732
"COCA","Myeloid","scCRLM_Atlas_ST-colon1",0.0207923097124525
"COCA","Myeloid","scCRLM_Atlas_ST-colon2",0.0418103648560004
"COCA","Myeloid","scCRLM_Atlas_ST-colon3",0.0704070820223467
"COCA","Myeloid","scCRLM_Atlas_ST-colon4",0.0286554325909735
"HNCA","Myeloid","GSM5494475_HNSCC201125T04",0.093186487199646
"HNCA","Myeloid","GSM5494476_HNSCC201125T05",0.0839658473593205
"HNCA","Myeloid","GSM5494477_HNSCC201125T07",0.0463770266960909
"HNCA","Myeloid","GSM5494478_HNSCC201125T10",0.0213718598152201
"HNCA","Myeloid","GSM5494479_P210325T1",0.0762587104462809
"HNCA","Myeloid","GSM5494480_P210325T3",0.0877443441873202
"HNCA","Myeloid","GSM5494481_P210325T5",0.0826871502985663
"HNCA","Myeloid","GSM5494482_P210325T6",0.089701500379845
"HNCA","Myeloid","GSM6030901_patient_1",0.0971861502100557
"HNCA","Myeloid","GSM6030902_patient_2",0.0897481760531764
"HNCA","Myeloid","GSM6339631_s1",0.10334041649916
"HNCA","Myeloid","GSM6339632_s2",0.105863508681296
"HNCA","Myeloid","GSM6339633_s3",0.126081351927941
"HNCA","Myeloid","GSM6339634_s4",0.0631143144341705
"HNCA","Myeloid","GSM6339635_s5",0.0488043923538657
"HNCA","Myeloid","GSM6339636_s6",0.0389850325118434
"HNCA","Myeloid","GSM6339637_s7",0.128681152899293
"HNCA","Myeloid","GSM6339638_s8",0.137273107206982
"HNCA","Myeloid","GSM6339639_s9",0.0942196168055393
"HNCA","Myeloid","GSM6339640_s10",0.093797369503809
"HNCA","Myeloid","GSM6339641_s11",0.0270535352778124
"HNCA","Myeloid","GSM6339642_s12",0.0464812150228788
"HNCA","Myeloid","GSM6833484_Patient1",0.06233979525278
"HNCA","Myeloid","GSM6833485_Patient2",0.119494197581614
"HNCA","Myeloid","GSM6833486_Patient3",0.043067967266571
"HNCA","Myeloid","GSM6833487_Patient4",0.0915086693512516
"KICA","Myeloid","GSM5924030_ffpe_c_2",0.251257980208663
"KICA","Myeloid","GSM5924031_ffpe_c_3",0.268237873887769
"KICA","Myeloid","GSM5924032_ffpe_c_4",0.0859995781632345
"KICA","Myeloid","GSM5924033_ffpe_c_7",0.0987124605971746
"KICA","Myeloid","GSM5924034_ffpe_c_10",0.0659645789152609
"KICA","Myeloid","GSM5924035_ffpe_c_20",0.0854285510873907
"KICA","Myeloid","GSM5924036_ffpe_c_21",0.178941161185408
"KICA","Myeloid","GSM5924037_ffpe_c_34",0.112567409872505
"KICA","Myeloid","GSM5924038_ffpe_c_36",0.0782551514729961
"KICA","Myeloid","GSM5924039_ffpe_c_39",0.0849074539464152
"KICA","Myeloid","GSM5924040_ffpe_c_45",0.0849782564639192
"KICA","Myeloid","GSM5924041_ffpe_c_51",0.0791613023997062
"KICA","Myeloid","GSM5924042_frozen_a_1",0.0933740171677506
"KICA","Myeloid","GSM5924043_frozen_a_3",0.0877768379620236
"KICA","Myeloid","GSM5924044_frozen_a_15",0.138868721982765
"KICA","Myeloid","GSM5924045_frozen_a_17",0.0983392460304043
"KICA","Myeloid","GSM5924046_frozen_b_1",0.201540584332987
"KICA","Myeloid","GSM5924048_frozen_b_13",0.143288127323029
"KICA","Myeloid","GSM5924049_frozen_b_18",0.264584874632209
"KICA","Myeloid","GSM5924050_frozen_c_2",0.265292106887933
"KICA","Myeloid","GSM5924051_frozen_c_5",0.122459061233422
"KICA","Myeloid","GSM5924052_frozen_c_23",0.138613464001307
"KICA","Myeloid","GSM5924053_frozen_c_57",0.255624035613187
"LICA","Myeloid","GSM6177612_NYU_LIHC1_Vis",0.0442408680783501
"LICA","Myeloid","GSM7850822_CHC20",0.0332457977745377
"LICA","Myeloid","HCC1R",0.0709244104229579
"LICA","Myeloid","HCC3R",0.0429553197405796
"LICA","Myeloid","HCC4R",0.049701386491222
"LICA","Myeloid","HCC6NR",0.0239242478465472
"LICA","Myeloid","HCC7NR",0.0156016947598453
