"cancer_type","sample_id","celltype","count","proportion"
"BRCA","GSE176078_CID3586","Epithelial",586,0.116826156299841
"BRCA","GSE176078_CID3921","Epithelial",384,0.142644873699851
"BRCA","GSE176078_CID3941","Epithelial",190,0.348623853211009
"BRCA","GSE176078_CID3948","Epithelial",247,0.165771812080537
"BRCA","GSE176078_CID3963","Epithelial",185,0.0614822200066467
"BRCA","GSE176078_CID4066","Epithelial",748,0.15409971157808
"BRCA","GSE176078_CID4067","Epithelial",2127,0.698751642575558
"BRCA","GSE176078_CID4290A","Epithelial",3512,0.773568281938326
"BRCA","GSE176078_CID44041","Epithelial",137,0.0681253107906514
"BRCA","GSE176078_CID4461","Epithelial",169,0.782407407407407
"BRCA","GSE176078_CID4463","Epithelial",624,0.643298969072165
"BRCA","GSE176078_CID4465","Epithelial",115,0.2875
"BRCA","GSE176078_CID4471","Epithelial",2104,0.254075594734935
"BRCA","GSE176078_CID4495","Epithelial",1022,0.147432198499711
"BRCA","GSE176078_CID44971","Epithelial",1499,0.203862369101047
"BRCA","GSE176078_CID44991","Epithelial",3749,0.618748968476646
"BRCA","GSE176078_CID4513","Epithelial",230,0.0427668278170324
"BRCA","GSE176078_CID4515","Epithelial",2009,0.522360894435777
"BRCA","GSE176078_CID45171","Epithelial",780,0.343158820941487
"BRCA","GSE176078_CID4523","Epithelial",1042,0.727145847871598
"BRCA","GSE176078_CID4530N","Epithelial",2039,0.488617301701414
"BRCA","GSE176078_CID4535","Epithelial",2139,0.603725656223539
"BRCA","GSM4909253","Epithelial",3178,0.773989283974671
"BRCA","GSM4909254","Epithelial",4329,0.721139430284858
"BRCA","GSM4909255","Epithelial",1030,0.978157644824311
"BRCA","GSM4909256","Epithelial",5456,0.983240223463687
"BRCA","GSM4909257","Epithelial",1817,0.425526932084309
"BRCA","GSM4909258","Epithelial",2363,0.930681370618354
"BRCA","GSM4909259","Epithelial",2590,0.992337164750958
"BRCA","GSM4909260","Epithelial",4505,0.987938596491228
"BRCA","GSM4909261","Epithelial",840,0.276497695852535
"BRCA","GSM4909262","Epithelial",3150,1
"BRCA","GSM4909263","Epithelial",707,0.588186356073211
"BRCA","GSM4909264","Epithelial",1587,0.965328467153285
"BRCA","GSM4909265","Epithelial",2093,0.438692098092643
"BRCA","GSM4909266","Epithelial",685,0.169596434761079
"BRCA","GSM4909267","Epithelial",2543,1
"BRCA","GSM4909268","Epithelial",4352,0.748666781352142
"BRCA","GSM4909269","Epithelial",6741,0.990304098721904
"BRCA","GSM4909270","Epithelial",4520,0.53847986657136
"BRCA","GSM4909271","Epithelial",826,0.453846153846154
"BRCA","GSM4909272","Epithelial",704,0.519174041297935
"BRCA","GSM4909273","Epithelial",5498,0.992418772563177
"BRCA","GSM4909274","Epithelial",840,0.6056236481615
"BRCA","GSM4909275","Epithelial",9913,0.993784461152882
"BRCA","GSM4909276","Epithelial",1825,0.514229360383207
"BRCA","GSM4909277","Epithelial",3296,0.47492795389049
"BRCA","GSM4909278","Epithelial",1774,0.320853680593236
"BRCA","GSM4909279","Epithelial",2094,0.443550095318788
"BRCA","GSM4909280","Epithelial",217,0.0465465465465465
"BRCA","GSM4909281","Epithelial",1096,0.45233182005778
"BRCA","GSM4909282","Epithelial",11728,0.943599645989219
"BRCA","GSM4909283","Epithelial",40,0.0485436893203883
"BRCA","GSM4909284","Epithelial",168,0.117894736842105
"BRCA","GSM4909285","Epithelial",3934,0.985224142248936
"BRCA","GSM4909286","Epithelial",3067,0.963556393339617
"BRCA","GSM4909287","Epithelial",824,0.176899957063117
"BRCA","GSM4909288","Epithelial",559,0.0430264778325123
"BRCA","GSM4909289","Epithelial",2934,0.822079013729336
"BRCA","GSM4909290","Epithelial",3556,0.484534677749012
"BRCA","GSM4909291","Epithelial",1596,0.409545804464973
"BRCA","GSM4909292","Epithelial",131,0.450171821305842
"BRCA","GSM4909293","Epithelial",2984,0.886512180629828
"BRCA","GSM4909294","Epithelial",4333,0.502260345427147
"BRCA","GSM4909295","Epithelial",557,0.210347432024169
"BRCA","GSM4909296","Epithelial",3029,0.931713318978776
"BRCA","GSM4909297","Epithelial",2592,0.89875173370319
"BRCA","GSM4909298","Epithelial",1903,0.552074267478967
"BRCA","GSM4909299","Epithelial",5166,0.781424897897444
"BRCA","GSM4909300","Epithelial",546,0.534769833496572
"BRCA","GSM4909301","Epithelial",2647,0.688247529901196
"BRCA","GSM4909302","Epithelial",4188,0.598970251716247
"BRCA","GSM4909303","Epithelial",551,0.261633428300095
"BRCA","GSM4909304","Epithelial",3390,0.9130083490439
"BRCA","GSM4909305","Epithelial",1992,0.757990867579909
"BRCA","GSM4909306","Epithelial",5023,0.941871366960435
"BRCA","GSM4909307","Epithelial",3946,0.948557692307692
"BRCA","GSM4909308","Epithelial",3824,0.895340669632405
"BRCA","GSM4909309","Epithelial",2579,0.741731377624389
"BRCA","GSM4909310","Epithelial",177,0.790178571428571
"BRCA","GSM4909311","Epithelial",305,1
"BRCA","GSM4909312","Epithelial",4146,0.995677233429395
"BRCA","GSM4909313","Epithelial",3061,0.972672386399746
"BRCA","GSM4909314","Epithelial",429,0.39612188365651
"BRCA","GSM4909315","Epithelial",3504,0.676447876447876
"BRCA","GSM4909316","Epithelial",332,0.157345971563981
"BRCA","GSM4909317","Epithelial",2576,0.396368672103401
"BRCA","GSM4909318","Epithelial",662,0.242224661544091
"BRCA","GSM4909319","Epithelial",1073,0.916310845431255
"BRCA","GSM4909320","Epithelial",298,1
"BRCA","GSM4909321","Epithelial",2561,1
"BRCA","GSE176078_CID3586","Tcell",3816,0.760765550239234
"BRCA","GSE176078_CID3838","Tcell",1285,0.606418121755545
"BRCA","GSE176078_CID3921","Tcell",1389,0.515973254086181
"BRCA","GSE176078_CID3941","Tcell",231,0.423853211009174
"BRCA","GSE176078_CID3946","Tcell",20,0.0819672131147541
"BRCA","GSE176078_CID3948","Tcell",882,0.591946308724832
"BRCA","GSE176078_CID3963","Tcell",2336,0.77633765370555
"BRCA","GSE176078_CID4040","Tcell",1467,0.626387702818104
"BRCA","GSE176078_CID4066","Tcell",1896,0.390605686032138
"BRCA","GSE176078_CID4067","Tcell",357,0.117279894875164
"BRCA","GSE176078_CID4290A","Tcell",83,0.0182819383259912
"BRCA","GSE176078_CID4398","Tcell",1801,0.760236386661038
"BRCA","GSE176078_CID44041","Tcell",693,0.344604674291397
"BRCA","GSE176078_CID4463","Tcell",137,0.141237113402062
"BRCA","GSE176078_CID4471","Tcell",598,0.0722135007849294
"BRCA","GSE176078_CID4495","Tcell",3347,0.482833237160993
"BRCA","GSE176078_CID44971","Tcell",4102,0.557867537059703
"BRCA","GSE176078_CID44991","Tcell",592,0.0977058920613963
"BRCA","GSE176078_CID4513","Tcell",1448,0.269245072517665
"BRCA","GSE176078_CID4515","Tcell",382,0.0993239729589184
"BRCA","GSE176078_CID45171","Tcell",1254,0.551693796744391
"BRCA","GSE176078_CID4523","Tcell",157,0.109560362875087
"BRCA","GSE176078_CID4530N","Tcell",248,0.0594296669063024
"BRCA","GSE176078_CID4535","Tcell",225,0.0635055038103302
"BRCA","GSM4909254","Tcell",59,0.00982841912377145
"BRCA","GSM4909257","Tcell",18,0.00421545667447307
"BRCA","GSM4909261","Tcell",22,0.00724160631994733
"BRCA","GSM4909265","Tcell",283,0.0593167050932719
"BRCA","GSM4909266","Tcell",252,0.0623916811091854
"BRCA","GSM4909276","Tcell",159,0.0448013524936602
"BRCA","GSM4909279","Tcell",46,0.00974369836898962
"BRCA","GSM4909280","Tcell",471,0.101029601029601
"BRCA","GSM4909281","Tcell",588,0.24267437061494
"BRCA","GSM4909282","Tcell",27,0.00217233888486604
"BRCA","GSM4909283","Tcell",376,0.456310679611651
"BRCA","GSM4909284","Tcell",895,0.628070175438596
"BRCA","GSM4909286","Tcell",13,0.0040841972981464
"BRCA","GSM4909287","Tcell",1272,0.273078574495492
"BRCA","GSM4909288","Tcell",6445,0.496074507389163
"BRCA","GSM4909289","Tcell",149,0.041748388904455
"BRCA","GSM4909290","Tcell",572,0.0779397738111459
"BRCA","GSM4909291","Tcell",28,0.00718501411342058
"BRCA","GSM4909292","Tcell",50,0.171821305841924
"BRCA","GSM4909293","Tcell",187,0.0555555555555556
"BRCA","GSM4909294","Tcell",1582,0.183377767474209
"BRCA","GSM4909295","Tcell",1146,0.432779456193353
"BRCA","GSM4909297","Tcell",81,0.0280859916782247
"BRCA","GSM4909298","Tcell",946,0.274441543371047
"BRCA","GSM4909299","Tcell",136,0.0205717743155347
"BRCA","GSM4909300","Tcell",53,0.0519098922624878
"BRCA","GSM4909302","Tcell",191,0.0273169336384439
"BRCA","GSM4909303","Tcell",636,0.301994301994302
"BRCA","GSM4909304","Tcell",13,0.00350121195798546
"BRCA","GSM4909305","Tcell",166,0.0631659056316591
"BRCA","GSM4909306","Tcell",18,0.00337521095068442
"BRCA","GSM4909309","Tcell",39,0.0112165660051769
"BRCA","GSM4909314","Tcell",41,0.0378578024007387
"BRCA","GSM4909315","Tcell",1326,0.255984555984556
"BRCA","GSM4909316","Tcell",1151,0.545497630331754
"BRCA","GSM4909317","Tcell",1106,0.170180027696569
"BRCA","GSM4909318","Tcell",984,0.360043907793633
"BRCA","GSE176078_CID3586","Bcell",270,0.0538277511961723
"BRCA","GSE176078_CID3838","Bcell",89,0.0420009438414346
"BRCA","GSE176078_CID3921","Bcell",223,0.0828380386329866
"BRCA","GSE176078_CID3941","Bcell",46,0.0844036697247706
"BRCA","GSE176078_CID3948","Bcell",184,0.123489932885906
"BRCA","GSE176078_CID4040","Bcell",140,0.0597779675491033
"BRCA","GSE176078_CID4066","Bcell",25,0.00515039142974866
"BRCA","GSE176078_CID4067","Bcell",20,0.00657030223390276
"BRCA","GSE176078_CID4290A","Bcell",17,0.00374449339207048
"BRCA","GSE176078_CID4398","Bcell",76,0.0320810468552132
"BRCA","GSE176078_CID44041","Bcell",171,0.0850323222277474
"BRCA","GSE176078_CID4461","Bcell",11,0.0509259259259259
"BRCA","GSE176078_CID4465","Bcell",31,0.0775
"BRCA","GSE176078_CID4471","Bcell",135,0.0163023789397416
"BRCA","GSE176078_CID4495","Bcell",1427,0.205856895556838
"BRCA","GSE176078_CID44971","Bcell",386,0.0524955800353597
"BRCA","GSE176078_CID44991","Bcell",1281,0.211421026572042
"BRCA","GSE176078_CID4515","Bcell",520,0.135205408216329
"BRCA","GSE176078_CID45171","Bcell",52,0.0228772547294325
"BRCA","GSE176078_CID4530N","Bcell",36,0.00862688713156003
"BRCA","GSE176078_CID4535","Bcell",111,0.0313293818797629
"BRCA","GSM4909254","Bcell",5,0.000832916874895885
"BRCA","GSM4909261","Bcell",11,0.00362080315997367
"BRCA","GSM4909265","Bcell",56,0.01173758121987
"BRCA","GSM4909266","Bcell",150,0.0371379054221342
"BRCA","GSM4909268","Bcell",13,0.00223636676414932
"BRCA","GSM4909276","Bcell",5,0.00140884756269372
"BRCA","GSM4909277","Bcell",25,0.00360230547550432
"BRCA","GSM4909278","Bcell",10,0.00180864532465184
"BRCA","GSM4909280","Bcell",48,0.0102960102960103
"BRCA","GSM4909281","Bcell",181,0.0747007841518778
"BRCA","GSM4909282","Bcell",39,0.00313782283369539
"BRCA","GSM4909283","Bcell",101,0.122572815533981
"BRCA","GSM4909284","Bcell",38,0.0266666666666667
"BRCA","GSM4909287","Bcell",726,0.155860884499785
"BRCA","GSM4909288","Bcell",2644,0.203509852216749
"BRCA","GSM4909290","Bcell",1715,0.233683063087614
"BRCA","GSM4909291","Bcell",100,0.0256607646907878
"BRCA","GSM4909293","Bcell",8,0.0023767082590612
"BRCA","GSM4909294","Bcell",960,0.111278544105715
"BRCA","GSM4909295","Bcell",178,0.0672205438066465
"BRCA","GSM4909297","Bcell",11,0.00381414701803051
"BRCA","GSM4909298","Bcell",236,0.068465332172904
"BRCA","GSM4909299","Bcell",23,0.00347905006806837
"BRCA","GSM4909300","Bcell",70,0.0685602350636631
"BRCA","GSM4909302","Bcell",16,0.0022883295194508
"BRCA","GSM4909303","Bcell",73,0.0346628679962013
"BRCA","GSM4909305","Bcell",47,0.0178843226788432
"BRCA","GSM4909308","Bcell",24,0.00561929290564271
"BRCA","GSM4909309","Bcell",7,0.00201322979580098
"BRCA","GSM4909314","Bcell",552,0.509695290858726
"BRCA","GSM4909315","Bcell",32,0.00617760617760618
"BRCA","GSM4909316","Bcell",367,0.1739336492891
"BRCA","GSM4909317","Bcell",729,0.112171103246653
"BRCA","GSM4909318","Bcell",776,0.283937065495792
"BRCA","GSE176078_CID3586","Myeloid",105,0.020933014354067
"BRCA","GSE176078_CID3838","Myeloid",371,0.175082586125531
"BRCA","GSE176078_CID3921","Myeloid",358,0.132986627043091
"BRCA","GSE176078_CID3941","Myeloid",14,0.0256880733944954
"BRCA","GSE176078_CID3946","Myeloid",36,0.147540983606557
"BRCA","GSE176078_CID3948","Myeloid",89,0.0597315436241611
"BRCA","GSE176078_CID3963","Myeloid",369,0.122632103688933
"BRCA","GSE176078_CID4040","Myeloid",28,0.0119555935098207
"BRCA","GSE176078_CID4066","Myeloid",196,0.0403790688092295
"BRCA","GSE176078_CID4067","Myeloid",237,0.0778580814717477
"BRCA","GSE176078_CID4290A","Myeloid",310,0.0682819383259912
"BRCA","GSE176078_CID4398","Myeloid",189,0.0797804981004643
"BRCA","GSE176078_CID44041","Myeloid",95,0.0472401790154152
"BRCA","GSE176078_CID4461","Myeloid",10,0.0462962962962963
"BRCA","GSE176078_CID4463","Myeloid",92,0.0948453608247423
"BRCA","GSE176078_CID4465","Myeloid",66,0.165
"BRCA","GSE176078_CID4471","Myeloid",214,0.0258422895785533
"BRCA","GSE176078_CID4495","Myeloid",783,0.112954414310444
"BRCA","GSE176078_CID44971","Myeloid",564,0.076703386372909
"BRCA","GSE176078_CID44991","Myeloid",158,0.026076910381251
"BRCA","GSE176078_CID4513","Myeloid",2783,0.517478616586092
"BRCA","GSE176078_CID4515","Myeloid",537,0.139625585023401
"BRCA","GSE176078_CID45171","Myeloid",159,0.0699516058073031
"BRCA","GSE176078_CID4523","Myeloid",194,0.135380321004885
"BRCA","GSE176078_CID4530N","Myeloid",74,0.0177330457704289
"BRCA","GSE176078_CID4535","Myeloid",215,0.0606830369743156
"BRCA","GSM4909253","Myeloid",36,0.00876765708718948
"BRCA","GSM4909254","Myeloid",78,0.0129935032483758
"BRCA","GSM4909257","Myeloid",18,0.00421545667447307
"BRCA","GSM4909261","Myeloid",18,0.00592495062541146
"BRCA","GSM4909265","Myeloid",168,0.0352127436596101
"BRCA","GSM4909266","Myeloid",384,0.0950730378806635
"BRCA","GSM4909268","Myeloid",31,0.005332874591433
"BRCA","GSM4909269","Myeloid",13,0.00190979873659468
"BRCA","GSM4909270","Myeloid",38,0.00452704312604241
"BRCA","GSM4909275","Myeloid",30,0.00300751879699248
"BRCA","GSM4909276","Myeloid",84,0.0236686390532544
"BRCA","GSM4909277","Myeloid",32,0.00461095100864553
"BRCA","GSM4909278","Myeloid",21,0.00379815518176886
"BRCA","GSM4909279","Myeloid",24,0.00508366871425545
"BRCA","GSM4909280","Myeloid",93,0.0199485199485199
"BRCA","GSM4909281","Myeloid",390,0.160957490713991
"BRCA","GSM4909282","Myeloid",519,0.0417571807868694
"BRCA","GSM4909283","Myeloid",250,0.303398058252427
"BRCA","GSM4909284","Myeloid",233,0.163508771929825
"BRCA","GSM4909285","Myeloid",35,0.00876533934385174
"BRCA","GSM4909286","Myeloid",29,0.00911090166509582
"BRCA","GSM4909287","Myeloid",1306,0.280377844568484
"BRCA","GSM4909288","Myeloid",2513,0.193426724137931
"BRCA","GSM4909289","Myeloid",360,0.100868590641636
"BRCA","GSM4909290","Myeloid",1236,0.168415315438071
"BRCA","GSM4909291","Myeloid",747,0.191685912240185
"BRCA","GSM4909292","Myeloid",56,0.192439862542955
"BRCA","GSM4909293","Myeloid",119,0.0353535353535354
"BRCA","GSM4909294","Myeloid",873,0.101193926046134
"BRCA","GSM4909295","Myeloid",435,0.164274924471299
"BRCA","GSM4909296","Myeloid",76,0.0233774223315903
"BRCA","GSM4909297","Myeloid",58,0.0201109570041609
"BRCA","GSM4909298","Myeloid",161,0.0467072816942269
"BRCA","GSM4909299","Myeloid",189,0.0285887157767357
"BRCA","GSM4909300","Myeloid",89,0.0871694417238002
"BRCA","GSM4909301","Myeloid",1157,0.300832033281331
"BRCA","GSM4909302","Myeloid",343,0.0490560640732265
"BRCA","GSM4909303","Myeloid",286,0.135802469135802
"BRCA","GSM4909304","Myeloid",257,0.0692162671694048
"BRCA","GSM4909305","Myeloid",289,0.109969558599696
"BRCA","GSM4909306","Myeloid",161,0.0301893868366773
"BRCA","GSM4909307","Myeloid",201,0.0483173076923077
"BRCA","GSM4909308","Myeloid",177,0.041442285179115
"BRCA","GSM4909309","Myeloid",635,0.182628702904803
"BRCA","GSM4909312","Myeloid",10,0.00240153698366955
"BRCA","GSM4909313","Myeloid",33,0.0104861773117255
"BRCA","GSM4909314","Myeloid",52,0.0480147737765466
"BRCA","GSM4909315","Myeloid",288,0.0555984555984556
"BRCA","GSM4909316","Myeloid",146,0.0691943127962085
"BRCA","GSM4909317","Myeloid",1099,0.169102938913679
"BRCA","GSM4909318","Myeloid",250,0.0914745700695207
"BRCA","GSM4909319","Myeloid",56,0.0478223740392827
"BRCA","GSE176078_CID3586","Endothelial",109,0.0217304625199362
"BRCA","GSE176078_CID3838","Endothelial",84,0.0396413402548372
"BRCA","GSE176078_CID3921","Endothelial",194,0.0720653789004458
"BRCA","GSE176078_CID3941","Endothelial",41,0.0752293577981651
"BRCA","GSE176078_CID3946","Endothelial",26,0.10655737704918
"BRCA","GSE176078_CID3948","Endothelial",61,0.0409395973154362
"BRCA","GSE176078_CID3963","Endothelial",92,0.0305749418411432
"BRCA","GSE176078_CID4040","Endothelial",182,0.0777113578138343
"BRCA","GSE176078_CID4066","Endothelial",486,0.100123609394314
"BRCA","GSE176078_CID4067","Endothelial",135,0.0443495400788436
"BRCA","GSE176078_CID4290A","Endothelial",271,0.0596916299559471
"BRCA","GSE176078_CID4398","Endothelial",78,0.0329252849303504
"BRCA","GSE176078_CID44041","Endothelial",126,0.0626553953257086
"BRCA","GSE176078_CID4461","Endothelial",20,0.0925925925925926
"BRCA","GSE176078_CID4463","Endothelial",73,0.0752577319587629
"BRCA","GSE176078_CID4465","Endothelial",84,0.21
"BRCA","GSE176078_CID4471","Endothelial",2704,0.326530612244898
"BRCA","GSE176078_CID4495","Endothelial",90,0.0129832660126947
"BRCA","GSE176078_CID44971","Endothelial",169,0.022983816129471
"BRCA","GSE176078_CID44991","Endothelial",24,0.00396104967816471
"BRCA","GSE176078_CID4513","Endothelial",147,0.0273335812569729
"BRCA","GSE176078_CID4515","Endothelial",117,0.0304212168486739
"BRCA","GSE176078_CID45171","Endothelial",3,0.00131984161900572
"BRCA","GSE176078_CID4530N","Endothelial",973,0.233165588305775
"BRCA","GSE176078_CID4535","Endothelial",204,0.0575783234546994
"BRCA","GSM4909253","Endothelial",238,0.0579639551875304
"BRCA","GSM4909254","Endothelial",363,0.0604697651174413
"BRCA","GSM4909256","Endothelial",38,0.00684808073526762
"BRCA","GSM4909257","Endothelial",1063,0.248946135831382
"BRCA","GSM4909258","Endothelial",7,0.00275699094131548
"BRCA","GSM4909260","Endothelial",10,0.00219298245614035
"BRCA","GSM4909261","Endothelial",270,0.0888742593811718
"BRCA","GSM4909263","Endothelial",218,0.181364392678869
"BRCA","GSM4909265","Endothelial",257,0.0538671138126179
"BRCA","GSM4909266","Endothelial",324,0.0802178757118099
"BRCA","GSM4909268","Endothelial",433,0.0744882160674351
"BRCA","GSM4909269","Endothelial",20,0.00293815190245336
"BRCA","GSM4909270","Endothelial",1660,0.197760304979747
"BRCA","GSM4909271","Endothelial",545,0.299450549450549
"BRCA","GSM4909272","Endothelial",585,0.43141592920354
"BRCA","GSM4909273","Endothelial",24,0.00433212996389892
"BRCA","GSM4909274","Endothelial",278,0.200432588320115
"BRCA","GSM4909276","Endothelial",392,0.110453648915187
"BRCA","GSM4909277","Endothelial",1311,0.188904899135447
"BRCA","GSM4909278","Endothelial",1712,0.309640079580394
"BRCA","GSM4909279","Endothelial",686,0.145308197415802
"BRCA","GSM4909280","Endothelial",624,0.133848133848134
"BRCA","GSM4909281","Endothelial",20,0.00825423029302517
"BRCA","GSM4909282","Endothelial",12,0.000965483948829351
"BRCA","GSM4909283","Endothelial",19,0.0230582524271845
"BRCA","GSM4909284","Endothelial",10,0.00701754385964912
"BRCA","GSM4909286","Endothelial",6,0.00188501413760603
"BRCA","GSM4909287","Endothelial",47,0.0100901674538429
"BRCA","GSM4909288","Endothelial",196,0.0150862068965517
"BRCA","GSM4909289","Endothelial",22,0.00616419165032222
"BRCA","GSM4909290","Endothelial",20,0.00272516691647363
"BRCA","GSM4909291","Endothelial",362,0.0928919681806518
"BRCA","GSM4909292","Endothelial",19,0.0652920962199313
"BRCA","GSM4909293","Endothelial",17,0.00505050505050505
"BRCA","GSM4909294","Endothelial",141,0.0163440361655268
"BRCA","GSM4909295","Endothelial",19,0.00717522658610272
"BRCA","GSM4909297","Endothelial",5,0.00173370319001387
"BRCA","GSM4909298","Endothelial",76,0.0220481578183928
"BRCA","GSM4909299","Endothelial",96,0.0145212524580245
"BRCA","GSM4909300","Endothelial",92,0.0901077375122429
"BRCA","GSM4909301","Endothelial",12,0.0031201248049922
"BRCA","GSM4909302","Endothelial",98,0.0140160183066362
"BRCA","GSM4909303","Endothelial",77,0.0365622032288699
"BRCA","GSM4909304","Endothelial",10,0.00269323996768112
"BRCA","GSM4909305","Endothelial",29,0.0110350076103501
"BRCA","GSM4909306","Endothelial",11,0.00206262891430714
"BRCA","GSM4909308","Endothelial",28,0.00655584172324982
"BRCA","GSM4909309","Endothelial",33,0.0094909404659189
"BRCA","GSM4909310","Endothelial",41,0.183035714285714
"BRCA","GSM4909313","Endothelial",13,0.00413091833492215
"BRCA","GSM4909315","Endothelial",5,0.000965250965250965
"BRCA","GSM4909316","Endothelial",13,0.00616113744075829
"BRCA","GSM4909317","Endothelial",64,0.00984766887213417
"BRCA","GSM4909318","Endothelial",18,0.00658616904500549
"BRCA","GSM4909319","Endothelial",9,0.00768573868488471
"BRCA","GSE176078_CID3586","Fibroblast",124,0.0247208931419458
"BRCA","GSE176078_CID3838","Fibroblast",178,0.0840018876828693
"BRCA","GSE176078_CID3921","Fibroblast",88,0.0326894502228826
"BRCA","GSE176078_CID3941","Fibroblast",2,0.0036697247706422
"BRCA","GSE176078_CID3946","Fibroblast",33,0.135245901639344
"BRCA","GSE176078_CID3948","Fibroblast",5,0.00335570469798658
"BRCA","GSE176078_CID3963","Fibroblast",7,0.00232635427052177
"BRCA","GSE176078_CID4040","Fibroblast",175,0.0747224594363792
"BRCA","GSE176078_CID4066","Fibroblast",989,0.203749484960857
"BRCA","GSE176078_CID4067","Fibroblast",120,0.0394218134034166
"BRCA","GSE176078_CID4290A","Fibroblast",262,0.0577092511013216
"BRCA","GSE176078_CID4398","Fibroblast",167,0.0704938792739553
"BRCA","GSE176078_CID44041","Fibroblast",687,0.341621084037792
"BRCA","GSE176078_CID4461","Fibroblast",6,0.0277777777777778
"BRCA","GSE176078_CID4463","Fibroblast",21,0.0216494845360825
"BRCA","GSE176078_CID4465","Fibroblast",86,0.215
"BRCA","GSE176078_CID4471","Fibroblast",1454,0.175582659099143
"BRCA","GSE176078_CID4495","Fibroblast",189,0.027264858626659
"BRCA","GSE176078_CID44971","Fibroblast",579,0.0787433700530396
"BRCA","GSE176078_CID44991","Fibroblast",231,0.0381251031523354
"BRCA","GSE176078_CID4513","Fibroblast",692,0.128672368910376
"BRCA","GSE176078_CID4515","Fibroblast",177,0.0460218408736349
"BRCA","GSE176078_CID45171","Fibroblast",23,0.0101187857457105
"BRCA","GSE176078_CID4523","Fibroblast",39,0.0272156315422191
"BRCA","GSE176078_CID4530N","Fibroblast",391,0.0936975796788881
"BRCA","GSE176078_CID4535","Fibroblast",94,0.026531188258538
"BRCA","GSM4909253","Fibroblast",514,0.12518265952265
"BRCA","GSM4909254","Fibroblast",939,0.156421789105447
"BRCA","GSM4909255","Fibroblast",17,0.0161443494776828
"BRCA","GSM4909256","Fibroblast",48,0.00865020724454857
"BRCA","GSM4909257","Fibroblast",854,0.2
"BRCA","GSM4909258","Fibroblast",167,0.0657739267428121
"BRCA","GSM4909259","Fibroblast",17,0.00651340996168582
"BRCA","GSM4909260","Fibroblast",41,0.00899122807017544
"BRCA","GSM4909261","Fibroblast",1640,0.53982883475971
"BRCA","GSM4909263","Fibroblast",211,0.175540765391015
"BRCA","GSM4909264","Fibroblast",42,0.0255474452554745
"BRCA","GSM4909265","Fibroblast",1562,0.327394676168518
"BRCA","GSM4909266","Fibroblast",1846,0.457043822728398
"BRCA","GSM4909268","Fibroblast",837,0.143987613968691
"BRCA","GSM4909269","Fibroblast",23,0.00337887468782136
"BRCA","GSM4909270","Fibroblast",1502,0.178937336192518
"BRCA","GSM4909271","Fibroblast",223,0.122527472527473
"BRCA","GSM4909272","Fibroblast",43,0.0317109144542773
"BRCA","GSM4909273","Fibroblast",9,0.00162454873646209
"BRCA","GSM4909274","Fibroblast",182,0.131218457101658
"BRCA","GSM4909275","Fibroblast",30,0.00300751879699248
"BRCA","GSM4909276","Fibroblast",915,0.25781910397295
"BRCA","GSM4909277","Fibroblast",1655,0.238472622478386
"BRCA","GSM4909278","Fibroblast",1588,0.287212877554712
"BRCA","GSM4909279","Fibroblast",1488,0.315187460283838
"BRCA","GSM4909280","Fibroblast",2664,0.571428571428571
"BRCA","GSM4909281","Fibroblast",139,0.057366900536525
"BRCA","GSM4909282","Fibroblast",84,0.00675838764180546
"BRCA","GSM4909283","Fibroblast",28,0.0339805825242718
"BRCA","GSM4909284","Fibroblast",55,0.0385964912280702
"BRCA","GSM4909285","Fibroblast",23,0.00576008014024543
"BRCA","GSM4909286","Fibroblast",66,0.0207351555136664
"BRCA","GSM4909287","Fibroblast",440,0.094461142121082
"BRCA","GSM4909288","Fibroblast",573,0.0441040640394089
"BRCA","GSM4909289","Fibroblast",44,0.0123283833006444
"BRCA","GSM4909290","Fibroblast",209,0.0284779942771495
"BRCA","GSM4909291","Fibroblast",976,0.250449063382089
"BRCA","GSM4909292","Fibroblast",25,0.0859106529209622
"BRCA","GSM4909293","Fibroblast",41,0.0121806298276887
"BRCA","GSM4909294","Fibroblast",651,0.0754607627216877
"BRCA","GSM4909295","Fibroblast",284,0.107250755287009
"BRCA","GSM4909296","Fibroblast",136,0.0418332820670563
"BRCA","GSM4909297","Fibroblast",119,0.0412621359223301
"BRCA","GSM4909298","Fibroblast",62,0.0179866550623731
"BRCA","GSM4909299","Fibroblast",631,0.0954469823022236
"BRCA","GSM4909300","Fibroblast",136,0.133202742409403
"BRCA","GSM4909301","Fibroblast",30,0.0078003120124805
"BRCA","GSM4909302","Fibroblast",1986,0.284038901601831
"BRCA","GSM4909303","Fibroblast",441,0.209401709401709
"BRCA","GSM4909304","Fibroblast",41,0.0110422838674926
"BRCA","GSM4909305","Fibroblast",63,0.023972602739726
"BRCA","GSM4909306","Fibroblast",108,0.0202512657041065
"BRCA","GSM4909307","Fibroblast",13,0.003125
"BRCA","GSM4909308","Fibroblast",154,0.036057129477874
"BRCA","GSM4909309","Fibroblast",161,0.0463042853034225
"BRCA","GSM4909310","Fibroblast",3,0.0133928571428571
"BRCA","GSM4909312","Fibroblast",7,0.00168107588856868
"BRCA","GSM4909313","Fibroblast",38,0.0120749920559263
"BRCA","GSM4909314","Fibroblast",8,0.00738688827331487
"BRCA","GSM4909315","Fibroblast",21,0.00405405405405405
"BRCA","GSM4909316","Fibroblast",101,0.0478672985781991
